"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"GODREJPROP",2108,2108,2030.1,2108.4,2037.9,-3.34,568576,1172375283.2,"28-Jul-2026"
"VEDL",284.9,286.4,275,283.65,275,-3.05,13475283,3783724713.57,"30-Apr-2026"
"POWERINDIA",36230,36590,34730,36050,35000,-2.91,215956,7618750596.08,"21-Aug-2026"
"TATACONSUM",1108.7,1109.6,1074.6,1108.7,1078,-2.77,1933872,2096684683.68,"25-May-2026"
"MAXHEALTH",1065.4,1067.4,1034.7,1069,1040,-2.71,2892166,3019681598.94,"03-Jul-2026"
"JINDALSTEL",1125,1126,1094.5,1125,1095,-2.67,807811,892453436.58,"22-Aug-2025"
"JSWENERGY",581.9,583.4,562.1,578,563,-2.6,2284945,1304794992.8,"05-Jun-2026"
"MANAPPURAM",371.9,373.05,357.05,369.3,360,-2.52,6097517,2221203492.76,"11-May-2026"
"NESTLEIND",1531.4,1541,1491.3,1528.6,1493.2,-2.32,1955836,2950730656.48,"10-Jul-2026"
"SHREECEM",26135,26135,25450,26100,25510,-2.26,15647,400793523.84,"17-Jul-2026"
"ULTRACEMCO",12036,12061,11720,12038,11780,-2.14,184916,2183917133.12,"30-Jul-2026"
"BHARATFORG",2114.9,2144.4,2028,2093.1,2051,-2.01,4011397,8251483742.97,"03-Jul-2026"
"VBL",445.5,448.5,435.4,445.5,437,-1.91,5820816,2565291819.36,"31-Jul-2026"
"APOLLOHOSP",8982,8990,8672.5,8912,8750.5,-1.81,562067,4931851270.83,"16-Feb-2026"
"INDUSINDBK",1023,1024,1005,1027.3,1008.9,-1.79,1400560,1414957756.8,"25-Jun-2026"
"HDFCAMC",2554,2554.1,2504.2,2560,2515,-1.76,1036363,2611790214.45,"05-Jun-2026"
"SUPREMEIND",3475.1,3489,3396.1,3495,3435,-1.72,182104,624452826.4,"25-Jun-2026"
"GRASIM",3360,3402.8,3301.9,3380.5,3322.2,-1.72,755928,2525026298.4,"07-Aug-2026"
"POLYCAB",9275,9319.5,9025,9275,9125,-1.62,357090,3246240913.8,"19-Jun-2026"
"M&M",3505.4,3514.6,3455.1,3517,3460.1,-1.62,2269936,7912134320.32,"03-Jul-2026"
