"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ZYDUSLIFE",1119,1205,1117.6,1119,1191,6.43,8187351,9538263915,"24-Jul-2026"
"POLICYBZR",1620,1747,1618,1630,1733,6.32,3116309,5295980166.96,"-"
"NAUKRI",1297,1391,1291.1,1282,1360,6.08,9948602,13522438296.46,"24-Jul-2026"
"MCX",2779.5,2895,2742.6,2759.3,2895,4.92,4190150,11861267112.5,"02-Jan-2026"
"DRREDDY",1159.1,1206.6,1155.1,1158.8,1205,3.99,3936813,4671107360.76,"10-Jul-2026"
"BOSCHLTD",44105,45750,44000,43505,45185,3.86,150509,6797248325.66,"04-Aug-2026"
"OIL",464.3,484,460.45,453,470.35,3.83,11117093,5277728730.82,"18-Feb-2026"
"DIVISLAB",8315,8578.5,8285.5,8300,8578.5,3.36,603820,5109150471.6,"24-Jul-2026"
"LICI",394.4,410.45,393.2,393,406,3.31,49779915,20166839164.8,"25-Jun-2026"
"ETERNAL",310.5,318.5,306.2,310.25,318,2.5,20749569,6487352747.85,"-"
"SIEMENS",3924,4040,3854.6,3914.3,4011,2.47,1266007,4987586497.34,"29-Jul-2026"
"GVT&D",4300,4435,4273.1,4330,4420,2.08,798491,3491178320.02,"21-Aug-2026"
"CONCOR",501.9,512,498.75,501.9,512,2.01,1100404,559027240.08,"04-Aug-2026"
"UNITDSPR",1513.2,1548.7,1513.2,1522,1548.7,1.75,546668,835576571.32,"08-Jul-2026"
"GAIL",172,175.34,171.11,172.5,175.34,1.65,15482707,2693991018,"05-Feb-2026"
"VMM",108.6,110.67,107.98,108.6,110.25,1.52,7578617,829024913.63,"-"
"NATIONALUM",387.15,393.7,384.5,382.7,388,1.38,8155315,3168829196.4,"08-May-2026"
"BANKINDIA",141,143.09,139.37,141,142.9,1.35,6783716,960506348.44,"29-May-2026"
"INOXWIND",73.5,74.7,72.7,73.5,74.4,1.22,12189561,899955288.63,"29-Jul-2025"
"LTM",4800,4850,4751,4795,4850,1.15,407494,1962136584.22,"25-May-2026"
