"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"DIXON",12480,13350,12355,12456,13319,6.93,1287789,16743600775.98,"16-Sep-2025"
"RADICO",3940,4137,3903.2,3892.3,4132.8,6.18,975908,3963650342,"24-Jul-2026"
"MANAPPURAM",326.7,347.9,323.2,328.2,347.9,6,10943832,3736114806.48,"11-May-2026"
"POWERINDIA",31075,32450,31075,31040,32390,4.35,292811,9380528333.32,"21-Aug-2026"
"BANDHANBNK",200.65,208.8,200.65,200.6,208.75,4.06,12399121,2555706820.52,"14-Aug-2025"
"INDUSINDBK",968,1012.3,960,974.35,1011,3.76,4977361,4962628011.44,"25-Jun-2026"
"ADANIENSOL",1580,1650.7,1571,1568.8,1627.6,3.75,4891996,7942449025.76,"14-Jun-2024"
"LODHA",1063.95,1098.7,1049.1,1057,1096,3.69,6269473,6784635596.41,"22-Aug-2025"
"GVT&D",4451.1,4649,4415.8,4401.5,4562.3,3.65,1664670,7559516170.5,"21-Aug-2026"
"CGPOWER",900,926.9,895.4,892.55,924,3.52,8211877,7535711047.82,"30-Jan-2026"
"CHOLAFIN",1808.9,1857.8,1808.9,1789.8,1851.4,3.44,3062520,5619448573.2,"21-Jul-2026"
"HDFCBANK",805,831.5,805,801.05,828,3.36,63203114,52105279212.74,"19-Jun-2026"
"PHOENIXLTD",2070,2118,2030,2047.6,2115,3.29,1840829,3839361820.43,"15-Sep-2025"
"MUTHOOTFIN",3062.1,3148,3062.1,3054.9,3144.3,2.93,1760134,5475248833.8,"17-Apr-2026"
"LTF",330,336.3,325.05,327,335.9,2.72,6786268,2250869370.24,"22-May-2026"
"GLENMARK",2220,2275,2216.1,2211,2271,2.71,600443,1354185102.33,"03-Oct-2025"
"HINDALCO",960.85,981.6,954,953.2,979,2.71,4642287,4527204705.27,"10-Jul-2026"
"UNITDSPR",1393.3,1432.5,1392.8,1393.3,1429,2.56,1181442,1680116853.78,"08-Jul-2026"
"360ONE",1110.2,1138.9,1109.4,1109.5,1137.9,2.56,1252279,1412908827.33,"27-Apr-2026"
"GODREJPROP",2016,2051.5,2001.4,1996.4,2047,2.53,1382002,2811821269.2,"28-Jul-2026"
