"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"AUROPHARMA",1462.5,1469.4,1391,1472.8,1403.5,-4.71,3171180,4501204603.8,"17-Apr-2026"
"NMDC",91.96,91.97,88.2,90.93,88.47,-2.71,28942335,2602494763.2,"13-Feb-2026"
"GODFRYPHLP",2330,2336.9,2230,2301,2239.5,-2.67,495305,1125654908.25,"10-Nov-2025"
"VEDL",313.15,318.45,300.4,309.65,302,-2.47,28394765,8744167881.75,"30-Apr-2026"
"GVT&D",4999.5,5012,4740,4942.5,4822.5,-2.43,1010103,4881757091.79,"22-Aug-2025"
"INDUSTOWER",426.1,426.5,412.2,421.2,413,-1.95,6445467,2687244101.64,"09-Aug-2024"
"ZYDUSLIFE",1110,1112.1,1086,1104.7,1087.1,-1.59,1138903,1247246842.39,"24-Jul-2026"
"NTPC",357.4,358,346.95,353.9,348.3,-1.58,17190759,6020547616.98,"06-Feb-2026"
"LICHSGFIN",564.5,570.75,551.1,559.5,552.4,-1.27,1197810,673588453.5,"22-Aug-2025"
"BAJAJ-AUTO",10164,10178,9930,10063,9936,-1.26,400018,3998103906.58,"29-May-2026"
"MARICO",827,827.35,807.6,819.05,808.95,-1.23,1944901,1579104019.92,"01-Aug-2025"
"SAIL",185.95,187.87,181.96,184.09,181.96,-1.16,15561828,2867266809,"08-Sep-2025"
"ADANIPOWER",226.95,227,220,223.07,220.5,-1.15,26726675,5941339852.5,"22-Sep-2025"
"ONGC",248.05,248.3,242.8,246.2,243.45,-1.12,25211118,6158319793.86,"18-Feb-2026"
"FORTIS",1000,1002,977.7,990.35,979.55,-1.09,1246775,1226938809.75,"25-Jul-2025"
"LUPIN",2296.9,2304,2261.1,2293.3,2270.1,-1.01,696820,1586491903.2,"25-Jul-2025"
"ICICIBANK",1354.6,1362.7,1325.3,1340.8,1328,-0.95,16172921,21667670909.75,"12-Aug-2025"
"TORNTPHARM",4600,4600,4497.5,4571.2,4529,-0.92,573684,2594055627,"29-May-2026"
"COCHINSHIP",1450,1462,1405.5,1424.3,1411.6,-0.89,1048910,1510283552.6,"03-Feb-2026"
"COLPAL",2100,2136.5,2052,2079,2061.5,-0.84,420009,878793230.88,"01-Jun-2026"
