"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BDL",1336.6,1336.6,1293,1344.5,1301,-3.24,2166873,2828549339.28,"09-Feb-2026"
"INDIANB",868,871.5,839.35,870.7,842.75,-3.21,4055265,3451395488.85,"10-Jun-2026"
"GVT&D",4644.5,4644.5,4470,4677.1,4530,-3.15,747648,3387907100.16,"21-Aug-2026"
"MANAPPURAM",335,338.7,330.05,341.3,331,-3.02,2481606,828260818.56,"11-May-2026"
"NUVAMA",1950.1,1981.6,1903.6,1977.6,1922,-2.81,348951,676054177.89,"15-May-2026"
"GRASIM",3202.4,3216.3,3125.2,3213.6,3126,-2.73,654390,2067172202.7,"12-Aug-2025"
"MUTHOOTFIN",3070,3114.9,3047.6,3129.4,3054,-2.41,1101513,3384938433.87,"17-Apr-2026"
"SWIGGY",269.99,272.78,266.13,273.25,266.99,-2.29,17568805,4716697078.35,"-"
"DMART",3950,4012.8,3908,4081.1,3994.5,-2.12,2286738,9109426629.42,"09-Aug-2021"
"JINDALSTEL",1044.3,1044.3,1010.1,1051.3,1029,-2.12,1907483,1964192469.59,"22-Aug-2025"
"VBL",477.25,478.7,464.55,478.1,468,-2.11,7281764,3423157256.4,"30-Apr-2026"
"TATASTEEL",189,189.27,185.4,191.19,187.18,-2.1,47597415,8896432837.65,"12-Jun-2026"
"VMM",117.48,118.51,115.95,118.79,116.29,-2.1,8973303,1046466595.86,"-"
"POWERINDIA",32240,32380,31770,32605,31950,-2.01,101702,3252914061.52,"21-Aug-2026"
"DALBHARAT",1770.2,1777.5,1750.7,1786.5,1752,-1.93,75208,132583431.12,"23-Jun-2026"
"ICICIGI",1806,1812.8,1745.2,1826.2,1791.6,-1.89,1585337,2811817116.68,"29-May-2026"
"ALKEM",5615.5,5684,5548.5,5669.5,5568,-1.79,219164,1222932928.36,"20-Feb-2026"
"INDHOTEL",748.25,750.9,736.35,752.3,738.85,-1.79,3853243,2859722824.88,"23-Jun-2026"
"INOXWIND",82,82.3,80.7,82.61,81.16,-1.76,12833126,1042691487.5,"29-Jul-2025"
"GODREJCP",1076.8,1079.7,1067.2,1088.4,1069.5,-1.74,468745,502297767.1,"12-May-2026"
