"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"KALYANKJIL",470.5,531.9,469,476.15,511.35,7.39,154485624,78923615589.12,"04-Sep-2025"
"TCS",2075,2204.9,2065.1,2069,2182.9,5.51,12382622,26782249297.58,"15-Jul-2026"
"HCLTECH",1162,1237,1162,1164.1,1224,5.15,9028077,10935619389.33,"24-Apr-2026"
"VOLTAS",1285,1354.8,1273.4,1286.7,1351.6,5.04,2093557,2789476282.37,"12-Jun-2026"
"TATAELXSI",3690.3,3840,3672.8,3690.3,3835,3.92,687570,2592737085.9,"10-Jun-2026"
"UNIONBANK",163,170.75,162.51,164.51,170.7,3.76,30404181,5115199411.44,"03-Jul-2026"
"BHEL",392.75,412,389.6,395.25,408.75,3.42,14286194,5810052237.86,"17-Jul-2026"
"PAYTM",1332,1397.4,1328.5,1341.8,1386,3.29,4677505,6400323641.6,"-"
"INFY",1057.1,1114.9,1057.1,1068,1102.6,3.24,20994756,23001854673.6,"10-Jun-2026"
"TECHM",1444.2,1524.8,1444.2,1454.8,1502,3.24,2285072,3420341471.04,"03-Jul-2026"
"BLUESTARCO",1655,1722.3,1631.5,1662,1712.2,3.02,680248,1153884274.96,"17-Jul-2026"
"MPHASIS",2322,2410,2300.2,2321.9,2391.9,3.01,682428,1622110883.16,"08-Jul-2026"
"KFINTECH",900,930,891.1,901.1,928,2.99,1888791,1732191338.19,"15-Jul-2026"
"COFORGE",1494.1,1547.9,1470,1503.8,1543.9,2.67,5132000,7809056480,"30-Jan-2026"
"PERSISTENT",5000.4,5218.8,4975,5053.9,5186.9,2.63,1033379,5300056217.94,"27-Jan-2026"
"BAJAJ-AUTO",10080,10442,10030.5,10156,10410,2.5,1009229,10363288171.08,"24-Jun-2026"
"PGEL",576,607.85,573,583.15,597,2.38,3692062,2190094257.78,"19-Sep-2025"
"NTPC",345.05,355,343.7,344.55,352.4,2.28,8226337,2870580296.15,"06-Feb-2026"
"LTM",4057.5,4239.8,3971.2,4037.2,4128,2.25,1835487,7543668021.3,"25-May-2026"
"KPITTECH",560,578.9,556.6,561.75,574,2.18,5545256,3166008460.64,"04-Feb-2026"
