"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"GODREJCP",922.5,951.8,907.8,1025,910,-11.22,22527411,20807893718.37,"13-Aug-2026"
"PIIND",2700.5,2700.6,2457,2730,2483,-9.05,2138051,5451709342.35,"07-Aug-2026"
"TCS",2445.7,2445.8,2300.1,2445.7,2349.7,-3.93,7022647,16440859344.64,"15-Jul-2026"
"FORTIS",935.25,936,879.1,935.2,900,-3.76,4300020,3839014855.8,"24-Jul-2026"
"UNOMINDA",1275,1278.7,1232.4,1275,1232.4,-3.34,520011,648334114.47,"29-May-2026"
"MAXHEALTH",1030.8,1034.9,1001.5,1040,1007.5,-3.13,2762821,2793322543.84,"03-Jul-2026"
"ADANIGREEN",1370,1371,1315,1366,1332.3,-2.47,2152786,2869814433.02,"14-Jun-2024"
"PREMIERENE",1049,1056,1021.4,1050,1026.1,-2.28,595125,614008316.25,"08-May-2026"
"TATAELXSI",3799.9,3799.9,3685,3795,3711.9,-2.19,187415,698795569,"10-Jun-2026"
"BSE",3605,3605.9,3501,3605,3527,-2.16,3896840,13802022754,"10-Jul-2026"
"MANAPPURAM",369.95,369.95,351,360,352.6,-2.06,31501308,11294478970.32,"11-May-2026"
"VMM",111,111,105.45,110.25,108,-2.04,11426190,1226601496.5,"-"
"KPITTECH",627,628,609,627,609.2,-2.02,1196638,736135798.46,"12-Aug-2026"
"OFSS",11851,11899,11532,11896,11679,-1.82,244704,2862295346.88,"07-May-2026"
"LTM",4850,4850,4691,4850,4762.1,-1.81,318929,1512508025.34,"25-May-2026"
"APOLLOHOSP",8750.5,8775.5,8507.5,8750.5,8597,-1.75,876688,7517538231.84,"14-Aug-2026"
"NBCC",93.8,94.14,90.9,93.8,92.17,-1.74,11484423,1060241931.36,"25-Feb-2026"
"M&M",3460,3471.8,3403.6,3460.1,3403.6,-1.63,1834082,6275770083.5,"03-Jul-2026"
"DIXON",14061,14090,13670,14023,13800,-1.59,325889,4488876558.25,"16-Sep-2025"
"NAUKRI",1360.1,1364,1329.6,1360,1339,-1.54,1787437,2404871362.91,"24-Jul-2026"
