"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"MCX",3169.8,3177,2906.2,3158.5,2939,-6.95,17638511,52577049973.91,"02-Jan-2026"
"SWIGGY",270.65,270.75,255.45,270.65,257.5,-4.86,25777305,6693850562.4,"-"
"BDL",1207,1230,1175.4,1282.2,1221,-4.77,7661243,9143387070.78,"09-Feb-2026"
"ASHOKLEY",165.66,165.7,154.86,163.62,156.65,-4.26,87229157,13783079097.57,"18-Nov-2025"
"NMDC",93,93.05,87.39,92.28,88.4,-4.2,50706195,4529584399.35,"13-Feb-2026"
"LICHSGFIN",559,564.95,531.05,556.45,533.15,-4.19,1616977,874283294.13,"22-Aug-2025"
"POWERGRID",303,303,285.45,300.15,287.8,-4.11,77384858,22545304529.72,"09-Feb-2026"
"GLENMARK",2400,2400.7,2257.8,2384.9,2293,-3.85,1343495,3115887343.8,"03-Oct-2025"
"POLICYBZR",1769,1769,1693.2,1784.8,1716,-3.85,3301408,5690438885.12,"-"
"BLUESTARCO",1655,1655.1,1581,1657.1,1598,-3.57,684899,1101591551.6,"18-Jul-2025"
"COCHINSHIP",1524.5,1530.6,1455.5,1523.9,1470,-3.54,1596113,2377091090.9,"03-Feb-2026"
"INDIGO",4550,4555,4381.2,4570,4420,-3.28,1359351,6031209297.33,"13-Aug-2025"
"OFSS",10345.5,10584.5,9900,10299.5,9967,-3.23,681919,6903413815.69,"07-May-2026"
"ICICIGI",1852.5,1857.1,1739.5,1850.6,1785.5,-3.15,2916291,5241099859.38,"29-May-2026"
"PNBHOUSING",1077.9,1086,1020.7,1077.9,1045,-3.05,2065131,2151350219.25,"01-Aug-2025"
"ONGC",275.95,276.05,261.55,274.05,265.8,-3.01,74388446,19817082014.4,"18-Feb-2026"
"KEI",5474.9,5476.3,5230,5446.2,5285,-2.96,348766,1858727471.04,"28-Jan-2026"
"DALBHARAT",1799.9,1807,1739,1792.1,1740,-2.91,247889,437472028.31,"24-Oct-2025"
"MAXHEALTH",1002.95,1002.95,955,993.45,965,-2.86,15387646,14890317281.28,"04-Jul-2025"
"HEROMOTOCO",5115,5140,4875.5,5075,4930,-2.86,1648303,8149308930.18,"11-Feb-2026"
