"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"MOTHERSON",144.46,151.77,140.08,142.41,151.01,6.04,82898045,12001149974.65,"27-Mar-2026"
"IREDA",131,135.5,129.57,130.2,135.39,3.99,31396423,4165363439.41,"02-Apr-2026"
"HYUNDAI",1902.1,2004.6,1890.3,1913.6,1982,3.57,20805859,40036714473.7,"05-Aug-2025"
"GMRAIRPORT",102,104.14,99.56,97.84,100.58,2.8,131018158,13362541934.42,"05-Sep-2024"
"RADICO",3442,3569,3410.1,3439.3,3530,2.64,647819,2278107339.02,"24-Jul-2025"
"SAMMAANCAP",174,181.25,174,173.32,177.75,2.56,26564107,4712472581.8,"20-Sep-2024"
"LODHA",923.65,969,923.6,923.65,945,2.31,9134166,8625484295.46,"22-Aug-2025"
"LTM",4019.9,4149.4,4011.6,3988.6,4079.8,2.29,1338469,5462144757.41,"25-May-2026"
"BOSCHLTD",36365,37950,36290,36035,36850,2.26,168234,6236328392.58,"29-Jul-2025"
"NBCC",99.65,102.67,99.43,99.1,101.3,2.22,29670621,3000293195.52,"25-Feb-2026"
"POWERINDIA",37750,38645,36810,37550,38340,2.1,376079,14326112735.44,"13-Aug-2025"
"COFORGE",1410,1449.8,1405.5,1388.4,1416.5,2.02,3532766,5057543133.26,"30-Jan-2026"
"YESBANK",22.8,23.55,22.8,22.76,23.2,1.93,313693688,7287104372.24,"03-Jun-2019"
"BANDHANBNK",205.93,212.48,205.93,205.83,209.5,1.78,17289627,3628919811.03,"14-Aug-2025"
"PERSISTENT",5150,5278,5150,5098.4,5186,1.72,1393180,7258105573.2,"27-Jan-2026"
"INDUSTOWER",438,449.4,432.1,436.25,443.7,1.71,14310007,6331176397.01,"09-Aug-2024"
"TECHM",1476.9,1496.6,1460.1,1455.6,1480,1.68,3954698,5867585422.6,"03-Jul-2026"
"NUVAMA",1538,1577.3,1522.2,1537.2,1563,1.68,665468,1039893570.2,"15-May-2026"
"INDIANB",837,853.95,817.15,833.35,847,1.64,34508829,28733776466.85,"10-Jun-2026"
"ALKEM",5578,5789,5472,5451.5,5535,1.53,1404987,7827070178.04,"20-Feb-2026"
