"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"DELHIVERY",471.95,510,470.5,472.05,509.1,7.85,18031256,9019775188.88,"20-Sep-2023"
"ETERNAL",266.3,280.6,265.3,264.6,280,5.82,66845146,18367040766.42,"-"
"PAYTM",1152.1,1209,1150.5,1141.5,1205.9,5.64,4234770,5022606610.8,"-"
"DABUR",422.9,447,422.65,422.2,445.35,5.48,8597999,3771168341.39,"17-Jul-2026"
"PAGEIND",42225,43855,42225,41370,43540,5.25,86856,3749723780.88,"27-May-2026"
"DLF",620.45,650.65,618,620.05,648,4.51,4916575,3141986419.5,"28-Jul-2025"
"GODREJPROP",1884.9,1971,1873.8,1866.6,1949.4,4.44,1013165,1950859339.15,"28-Jul-2026"
"MCX",2858.5,2993,2855,2837.2,2963,4.43,5251828,15537112991.76,"02-Jan-2026"
"LODHA",964.25,995.1,954.3,955.25,993,3.95,2871907,2813578568.83,"22-Aug-2025"
"PRESTIGE",1579.9,1630,1564.8,1564.6,1625,3.86,1058054,1697605320.84,"03-Sep-2025"
"COLPAL",2005,2077,2000.3,1997.9,2072,3.71,578144,1186391958.08,"01-Jun-2026"
"HDFCAMC",2663,2752.4,2655.6,2653.2,2748.8,3.6,1139695,3098728132.45,"05-Jun-2026"
"ADANIENT",3041,3149.8,3012.8,3036,3143,3.52,3415655,10630884622,"12-Jun-2026"
"GODREJCP",1017,1045,1013.9,1010,1044.4,3.41,1550546,1612660872.76,"12-May-2026"
"NESTLEIND",1414.8,1459.9,1407.9,1405.2,1453,3.4,2672318,3861259001.38,"10-Jul-2026"
"PGEL",533.6,552.2,533.6,533.4,551,3.3,2147099,1174334327.06,"19-Sep-2025"
"SWIGGY",240,248.94,238.51,239.35,247.14,3.25,10225551,2497795342.77,"-"
"POLICYBZR",1640,1691.5,1631.1,1628.6,1681.2,3.23,1056784,1768179285.28,"-"
"PHOENIXLTD",1964,2025.4,1948,1948.6,2011,3.2,836239,1665353243.72,"15-Sep-2025"
"ASIANPAINT",2648,2723,2624,2635.7,2715,3.01,1097512,2958113118.48,"23-Jun-2026"
