"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"SAIL",180.1,180.79,172.35,180.05,173.95,-3.39,26161924,4599004619.96,"08-Sep-2025"
"VBL",528,530,504.1,529.5,512,-3.31,11556735,5926987112.1,"30-Apr-2026"
"INDUSINDBK",947,947,913.9,947.45,918.85,-3.02,3031578,2822823538.92,"25-Jun-2026"
"ASIANPAINT",2742.7,2756.5,2670,2732.9,2672.9,-2.2,1033475,2783230853,"23-Jun-2026"
"WAAREEENER",3145,3157.8,3058,3125.4,3060,-2.09,1093756,3377868529.92,"24-Oct-2025"
"YESBANK",25.5,25.56,24.93,25.41,24.95,-1.81,142168889,3572704180.57,"03-Jun-2019"
"CUMMINSIND",5795.5,5795.5,5637,5865,5768,-1.65,591113,3397752990.78,"11-Feb-2026"
"PREMIERENE",1082,1085.9,1053.3,1079.6,1062,-1.63,1310849,1400904326.3,"08-May-2026"
"PAGEIND",39995,40440,39200,39975,39330,-1.61,47156,1870359745.44,"27-May-2026"
"DIXON",12599,12650,12262,12517,12324,-1.54,502986,6230220999.42,"16-Sep-2025"
"KFINTECH",922.5,928,901,915.35,902.25,-1.43,855317,779116808.47,"22-Aug-2025"
"NBCC",111.96,113.23,109.24,111.45,109.9,-1.39,15695771,1743329284.97,"25-Feb-2026"
"HDFCAMC",2730,2732.9,2678.7,2719,2682,-1.36,922796,2491586111.84,"05-Jun-2026"
"TITAN",4405.3,4414.5,4353,4419.9,4367,-1.2,390835,1711274955.85,"08-Jul-2025"
"APLAPOLLO",1878,1878.3,1847,1871.6,1850,-1.15,268023,499281285.09,"22-Aug-2025"
"NESTLEIND",1422.8,1430.7,1398.2,1414.8,1400,-1.05,1481212,2088094180.64,"10-Jul-2026"
"GMRAIRPORT",109.42,109.6,107.58,108.83,107.74,-1,5834609,631888154.7,"05-Sep-2024"
"SHRIRAMFIN",1003.95,1005.75,983.8,1001.9,992,-0.99,4287218,4260937353.66,"03-Jul-2026"
"GLENMARK",2213.6,2218.7,2172.6,2213.6,2193,-0.93,354728,776545706.64,"03-Oct-2025"
"TRENT",3209.8,3241.8,3171,3205.8,3176,-0.93,1265490,4053174646.5,"12-Jun-2026"
