"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"COFORGE",1570,1692.8,1567.3,1528.4,1683.7,10.16,15625771,25973937844.75,"30-Jan-2026"
"LODHA",1233.2,1316.4,1228.25,1198.7,1311,9.37,12877563,16483280640,"22-Aug-2025"
"KALYANKJIL",565,611,565,564.6,608.2,7.72,36154077,21443706150.24,"04-Sep-2025"
"RADICO",4171,4350,4080.1,4149.5,4344.9,4.71,1546434,6470882965.26,"24-Jul-2026"
"SWIGGY",257.9,273,256.35,257.98,270.1,4.7,35649183,9503002712.31,"-"
"TCS",2325,2417.4,2323,2295.6,2398,4.46,8248513,19711718971.49,"15-Jul-2026"
"IEX",126.7,132.5,126.51,126.77,131.97,4.1,16857892,2200797800.6,"15-May-2026"
"ETERNAL",295.7,310,294.2,295.85,307.5,3.94,70410211,21418082084.09,"-"
"GODREJPROP",2073,2144.4,2058.8,2078.8,2144.4,3.65,929586,1970369077.32,"28-Jul-2026"
"MPHASIS",2374.7,2449.9,2368.5,2332.7,2416,3.57,1377173,3337675167.61,"08-Jul-2026"
"TECHM",1599,1643.9,1595.8,1575,1630,3.49,5082959,8275006422.41,"03-Jul-2026"
"KPITTECH",587,606.4,587,585.2,604.95,3.37,8904454,5320767443.16,"04-Feb-2026"
"NAUKRI",1200,1252.55,1198,1194.3,1234,3.32,3902008,4822920908.08,"24-Jul-2026"
"PERSISTENT",5335.8,5515,5335.8,5268.2,5437.8,3.22,1045445,5703561105.35,"27-Jul-2026"
"NESTLEIND",1454.6,1507.2,1448.5,1446.1,1492.3,3.19,5464860,8118158827.2,"10-Jul-2026"
"MARICO",858.65,886.3,857.25,858.65,885,3.07,2384426,2089090995.64,"30-Jul-2026"
"LTM",4239.2,4386.6,4234.9,4190.8,4308.9,2.82,879513,3809179598.13,"25-May-2026"
"MANKIND",2550,2628.2,2541,2551.6,2620,2.68,610061,1584151499.31,"08-Aug-2025"
"TVSMOTOR",3855,4001.4,3852,3876.4,3980,2.67,2042411,8104511513.21,"30-Mar-2026"
"CIPLA",1426.7,1447.8,1426.7,1409.4,1447,2.67,1621735,2334325359,"05-Jun-2026"
