"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"SBICARD",642,643.15,613.9,641.75,615,-4.17,2769735,1724963260.65,"11-Mar-2026"
"INOXWIND",78,78.19,74.69,78.13,74.95,-4.07,18198825,1377833040.75,"29-Jul-2025"
"OBEROIRLTY",1950.4,1960.7,1858,1931,1858,-3.78,1642587,3126204430.14,"23-Jul-2026"
"LODHA",1254,1260,1211.1,1254,1211.1,-3.42,1547121,1900761918.18,"07-Aug-2026"
"MPHASIS",2504.4,2504.4,2432,2510,2432,-3.11,504720,1240803648,"08-Jul-2026"
"COLPAL",1954.5,1958.9,1901.7,1964,1903,-3.11,721820,1382270863.6,"01-Jun-2026"
"LTM",4630,4684,4562.2,4700,4562.2,-2.93,258689,1196537513.71,"25-May-2026"
"PGEL",609,614.3,594.5,614,597,-2.77,2081510,1250945879.8,"19-Sep-2025"
"GODREJPROP",2045.1,2055.2,1990.1,2054,1997.4,-2.76,687150,1382264068.5,"28-Jul-2026"
"NAM-INDIA",1199.9,1205,1161.3,1202.7,1170.6,-2.67,1023188,1203279319.88,"25-Jun-2026"
"TATAELXSI",3759,3759,3656,3760,3662,-2.61,192129,707893536.63,"10-Jun-2026"
"BHEL",434,434.15,423.5,435.95,425,-2.51,7418846,3176527291.82,"17-Jul-2026"
"PAGEIND",37370,37495,36425,37360,36425,-2.5,46266,1701487206.54,"19-Aug-2026"
"SUZLON",48.95,48.95,47.47,49,47.78,-2.49,62318243,3000000218.02,"03-Sep-2024"
"POLYCAB",9349.5,9349.5,9049,9370,9139,-2.47,256413,2352850816.26,"19-Jun-2026"
"PERSISTENT",5571.5,5571.5,5442.5,5570,5442.5,-2.29,353161,1944271379.74,"27-Jul-2026"
"TMPV",330.5,331.7,322.8,330.2,322.8,-2.24,9865820,3210436486.2,"19-Jun-2026"
"GVT&D",4290,4306,4190,4290,4195,-2.21,512550,2165118835.5,"21-Aug-2026"
"ASIANPAINT",2663.1,2670.1,2610.1,2687.5,2628.4,-2.2,1017022,2683036248.86,"23-Jun-2026"
"FORCEMOT",18549,18726,18081,18605,18200,-2.18,77240,1412893390,"10-Sep-2025"
