"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PATANJALI",407.5,408.75,328.2,407.55,347.5,-14.73,81422871,28578613492.29,"24-Apr-2026"
"TATAELXSI",3533,3549.8,3469.7,3697.3,3533,-4.44,1771347,6226762968.69,"10-Jun-2026"
"ADANIPOWER",227.55,228.4,218.05,226.17,219.7,-2.86,36262411,8027047298.96,"22-Sep-2025"
"DELHIVERY",517.3,517.55,494.5,512.1,498.3,-2.69,6403446,3216835132.56,"20-Sep-2023"
"VEDL",268,271.3,260.1,267.7,260.55,-2.67,21696090,5721909815.7,"30-Apr-2026"
"ADANIGREEN",1604.5,1610.3,1547,1604.5,1564.8,-2.47,2364540,3715945546.2,"14-Jun-2024"
"POLYCAB",9514,9632.5,9292,9532.5,9300,-2.44,414572,3901458323.32,"19-Jun-2026"
"HINDALCO",972,976,953,974.3,953.5,-2.13,5279138,5074888150.78,"10-Jul-2026"
"POWERGRID",285.9,286.8,278.9,286.15,280.8,-1.87,9907688,2790104017.68,"09-Feb-2026"
"DLF",671.5,681.4,655.45,671.45,659,-1.85,5657410,3785203308.7,"27-Jul-2026"
"TATASTEEL",188.74,189.33,184.81,188.27,185.16,-1.65,24924570,4657405150.2,"12-Jun-2026"
"OBEROIRLTY",1920.5,1937.2,1885,1916.5,1885.2,-1.63,297705,565907434.5,"14-May-2026"
"LT",3868,3868,3778.6,3848.7,3793,-1.45,3602201,13718694332.42,"22-May-2026"
"JSWSTEEL",1249.6,1252.6,1224.9,1247.7,1229.7,-1.44,836306,1032461572.3,"07-Jul-2026"
"INFY",1079,1088.1,1073,1092.9,1077.4,-1.42,8501933,9176476364.22,"10-Jun-2026"
"WIPRO",175.12,176.6,174.49,177.14,174.66,-1.4,10398720,1824247449.6,"05-Jun-2026"
"RBLBANK",378,382.35,372.1,377.95,372.85,-1.35,3536899,1336169704.22,"08-Sep-2025"
"DRREDDY",1249.1,1249.1,1226.4,1246.2,1229.6,-1.33,1685660,2077778229.2,"10-Jul-2026"
"OIL",441,441.8,430,441.1,435.45,-1.28,2909888,1269293145.6,"18-Feb-2026"
"TATACONSUM",1095.5,1101.9,1081.1,1097.6,1084,-1.24,1154409,1255523684.31,"25-May-2026"
