"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BHEL",405.2,424,402.5,403.9,424,4.98,19808847,8150944363.56,"17-Jul-2026"
"ABB",6940,7270,6926.5,6892,7230,4.9,763817,5476086685.29,"30-Apr-2026"
"SWIGGY",259.05,271.5,257.24,258.8,270.8,4.64,26122051,6905364181.85,"-"
"FORCEMOT",17775,18540,17748,17660,18471,4.59,125250,2282024940,"10-Sep-2025"
"GVT&D",4560.1,4718.9,4560.1,4498.6,4702.7,4.54,518679,2411732867.04,"21-Aug-2026"
"POWERINDIA",32695,34080,32650,32490,33935,4.45,161755,5428247079.75,"21-Aug-2026"
"BANDHANBNK",208.75,220.76,208.51,207.87,216.52,4.16,23750005,5161588586.65,"14-Aug-2025"
"PIIND",2556,2635,2548.6,2537.2,2634.9,3.85,200162,521275891.74,"23-Feb-2026"
"ICICIPRULI",506.7,531.95,502.6,503.95,523,3.78,7283643,3812258746.2,"05-Jun-2026"
"DALBHARAT",1772,1832.9,1762.9,1761.7,1828,3.76,565574,1026465908.34,"23-Jun-2026"
"ANGELONE",335.25,346.3,334.25,333.55,344,3.13,9546333,3254535846.36,"27-Mar-2026"
"POLICYBZR",1575,1620.9,1571.6,1566.9,1614,3.01,1935512,3114122677.28,"-"
"ULTRACEMCO",11504,11855,11504,11496,11830,2.91,379635,4467863573.4,"25-Jul-2025"
"KALYANKJIL",534,551,518.3,529.75,544.6,2.8,63633358,34283107956.08,"04-Sep-2025"
"ETERNAL",285,296.45,283.05,286.15,294.15,2.8,45125835,13203819321,"-"
"DIXON",13580,13725,13431,13365,13701,2.51,447702,6084655203.72,"16-Sep-2025"
"SHREECEM",26285,27045,26285,26280,26940,2.51,17102,459103361.02,"17-Jul-2026"
"HDFCAMC",2681.7,2767.3,2673.7,2659.8,2724,2.41,1658894,4503515664.38,"05-Jun-2026"
"ZYDUSLIFE",1145.1,1169.7,1134.8,1133.6,1160.5,2.37,2033795,2355907452.1,"24-Jul-2026"
"HYUNDAI",1995,2044,1980.7,1959.7,2004,2.26,1834296,3717072443.28,"05-Aug-2025"
