SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
TATAELXSI,"3,409.00","19","3,400.20","3,405.00","16","-","-","-8.80","-0.26","3,400.20","287","0.10","11,675.08","-","-","5,950.00","3,353.90"
NAM-INDIA,"1,185.00","50","1,166.60","1,169.00","273","-","-","-16.00","-1.35","1,169.00","813","0.10","20,933.48","-","-","1,269.50","795.80"
ZYDUSLIFE,"1,117.80","2","1,111.00","1,113.90","307","-","-","-3.80","-0.34","1,114.00","833","0.09","27,551.79","-","-","1,205.00","835.50"
PGEL,"542.00","5","537.10","537.50","378","-","-","-4.50","-0.83","537.50","1,706","0.09","8,695.34","-","-","644.40","436.55"
AUBANK,"1,054.70","50","1,051.00","1,052.00","465","-","-","-2.70","-0.26","1,052.00","856","0.09","59,542.93","-","-","1,144.10","695.65"
SONACOMS,"803.50","528","798.00","800.00","2,025","-","-","-5.50","-0.68","798.00","1,094","0.09","35,798.66","-","-","844.00","402.30"
GODREJCP,"869.90","1","859.90","860.00","629","-","-","-9.90","-1.14","860.00","1,002","0.09","34,467.47","-","-","1,273.90","855.15"
PAGEIND,"35,750.00","4","35,405.00","35,450.00","1","-","-","-345.00","-0.97","35,405.00","23","0.08","22,272.05","-","-","45,890.00","29,805.00"
SHREECEM,"22,785.00","1","22,630.00","22,650.00","18","-","-","-125.00","-0.55","22,660.00","32","0.07","30,221.63","-","-","30,520.00","22,550.00"
MFSL,"1,479.90","20","1,466.40","1,468.00","27","-","-","-11.90","-0.80","1,468.00","469","0.07","38,827.65","-","-","1,892.50","1,433.60"
PHOENIXLTD,"1,890.00","56","1,876.00","1,877.20","5","-","-","-11.50","-0.61","1,876.00","354","0.07","34,928.22","-","-","2,169.80","1,465.60"
BAJAJHLDNG,"10,992.00","20","10,985.00","10,990.00","77","-","-","-2.00","-0.02","10,990.00","59","0.06","47,450.65","-","-","13,880.00","8,588.00"
COLPAL,"1,808.50","50","1,798.50","1,799.00","460","-","-","-9.50","-0.53","1,799.00","360","0.06","23,631.53","-","-","2,417.60","1,782.00"
VOLTAS,"1,158.50","1","1,148.10","1,149.00","134","-","-","-9.50","-0.82","1,149.00","512","0.06","26,124.60","-","-","1,582.50","1,131.40"
BOSCHLTD,"48,775.00","2","48,480.00","48,495.00","5","-","-","-295.00","-0.60","48,480.00","12","0.06","41,938.04","-","-","50,000.00","28,610.00"
JSWENERGY,"530.45","104","526.90","527.00","156","-","-","-3.45","-0.65","527.00","1,079","0.06","32,211.92","-","-","617.35","427.75"
MOTILALOFS,"1,015.00","1","1,003.10","1,003.20","105","-","-","-11.70","-1.15","1,003.30","566","0.06","15,654.79","-","-","1,097.10","614.90"
KFINTECH,"899.00","5","893.00","894.00","867","-","-","-6.00","-0.67","893.00","617","0.06","11,908.86","-","-","1,215.00","784.95"
DELHIVERY,"447.70","1,146","445.35","445.90","4","-","-","-2.35","-0.52","445.35","1,157","0.05","24,885.22","-","-","524.00","374.45"
JUBLFOOD,"473.80","250","470.20","470.55","548","-","-","-3.20","-0.68","470.60","1,077","0.05","18,368.59","-","-","667.75","408.55"
ICICIPRULI,"471.00","100","468.00","468.70","158","-","-","-2.20","-0.47","468.80","1,067","0.05","18,499.87","-","-","706.80","455.30"
CONCOR,"504.15","75","499.65","500.00","64","-","-","-4.15","-0.82","500.00","940","0.05","17,212.64","-","-","569.80","421.45"
360ONE,"1,094.90","16","1,085.00","1,089.70","498","-","-","-5.20","-0.47","1,089.70","406","0.04","28,232.28","-","-","1,236.20","906.05"
RADICO,"4,460.00","5","4,420.50","4,422.40","1","-","-","-37.60","-0.84","4,422.40","89","0.04","34,560.13","-","-","4,747.00","2,500.00"
UPL,"575.30","168","571.80","572.00","21","-","-","-3.50","-0.61","571.80","682","0.04","31,977.26","-","-","812.20","557.95"
GODFRYPHLP,"1,972.00","2","1,965.80","1,967.50","175","-","-","-6.20","-0.31","1,965.80","180","0.04","8,005.90","-","-","3,947.00","1,832.10"
CROMPTON,"230.00","1","228.95","229.00","1,301","-","-","-1.00","-0.43","229.00","1,494","0.03","14,670.26","-","-","325.40","217.40"
SUPREMEIND,"3,510.00","10","3,495.60","3,499.10","10","-","-","-10.90","-0.31","3,499.10","86","0.03","22,471.65","-","-","4,632.00","3,140.00"
ALKEM,"5,138.00","2","5,118.00","5,121.50","155","-","-","-16.00","-0.31","5,122.00","53","0.03","29,887.54","-","-","5,933.50","5,075.00"
TIINDIA,"2,652.00","65","2,637.00","2,641.10","4","-","-","-15.00","-0.57","2,637.00","101","0.03","28,097.99","-","-","3,419.90","2,164.90"
OBEROIRLTY,"1,792.00","16","1,775.70","1,776.00","2","-","-","-16.30","-0.91","1,775.70","120","0.02","20,842.63","-","-","1,986.10","1,391.20"
POLICYBZR,"1,800.00","32","1,783.00","1,791.00","80","-","-","-17.00","-0.94","1,783.00","106","0.02","61,526.55","-","-","1,964.20","1,364.00"
PRESTIGE,"1,543.60","110","1,530.00","1,530.40","8","-","-","-13.10","-0.85","1,530.50","110","0.02","25,744.81","-","-","1,805.20","1,090.00"
