SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
TCS,"2,255.50","1","2,236.60","2,237.00","694","-","-","-18.50","-0.82","2,237.00","19,489","4.36","2,27,754.02","-","-","3,350.00","1,976.80"
BEL,"410.55","2,239","411.55","411.60","300","-","-","1.00","0.24","411.55","98,499","4.05","1,46,992.58","-","-","473.45","369.90"
WIPRO,"171.50","83","168.68","168.70","10,839","-","-","-2.80","-1.63","168.70","1,77,009","2.99","45,562.26","-","-","273.10","169.00"
GVT&D,"4,750.00","1","4,774.00","4,774.20","628","-","-","24.00","0.51","4,774.00","6,050","2.89","58,991.15","-","-","5,650.00","2,523.20"
ONGC,"236.00","4","237.66","237.80","1,140","-","-","1.80","0.76","237.80","1,05,367","2.51","92,114.96","-","-","307.50","227.65"
DIVISLAB,"9,575.00","5","9,574.50","9,575.00","316","-","-","-","-","9,575.00","2,444","2.34","1,21,346.95","-","-","9,588.00","5,636.50"
SHRIRAMFIN,"1,029.00","1,104","1,018.20","1,020.00","552","-","-","-10.80","-1.05","1,018.20","19,155","1.95","1,42,207.49","-","-","1,153.70","590.85"
IDEA,"15.42","95,297","15.35","15.36","4,82,569","-","-","-0.06","-0.39","15.36","11,54,562","1.77","42,169.20","-","-","15.68","7.16"
LAURUSLABS,"1,946.90","30","1,946.00","1,946.90","1,944","-","-","-","-","1,946.90","8,700","1.69","75,601.43","-","-","1,952.00","823.10"
PAYTM,"1,670.00","1,986","1,677.00","1,677.90","8","-","-","7.00","0.42","1,677.00","9,970","1.67","70,546.93","-","-","1,732.30","930.60"
ADANIPORTS,"1,710.00","3","1,718.50","1,719.00","294","-","-","9.00","0.53","1,719.00","9,650","1.66","1,26,462.51","-","-","1,891.10","1,292.00"
PERSISTENT,"5,560.00","75","5,489.00","5,490.00","633","-","-","-70.00","-1.26","5,490.00","3,002","1.65","59,490.71","-","-","6,599.00","4,244.50"
HINDZINC,"595.50","37","594.95","595.00","3,933","-","-","-0.50","-0.08","595.00","27,656","1.65","28,533.88","-","-","733.00","430.75"
ETERNAL,"321.60","1,000","321.80","322.00","1,895","-","-","0.40","0.12","322.00","48,750","1.57","2,32,139.59","-","-","368.45","212.60"
VEDL,"272.00","1,371","271.50","271.60","445","-","-","-0.50","-0.18","271.50","57,318","1.56","45,911.51","-","-","795.00","249.70"
AXISBANK,"1,244.90","1,002","1,236.00","1,238.00","60","-","-","-8.90","-0.71","1,236.00","12,181","1.51","3,54,299.25","-","-","1,418.30","1,048.70"
SOLARINDS,"22,455.00","10","22,505.00","22,515.00","46","-","-","60.00","0.27","22,515.00","598","1.35","54,692.34","-","-","22,495.00","11,646.00"
SUZLON,"45.50","2,107","45.65","45.66","75","-","-","0.15","0.33","45.65","2,82,499","1.29","55,380.16","-","-","61.50","38.19"
KALYANKJIL,"612.60","1,323","612.60","612.95","2","-","-","-","-","612.60","20,861","1.28","23,473.58","-","-","648.95","327.05"
BPCL,"303.85","670","300.15","300.50","362","-","-","-3.70","-1.22","300.15","41,315","1.24","60,661.02","-","-","391.65","266.60"
DIXON,"14,100.00","2","14,090.00","14,100.00","308","-","-","-","-","14,100.00","863","1.22","58,387.46","-","-","18,471.00","9,600.00"
HEROMOTOCO,"5,333.50","329","5,266.50","5,280.50","2","-","-","-67.00","-1.26","5,266.50","2,288","1.20","68,193.57","-","-","6,388.50","4,671.50"
ASHOKLEY,"169.00","1,708","167.12","167.30","110","-","-","-1.88","-1.11","167.12","64,313","1.07","47,685.35","-","-","215.42","131.37"
INDIGO,"5,000.00","481","4,950.00","4,955.00","10","-","-","-50.00","-1.00","4,950.00","2,167","1.07","1,11,734.90","-","-","5,970.00","3,895.20"
NATIONALUM,"371.05","10","371.60","372.00","41","-","-","0.95","0.26","372.00","28,805","1.07","33,265.71","-","-","445.15","198.68"
ATHERENERG,"1,578.00","5","1,576.20","1,577.00","134","-","-","-1.00","-0.06","1,577.00","6,259","0.99","31,066.28","-","-","1,744.00","492.70"
SWIGGY,"275.70","950","273.70","273.95","7,017","-","-","-1.70","-0.62","274.00","35,101","0.96","38,779.78","-","-","474.00","235.75"
ASIANPAINT,"2,481.60","28","2,459.10","2,460.00","50","-","-","-22.50","-0.91","2,459.10","3,821","0.94","1,10,896.08","-","-","2,985.70","2,115.00"
JIOFIN,"233.15","5","232.49","232.50","5,055","-","-","-0.65","-0.28","232.50","38,115","0.89","76,072.05","-","-","321.60","223.30"
M&M,"3,160.00","39","3,135.30","3,139.00","150","-","-","-24.70","-0.78","3,135.30","2,791","0.88","2,79,130.14","-","-","3,839.90","2,896.00"
ITC,"263.50","222","263.60","263.65","1,138","-","-","0.15","0.06","263.65","32,553","0.86","2,53,445.40","-","-","426.40","255.50"
TVSMOTOR,"4,133.20","69","4,102.00","4,112.60","20","-","-","-31.20","-0.75","4,102.00","2,089","0.86","96,090.23","-","-","4,484.50","3,228.00"
BANKBARODA,"236.60","7,186","236.60","236.65","3,609","-","-","0.05","0.02","236.65","34,346","0.81","43,781.42","-","-","325.50","233.46"
COALINDIA,"420.25","1","420.70","420.85","3,006","-","-","0.60","0.14","420.85","19,013","0.80","1,00,524.47","-","-","491.25","369.60"
TECHM,"1,559.00","2","1,530.10","1,530.90","27,533","-","-","-28.00","-1.80","1,531.00","5,180","0.79","96,967.49","-","-","1,854.00","1,304.10"
NYKAA,"341.00","586","340.00","340.80","1,252","-","-","-0.20","-0.06","340.80","21,458","0.73","46,508.35","-","-","349.55","227.90"
MARUTI,"12,641.00","2","12,608.00","12,609.00","71","-","-","-32.00","-0.25","12,609.00","572","0.72","1,64,030.93","-","-","17,370.00","12,201.00"
UNIONBANK,"183.22","100","181.65","181.67","1,099","-","-","-1.47","-0.80","181.75","38,635","0.70","35,021.23","-","-","205.49","126.61"
BAJAJ-AUTO,"11,880.00","22","11,841.00","11,845.00","50","-","-","-39.00","-0.33","11,841.00","583","0.69","1,28,579.60","-","-","12,470.00","8,491.50"
TATASTEEL,"184.15","1","184.75","184.80","3,831","-","-","0.65","0.35","184.80","37,054","0.68","1,52,329.91","-","-","224.40","160.06"
LODHA,"1,212.00","2,030","1,202.00","1,203.00","112","-","-","-8.50","-0.70","1,203.50","5,661","0.68","33,299.87","-","-","1,344.95","650.80"
MAZDOCK,"2,466.40","232","2,451.00","2,452.00","4","-","-","-15.40","-0.62","2,451.00","2,749","0.67","18,568.38","-","-","3,061.40","2,057.40"
TITAN,"4,987.00","10","4,999.00","5,010.00","40","-","-","23.00","0.46","5,010.00","1,336","0.67","2,06,267.13","-","-","5,186.70","3,303.10"
INOXWIND,"75.71","62,393","75.50","75.59","68","-","-","-0.21","-0.28","75.50","83,744","0.63","7,259.72","-","-","159.30","68.00"
IOC,"134.35","501","133.30","133.34","100","-","-","-1.05","-0.78","133.30","47,141","0.63","49,665.53","-","-","188.96","130.22"
ADANIENSOL,"1,407.70","50","1,405.80","1,406.00","3,355","-","-","-1.70","-0.12","1,406.00","4,368","0.61","46,876.13","-","-","1,789.00","757.65"
HINDPETRO,"347.00","68","345.50","345.55","1,522","-","-","-1.45","-0.42","345.55","17,345","0.60","33,090.34","-","-","508.45","316.20"
ADANIPOWER,"208.40","3,892","207.00","207.10","40","-","-","-1.30","-0.62","207.10","28,518","0.59","85,693.46","-","-","254.20","120.00"
GLENMARK,"2,474.50","22","2,486.80","2,486.90","66","-","-","12.40","0.50","2,486.90","2,371","0.59","37,343.33","-","-","2,537.60","1,792.60"
KOTAKBANK,"419.25","6","418.00","418.20","4","-","-","-1.05","-0.25","418.20","13,465","0.56","3,07,074.76","-","-","453.20","345.50"
NMDC,"84.71","12","84.65","84.70","4,595","-","-","-0.01","-0.01","84.70","64,927","0.55","29,193.48","-","-","97.49","72.24"
POWERINDIA,"31,135.00","1","31,170.00","31,195.00","4","-","-","60.00","0.19","31,195.00","175","0.55","39,570.52","-","-","38,785.00","16,111.00"
WAAREEENER,"2,571.00","2,145","2,571.00","2,574.70","300","-","-","-","-","2,571.00","2,106","0.54","24,541.21","-","-","3,865.00","2,403.00"
LICI,"410.75","160","409.85","410.00","6,840","-","-","-0.75","-0.18","410.00","13,163","0.54","51,868.09","-","-","468.48","360.75"
HINDALCO,"1,009.00","240","1,013.00","1,013.90","3,965","-","-","4.90","0.49","1,013.90","5,266","0.53","1,46,391.93","-","-","1,176.00","731.95"
TMPV,"306.45","13","306.40","306.45","43","-","-","-","-","306.45","16,979","0.52","63,872.24","-","-","739.70","294.30"
OIL,"495.40","1,757","498.00","498.20","100","-","-","2.60","0.52","498.00","9,994","0.50","27,085.10","-","-","531.00","390.00"
AUROPHARMA,"1,692.00","60","1,684.20","1,685.00","373","-","-","-7.00","-0.41","1,685.00","2,939","0.50","46,510.00","-","-","1,717.00","1,035.40"
ULTRACEMCO,"11,009.00","15","10,975.00","11,000.00","250","-","-","-34.00","-0.31","10,975.00","446","0.49","1,29,511.31","-","-","13,110.00","10,325.00"
BDL,"1,242.50","4","1,240.40","1,241.00","159","-","-","-1.50","-0.12","1,241.00","3,938","0.49","11,405.81","-","-","1,654.00","1,086.00"
RVNL,"207.50","2,224","206.50","206.80","398","-","-","-0.68","-0.33","206.82","23,616","0.49","11,707.47","-","-","400.70","203.83"
GMRAIRPORT,"97.00","92,356","97.05","97.15","25","-","-","0.02","0.02","97.02","48,312","0.47","34,434.84","-","-","115.64","84.11"
EICHERMOT,"7,747.50","26","7,687.00","7,709.00","10","-","-","-60.50","-0.78","7,687.00","604","0.46","1,05,651.69","-","-","8,230.00","6,442.00"
MUTHOOTFIN,"2,899.70","55","2,854.10","2,856.20","80","-","-","-45.60","-1.57","2,854.10","1,586","0.45","30,522.08","-","-","4,149.50","2,671.00"
JSWENERGY,"526.50","884","526.50","526.55","2,000","-","-","-","-","526.50","8,573","0.45","32,181.35","-","-","617.35","427.75"
CANBK,"124.68","9,904","124.42","124.44","50","-","-","-0.26","-0.21","124.42","36,122","0.45","41,699.66","-","-","162.89","107.12"
KAYNES,"3,610.00","51","3,620.00","3,624.00","1,489","-","-","14.00","0.39","3,624.00","1,224","0.44","11,304.72","-","-","7,705.00","2,995.00"
PFC,"355.90","101","354.35","354.95","1","-","-","-1.55","-0.44","354.35","11,805","0.42","51,452.62","-","-","486.50","329.90"
APOLLOHOSP,"8,837.50","25","8,820.00","8,825.00","223","-","-","-12.50","-0.14","8,825.00","457","0.40","90,564.16","-","-","9,050.00","6,696.50"
COCHINSHIP,"1,528.20","100","1,528.20","1,528.70","45","-","-","-","-","1,528.20","2,592","0.40","12,898.93","-","-","1,979.90","1,187.00"
SAIL,"186.10","5,848","185.92","185.98","158","-","-","-0.12","-0.06","185.98","20,820","0.39","26,811.62","-","-","209.70","124.00"
PATANJALI,"342.00","145","341.55","341.95","4,000","-","-","-0.45","-0.13","341.55","11,153","0.38","11,798.90","-","-","614.90","328.20"
CGPOWER,"910.70","1,736","910.70","910.80","50","-","-","-","-","910.70","4,133","0.38","62,289.78","-","-","980.90","525.50"
BOSCHLTD,"48,785.00","12","48,475.00","48,480.00","3","-","-","-310.00","-0.64","48,475.00","76","0.37","41,933.72","-","-","50,000.00","28,610.00"
POLYCAB,"8,373.50","1","8,373.00","8,373.50","60","-","-","-","-","8,373.50","438","0.37","44,667.03","-","-","10,126.00","6,663.00"
OFSS,"11,780.00","10","11,750.00","11,760.00","255","-","-","-18.00","-0.15","11,762.00","302","0.36","27,976.14","-","-","12,540.00","6,234.50"
TATAELXSI,"3,492.00","25","3,452.00","3,452.30","138","-","-","-39.50","-1.13","3,452.50","982","0.34","11,853.48","-","-","5,950.00","3,353.90"
IRFC,"82.00","1,451","81.90","81.99","4,165","-","-","-0.10","-0.12","81.90","40,500","0.33","16,427.98","-","-","137.17","81.30"
CDSL,"1,400.00","84","1,392.00","1,393.00","629","-","-","-7.00","-0.50","1,393.00","2,259","0.31","24,745.39","-","-","1,673.70","1,116.30"
LICHSGFIN,"563.00","1","559.80","560.00","419","-","-","-3.00","-0.53","560.00","5,546","0.31","16,789.71","-","-","598.20","458.90"
SUNPHARMA,"1,885.90","16","1,890.00","1,892.60","129","-","-","6.70","0.36","1,892.60","1,602","0.30","1,99,842.69","-","-","2,046.90","1,548.00"
BHARATFORG,"2,003.70","35","1,995.00","1,995.50","1,121","-","-","-8.20","-0.41","1,995.50","1,518","0.30","53,040.31","-","-","2,295.00","1,140.60"
ZYDUSLIFE,"1,145.50","902","1,150.00","1,151.50","24","-","-","4.50","0.39","1,150.00","2,554","0.29","28,442.16","-","-","1,205.00","835.50"
MOTHERSON,"163.85","101","162.90","162.95","16,885","-","-","-0.86","-0.52","162.99","17,844","0.29","71,805.04","-","-","173.27","95.09"
HINDUNILVR,"1,980.00","20","1,972.10","1,973.00","14","-","-","-7.00","-0.35","1,973.00","1,460","0.29","1,74,551.97","-","-","2,667.20","1,950.40"
CIPLA,"1,384.00","10","1,379.70","1,380.00","159","-","-","-4.00","-0.29","1,380.00","2,066","0.29","77,434.43","-","-","1,673.00","1,165.70"
NESTLEIND,"1,400.50","111","1,400.50","1,402.00","10","-","-","-","-","1,400.50","2,027","0.28","1,00,136.51","-","-","1,553.00","1,145.00"
LTM,"4,430.00","23","4,397.70","4,399.90","233","-","-","-30.10","-0.68","4,399.90","635","0.28","40,749.27","-","-","6,429.50","3,528.00"
ANGELONE,"298.00","11","297.50","297.90","1,855","-","-","-0.05","-0.02","297.95","9,370","0.28","19,317.31","-","-","360.45","208.63"
MANAPPURAM,"325.00","500","322.80","323.00","1,347","-","-","-2.00","-0.62","323.00","8,405","0.27","17,678.41","-","-","381.55","245.15"
PNB,"116.00","5","115.24","115.25","698","-","-","-0.75","-0.65","115.25","23,470","0.27","39,581.48","-","-","135.15","98.50"
NTPC,"330.80","10","331.05","331.10","117","-","-","0.30","0.09","331.10","8,047","0.27","1,56,530.19","-","-","414.40","315.55"
TATAPOWER,"365.55","2,020","364.10","364.75","198","-","-","-1.45","-0.40","364.10","7,129","0.26","60,559.43","-","-","464.90","342.50"
BANDHANBNK,"171.58","122","170.50","170.58","486","-","-","-0.98","-0.57","170.60","14,997","0.26","15,521.46","-","-","220.76","134.25"
BHEL,"422.15","732","422.15","422.40","2,500","-","-","-","-","422.15","5,886","0.25","61,366.86","-","-","446.50","213.80"
INDUSTOWER,"373.05","5","371.05","371.70","1,578","-","-","-1.30","-0.35","371.75","6,432","0.24","47,764.93","-","-","481.50","334.90"
YESBANK,"22.52","2,564","22.44","22.45","24,648","-","-","-0.07","-0.31","22.45","1,00,277","0.23","39,325.29","-","-","25.78","17.20"
SONACOMS,"804.00","735","803.05","803.90","25","-","-","-0.95","-0.12","803.05","2,765","0.22","36,025.21","-","-","844.00","402.30"
LUPIN,"2,104.70","967","2,091.00","2,094.20","14","-","-","-13.70","-0.65","2,091.00","1,058","0.22","50,642.01","-","-","2,529.50","1,900.00"
IEX,"116.54","33","116.05","116.20","500","-","-","-0.49","-0.42","116.05","18,879","0.22","9,197.52","-","-","160.27","114.60"
ADANIGREEN,"1,292.00","1","1,290.10","1,290.50","1,244","-","-","-1.50","-0.12","1,290.50","1,630","0.21","43,144.31","-","-","1,631.50","765.00"
NHPC,"75.90","707","75.90","75.95","100","-","-","-","-","75.90","27,600","0.21","28,527.55","-","-","89.22","71.62"
TORNTPHARM,"4,960.00","108","4,960.00","4,974.00","150","-","-","-","-","4,960.00","413","0.20","72,554.49","-","-","5,250.00","3,480.60"
MAHABANK,"84.79","1,555","84.75","84.78","11,915","-","-","-0.01","-0.01","84.78","23,744","0.20","17,214.46","-","-","94.50","52.28"
HYUNDAI,"2,220.00","17","2,210.00","2,212.00","500","-","-","-10.00","-0.45","2,210.00","910","0.20","31,423.59","-","-","2,890.00","1,658.00"
RECLTD,"317.85","1,000","316.30","316.50","220","-","-","-1.30","-0.41","316.55","6,166","0.20","39,428.61","-","-","390.50","304.05"
POWERGRID,"265.75","5","264.90","265.00","232","-","-","-0.75","-0.28","265.00","6,990","0.19","1,19,671.07","-","-","324.95","250.00"
IDFCFIRSTB,"86.50","20,256","86.48","86.50","10,388","-","-","-0.02","-0.02","86.48","21,192","0.18","57,273.53","-","-","88.76","58.08"
KEI,"4,697.50","1","4,721.00","4,722.00","6","-","-","24.50","0.52","4,722.00","382","0.18","29,061.77","-","-","5,899.00","3,728.70"
PIDILITIND,"1,593.00","9","1,578.50","1,579.00","204","-","-","-14.00","-0.88","1,579.00","1,138","0.18","48,796.53","-","-","1,707.50","1,259.00"
SBILIFE,"1,696.60","100","1,703.00","1,703.60","2","-","-","7.00","0.41","1,703.60","1,053","0.18","76,345.83","-","-","2,132.00","1,696.60"
CROMPTON,"231.90","121","229.80","229.90","1,668","-","-","-1.95","-0.84","229.95","7,353","0.17","14,731.12","-","-","335.00","217.40"
PREMIERENE,"988.80","65","990.00","990.90","324","-","-","2.10","0.21","990.90","1,659","0.16","11,739.06","-","-","1,134.00","660.00"
IREDA,"112.20","1,882","111.62","111.64","500","-","-","-0.58","-0.52","111.62","14,677","0.16","8,855.59","-","-","163.35","108.65"
DMART,"3,720.20","3","3,705.00","3,710.00","34","-","-","-10.20","-0.27","3,710.00","430","0.16","59,618.87","-","-","4,818.00","3,529.00"
ABB,"7,387.00","7","7,377.00","7,386.50","1","-","-","-10.00","-0.14","7,377.00","214","0.16","38,604.72","-","-","7,924.50","4,637.50"
BANKINDIA,"140.86","100","140.35","140.38","2,089","-","-","-0.48","-0.34","140.38","10,752","0.15","17,011.21","-","-","178.36","112.51"
DLF,"675.10","922","670.20","671.00","10","-","-","-4.90","-0.73","670.20","2,237","0.15","42,874.23","-","-","794.80","489.40"
VMM,"103.90","12,519","103.90","103.99","988","-","-","0.09","0.09","103.99","14,236","0.15","28,955.58","-","-","154.93","98.77"
TRENT,"2,793.60","17","2,793.00","2,793.60","96","-","-","-","-","2,793.60","527","0.15","92,695.24","-","-","3,703.67","2,183.67"
RBLBANK,"418.50","3,163","415.30","415.80","29","-","-","-3.20","-0.76","415.30","3,445","0.14","25,634.68","-","-","419.10","261.60"
MPHASIS,"2,355.00","59","2,325.10","2,325.50","85","-","-","-29.30","-1.24","2,325.70","593","0.14","30,700.43","-","-","3,037.20","2,013.00"
BAJAJHLDNG,"11,046.00","57","11,070.00","11,124.00","3","-","-","3.00","0.03","11,049.00","121","0.13","47,705.39","-","-","13,880.00","8,588.00"
GRASIM,"3,306.80","1","3,305.00","3,306.00","12","-","-","-1.80","-0.05","3,305.00","402","0.13","1,24,354.31","-","-","3,411.10","2,502.50"
FEDERALBNK,"344.15","375","341.50","342.00","120","-","-","-2.65","-0.77","341.50","3,881","0.13","84,094.63","-","-","371.70","189.05"
NBCC,"86.00","40","85.29","85.30","242","-","-","-0.70","-0.81","85.30","15,515","0.13","8,807.47","-","-","125.85","77.18"
HDFCLIFE,"533.80","1","533.65","533.70","280","-","-","-0.10","-0.02","533.70","2,473","0.13","57,640.67","-","-","796.90","530.50"
FORCEMOT,"17,625.00","3","17,590.00","17,620.00","13","-","-","13.00","0.07","17,588.00","75","0.13","8,448.12","-","-","26,450.00","14,911.00"
AMBER,"7,308.00","20","7,315.50","7,339.00","92","-","-","31.00","0.42","7,339.00","172","0.13","15,992.93","-","-","8,974.00","5,400.50"
AMBUJACEM,"398.30","10","396.25","396.30","919","-","-","-2.00","-0.50","396.30","3,155","0.13","24,638.61","-","-","600.80","394.00"
DRREDDY,"1,151.00","10","1,146.00","1,150.00","25","-","-","-5.00","-0.43","1,146.00","1,039","0.12","69,663.51","-","-","1,414.90","1,101.00"
KPITTECH,"562.00","100","558.20","558.25","380","-","-","-3.70","-0.66","558.30","2,128","0.12","9,130.77","-","-","1,328.00","543.00"
NAUKRI,"1,292.00","22","1,280.30","1,281.00","124","-","-","-11.00","-0.85","1,281.00","921","0.12","48,910.71","-","-","1,433.60","908.30"
VOLTAS,"1,144.80","92","1,144.00","1,144.80","20","-","-","-0.80","-0.07","1,144.00","999","0.11","26,010.91","-","-","1,582.50","1,141.30"
JSWSTEEL,"1,297.30","12","1,303.20","1,303.90","21","-","-","6.60","0.51","1,303.90","850","0.11","1,21,956.39","-","-","1,351.00","1,073.20"
LTF,"308.30","510","307.50","307.80","1,570","-","-","-0.40","-0.13","307.90","3,379","0.10","26,203.82","-","-","338.60","230.71"
DABUR,"375.00","1,000","374.40","374.70","390","-","-","-0.30","-0.08","374.70","2,707","0.10","22,063.71","-","-","551.65","373.75"
GODREJCP,"865.00","1,900","867.50","867.95","640","-","-","2.95","0.34","867.95","1,154","0.10","34,786.09","-","-","1,273.90","855.15"
BAJAJFINSV,"1,938.10","15","1,938.10","1,939.10","40","-","-","1.00","0.05","1,939.10","512","0.10","1,12,050.41","-","-","2,195.00","1,597.00"
HDFCAMC,"2,447.30","73","2,444.00","2,447.30","1","-","-","-3.30","-0.13","2,444.00","381","0.09","49,707.78","-","-","2,967.25","2,205.60"
RADICO,"4,485.00","58","4,459.50","4,462.00","7","-","-","-25.50","-0.57","4,459.50","208","0.09","34,850.06","-","-","4,747.00","2,500.00"
INDIANB,"859.90","50","858.50","858.95","201","-","-","-0.95","-0.11","858.95","1,077","0.09","30,269.81","-","-","1,000.90","664.45"
ABCAPITAL,"396.95","1","396.10","396.85","7,876","-","-","-0.10","-0.03","396.85","2,237","0.09","34,024.17","-","-","430.70","277.70"
APLAPOLLO,"2,185.00","1","2,180.50","2,181.90","88","-","-","-3.00","-0.14","2,182.00","406","0.09","39,608.82","-","-","2,301.40","1,653.30"
GAIL,"175.09","1,730","173.70","174.00","2,150","-","-","-1.39","-0.79","173.70","4,877","0.08","46,722.76","-","-","186.87","134.36"
GODREJPROP,"1,906.60","30","1,902.00","1,905.00","248","-","-","-1.10","-0.06","1,905.50","437","0.08","25,698.78","-","-","2,352.00","1,434.00"
FORTIS,"908.00","2","906.60","906.90","154","-","-","-1.10","-0.12","906.90","904","0.08","47,128.13","-","-","1,104.30","766.80"
CAMS,"729.50","31","729.00","730.00","530","-","-","-0.50","-0.07","729.00","1,080","0.08","17,490.73","-","-","844.90","611.40"
POLICYBZR,"1,826.00","202","1,800.00","1,801.40","5","-","-","-26.00","-1.42","1,800.00","431","0.08","62,113.18","-","-","1,964.20","1,364.00"
ASTRAL,"1,500.80","144","1,492.80","1,493.00","6","-","-","-8.00","-0.53","1,492.80","490","0.07","18,206.74","-","-","1,768.70","1,311.60"
HAVELLS,"1,140.00","10","1,135.70","1,140.00","192","-","-","-4.00","-0.35","1,136.00","629","0.07","28,549.27","-","-","1,621.10","1,123.60"
NAM-INDIA,"1,188.90","59","1,188.10","1,188.90","59","-","-","-0.80","-0.07","1,188.10","597","0.07","21,275.50","-","-","1,269.50","794.00"
MAXHEALTH,"993.00","1","992.00","992.70","247","-","-","-0.30","-0.03","992.70","694","0.07","73,676.19","-","-","1,221.90","903.00"
JUBLFOOD,"480.40","1,846","475.00","475.50","311","-","-","-3.30","-0.69","477.10","1,417","0.07","18,622.30","-","-","667.75","408.55"
COLPAL,"1,819.90","95","1,812.60","1,815.00","56","-","-","-4.90","-0.27","1,815.00","354","0.06","23,841.71","-","-","2,446.00","1,782.00"
CHOLAFIN,"1,823.40","14","1,824.20","1,828.40","3","-","-","5.00","0.27","1,828.40","351","0.06","79,021.36","-","-","1,952.50","1,299.40"
KFINTECH,"925.10","48","920.50","922.30","21","-","-","-4.60","-0.50","920.50","690","0.06","12,275.59","-","-","1,215.00","784.95"
MOTILALOFS,"1,051.50","10","1,048.00","1,049.50","12","-","-","-2.00","-0.19","1,049.50","603","0.06","16,375.67","-","-","1,097.10","614.90"
SAGILITY,"45.70","360","45.63","45.70","5,390","-","-","-","-","45.70","13,736","0.06","10,493.64","-","-","57.89","35.83"
BRITANNIA,"5,064.00","10","5,062.00","5,064.00","486","-","-","-","-","5,064.00","121","0.06","59,484.26","-","-","6,319.50","5,005.50"
MARICO,"823.90","10","821.00","821.75","44","-","-","-2.05","-0.25","821.85","738","0.06","43,381.39","-","-","889.10","690.30"
PGEL,"553.70","7","552.00","553.50","900","-","-","-0.20","-0.04","553.50","1,086","0.06","8,954.18","-","-","644.40","436.55"
AUBANK,"1,073.70","2","1,068.00","1,070.90","430","-","-","-2.80","-0.26","1,070.90","518","0.06","60,612.66","-","-","1,144.10","694.30"
