"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"FEDERALBNK",357.7,358.7,342.05,357.75,346.95,-3.02,16134284,5613117403.6,"14-Aug-2026"
"OIL",479,479,466.05,477,467.5,-1.99,1223240,576402920.4,"18-Feb-2026"
"HINDZINC",600,600.6,586.85,604,592.6,-1.89,9509559,5647917281.28,"30-Apr-2026"
"NAM-INDIA",1247,1253.1,1220,1247.8,1224.4,-1.88,1193328,1465466450.4,"25-Jun-2026"
"POWERINDIA",33680,33695,33005,33840,33300,-1.6,88353,2935921595.85,"21-Aug-2026"
"DALBHARAT",1854.8,1854.8,1780.1,1853,1824,-1.57,513247,932020624.71,"23-Jun-2026"
"MOTHERSON",167.61,168.28,164.81,169,166.45,-1.51,8705147,1444532093.18,"14-Jul-2026"
"RVNL",221.7,224.1,217.02,221.7,218.4,-1.49,7347704,1612600596.88,"18-Aug-2026"
"NATIONALUM",402,402,392.05,403.3,397.8,-1.36,3855735,1525714339.5,"24-Aug-2026"
"CROMPTON",244.35,246.15,241.25,246,243,-1.22,3723358,904105789.56,"24-Jul-2026"
"PETRONET",294.55,295.7,291.6,295.95,292.5,-1.17,1740879,511209118.35,"12-Jun-2026"
"HDFCLIFE",549.95,555.65,545.8,552.95,546.7,-1.13,2264810,1247298811.3,"19-Jun-2026"
"CIPLA",1435.9,1435.9,1411.1,1437.9,1422,-1.11,799235,1133403145.85,"05-Jun-2026"
"ONGC",236,236.55,233.35,236.55,234,-1.08,12124076,2843338303.52,"18-Feb-2026"
"HEROMOTOCO",5665,5682,5590,5685,5624.5,-1.06,432456,2431194114.48,"24-Jul-2026"
"IDFCFIRSTB",85.92,86.17,85,85.89,85,-1.04,11785661,1007556158.89,"07-Aug-2026"
"RBLBANK",387.65,389.4,380.6,388,384,-1.03,1504350,578272140,"14-Aug-2026"
"FORCEMOT",17600,17625,17276,17600,17431,-0.96,75854,1320335204.58,"10-Sep-2025"
"DLF",688,688.2,678.3,689,682.95,-0.88,2158853,1472294568.94,"27-Jul-2026"
"VMM",113.9,114.35,111,113.5,112.5,-0.88,22412088,2512395064.8,"-"
