"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"AXISBANK",1275,1284,1249.1,1328.5,1257.1,-5.37,25310859,31930661062.86,"10-Jul-2026"
"HDFCBANK",790,790,774.55,819.6,777.95,-5.08,56053757,43757244326.91,"19-Jun-2026"
"AUBANK",1036,1038.6,989.6,1030.2,994,-3.51,3385499,3385363580.04,"04-Jul-2025"
"YESBANK",23.65,23.65,22.71,23.61,22.95,-2.8,133365433,3067404959,"03-Jun-2019"
"SWIGGY",275.99,276.28,270,276.87,270.4,-2.34,9204733,2511603446.38,"-"
"SBICARD",658,658,638.05,654.7,640.25,-2.21,1835977,1190429127.03,"11-Mar-2026"
"CDSL",1415,1415,1383.1,1418.2,1387,-2.2,1381453,1925759296.53,"17-Jul-2026"
"MARUTI",13824,13832,13377,13803,13519,-2.06,517668,7014137389.32,"07-Aug-2026"
"KOTAKBANK",382,383.75,376.1,389.95,382.3,-1.96,32538579,12385159324.77,"17-Jul-2026"
"IDEA",13.71,13.78,13.42,13.74,13.48,-1.89,324075770,4407430472,"20-Aug-2024"
"UPL",613.5,613.85,605,616.6,605.55,-1.79,1748601,1063184380.02,"17-Jul-2026"
"FORCEMOT",18280,18334,17880,18244,17920,-1.78,47387,856624750.27,"10-Sep-2025"
"JIOFIN",243,243.11,238.1,242.98,238.95,-1.66,19254824,4613840926.88,"11-Aug-2025"
"PRESTIGE",1690.7,1691.4,1660,1693,1668,-1.48,370937,620381004.39,"03-Sep-2025"
"OFSS",11800,11979,11544,11771,11606,-1.4,395404,4613174513.96,"07-May-2026"
"LTF",307.05,308.45,302.55,310.05,305.75,-1.39,6797692,2074995483,"22-May-2026"
"CHOLAFIN",1789.9,1789.9,1756.1,1804.9,1780,-1.38,884308,1571539119.12,"21-Jul-2026"
"ANGELONE",328.05,329.8,323.55,328.95,324.4,-1.38,6430920,2095772518.8,"21-Jul-2026"
"KAYNES",3369.5,3384,3318.3,3385.8,3339,-1.38,508247,1703120449.59,"08-Sep-2023"
"HYUNDAI",1990,2004.9,1970,1993.3,1970,-1.17,329293,652461150.2,"05-Aug-2025"
