"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PNB",108.26,111.95,107.4,105.77,111.7,5.61,118981922,13168919126.96,"12-Jun-2026"
"JSWENERGY",540.55,568.65,539.3,541.2,566.3,4.64,5699866,3203381690.66,"05-Jun-2026"
"TORNTPHARM",4750,5030,4735.1,4763,4980,4.56,959451,4747248413.88,"29-May-2026"
"UNIONBANK",168,177.29,167.77,168.46,175.81,4.36,36347493,6329552431.02,"03-Jul-2026"
"MANAPPURAM",326.7,339.6,324.15,325.45,337.5,3.7,5049612,1689246702.36,"11-May-2026"
"OIL",438.25,456.7,437.15,435.35,451.4,3.69,9433639,4261646418.25,"18-Feb-2026"
"MANKIND",2489.5,2590.6,2481.5,2484.2,2575,3.66,587021,1491943222.55,"08-Aug-2025"
"VEDL",253.05,262.95,252.8,253.05,262.25,3.64,13721434,3565377410.56,"30-Apr-2026"
"COLPAL",2040,2124,2024.5,2042.4,2115,3.55,726060,1527143779.8,"01-Jun-2026"
"SOLARINDS",18500,19125,18500,18467,19069,3.26,239240,4521865670.4,"28-Jul-2026"
"BANKBARODA",247.5,256.15,246.05,246.8,254.4,3.08,15036941,3803443856.54,"05-Jun-2026"
"TRENT",2840,2935,2837,2842.4,2928.9,3.04,1557720,4539990517.2,"12-Jun-2026"
"CANBK",125.15,129.6,125.06,125.01,128.7,2.95,44145768,5656838711.52,"12-Jun-2026"
"INDIANB",832.4,861.4,830.55,832.4,856.45,2.89,4753710,4045454747.1,"10-Jun-2026"
"CAMS",750,772,742,751.1,771.75,2.75,1021091,780613858.59,"10-Jul-2026"
"BANKINDIA",143,147.78,142.66,143.17,147,2.68,13051313,1905100158.61,"29-May-2026"
"ADANIPOWER",215.75,220.51,213.71,214.45,219.8,2.49,25740995,5604844251.3,"22-Sep-2025"
"SUZLON",52.07,53.29,51.61,51.99,53.2,2.33,51542170,2719364889.2,"03-Sep-2024"
"CONCOR",490,500,485.05,486.9,498.2,2.32,1904485,943729452.05,"09-Feb-2026"
"MCX",2749,2845,2739.3,2747.5,2810.3,2.29,1717973,4819910689.34,"02-Jan-2026"
