"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"INOXWIND",74.18,78.59,73.32,73.67,78.13,6.05,34043653,2622042154.06,"29-Jul-2025"
"MOTILALOFS",903.65,964,897.1,903.7,955,5.68,5976448,5640631386.88,"30-Jan-2026"
"OBEROIRLTY",1849,1946,1832.9,1846,1931,4.6,1781893,3410774848.09,"23-Jul-2026"
"SUZLON",47.1,49.32,46.9,47.1,49,4.03,80470340,3890740939,"03-Sep-2024"
"KFINTECH",945.2,981.05,925.7,940,973,3.51,2105146,2027466112.6,"15-Jul-2026"
"BHEL",424,435.95,421.8,421.7,435.95,3.38,15351093,6609106069.29,"17-Jul-2026"
"GODREJPROP",1990,2057,1970.9,1990,2054,3.22,765350,1534993613.5,"28-Jul-2026"
"ASHOKLEY",171.99,179.1,171.98,171.64,177.1,3.18,38086255,6708893818.25,"03-Jun-2026"
"NATIONALUM",377.9,391.5,376.5,376,387.55,3.07,9724992,3755597410.56,"08-May-2026"
"KEI",5700,5880,5680,5700,5873,3.04,343807,2004786749.98,"28-Jan-2026"
"NAM-INDIA",1167.1,1203.3,1155.1,1167.9,1202.7,2.98,1013133,1204047782.52,"25-Jun-2026"
"LTF",307,315,304.5,306.3,315,2.84,3074384,955948960.96,"22-May-2026"
"UNOMINDA",1246,1272,1235.9,1240,1269.9,2.41,1414213,1778401131.76,"29-May-2026"
"SAIL",168.61,174.3,168.11,169.51,173.6,2.41,10850564,1853384836.84,"08-Sep-2025"
"JINDALSTEL",1090.1,1118.7,1090,1091.5,1116.1,2.25,644163,713371872.72,"22-Aug-2025"
"MFSL",1533,1571.7,1522.2,1538.1,1571.7,2.18,698850,1087927749,"16-Aug-2024"
"ANGELONE",287,295.65,282.15,287.3,293.5,2.16,4087024,1184991738.56,"21-Jul-2026"
"PGEL",600.1,614,594.25,601,614,2.16,1055830,637626295.3,"19-Sep-2025"
"PHOENIXLTD",1891,1949.9,1876,1890,1929.8,2.11,718310,1368337451.4,"15-Sep-2025"
"HINDALCO",1033,1060,1032.7,1029.5,1049.9,1.98,3062996,3203005547.16,"10-Jul-2026"
