"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PFC",412.1,414.65,383.2,420,385.15,-8.3,27986683,10988131479.46,"31-Jul-2026"
"BHARATFORG",2278.8,2295,2056.1,2265.2,2093.1,-7.6,5058607,10847474506.52,"03-Jul-2026"
"RECLTD",366.3,366.3,342,367,343.75,-6.34,12493406,4378813868.94,"31-Jul-2026"
"INOXWIND",75.49,77,73.21,78,73.5,-5.77,53109150,3964066956,"29-Jul-2025"
"AMBER",7425,7427.5,7001,7435,7095,-4.57,718169,5136696590.81,"02-Aug-2024"
"KAYNES",3535,3846,3535,3856.3,3735.1,-3.14,4202637,15691469819.64,"08-Sep-2023"
"PAGEIND",40270,40270,38365,39900,38660,-3.11,27264,1064358205.44,"27-May-2026"
"BANKINDIA",145,145.34,140.5,145,141,-2.76,6552285,932062541.25,"29-May-2026"
"LUPIN",2360,2362.8,2235,2363.5,2300,-2.69,3762236,8551637672.72,"17-Jul-2026"
"NYKAA",332,332.65,323.05,332,323.7,-2.5,7334757,2402719698.06,"10-Nov-2022"
"SBIN",1108,1113.3,1068.6,1097.2,1071,-2.39,16623448,18018986459.6,"15-May-2026"
"SAIL",177,180.11,168.46,176.58,172.45,-2.34,28747160,5004305612.8,"08-Sep-2025"
"CANBK",132.4,132.55,128.65,131.95,129,-2.24,21940289,2863646520.28,"12-Jun-2026"
"ASHOKLEY",177.5,179,173.8,177.5,174,-1.97,14528731,2566645618.46,"03-Jun-2026"
"BANDHANBNK",176.05,176.67,172.3,176.02,172.62,-1.93,6631422,1153668485.34,"17-Aug-2026"
"GODREJCP",1052.3,1052.5,1020.7,1050,1033,-1.62,1516590,1563953105.7,"13-Aug-2026"
"ETERNAL",315.45,316.25,309.5,315,310.25,-1.51,16471148,5137021638.24,"-"
"PGEL",630.75,630.75,610.6,630.65,621.8,-1.4,2389841,1486289914.72,"19-Sep-2025"
"SUZLON",48.33,48.45,47,48.15,47.5,-1.35,59333617,2817753471.33,"03-Sep-2024"
"UNIONBANK",183.69,185.74,179.94,183.6,181.14,-1.34,8941327,1632149830.58,"03-Jul-2026"
