"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"MOTHERSON",145.03,155.25,144.02,144.58,151.85,5.03,74519440,11306089436.8,"14-Jul-2026"
"INDIGO",5265,5464.9,5265,5207.2,5462,4.89,5145228,27858013769.52,"13-Aug-2025"
"OFSS",10504,11035,10411,10468.5,10955,4.65,1072182,11622538654.56,"07-May-2026"
"ASHOKLEY",156.6,162.2,156.51,154.91,161.12,4.01,60935591,9749694560,"03-Jun-2026"
"TVSMOTOR",3452,3602.3,3452,3440.6,3578,3.99,2126765,7582278775.05,"30-Mar-2026"
"M&M",3090,3208.5,3086,3064.5,3185.3,3.94,5346892,16971142145.84,"03-Jul-2026"
"MARUTI",13358,13917,13326,13248,13753,3.81,981556,13492616009.4,"07-Aug-2026"
"MAXHEALTH",1077,1139.8,1075.5,1081.7,1122.9,3.81,5156097,5788646979.96,"03-Jul-2026"
"PAYTM",1090,1128.8,1090,1087.3,1122.7,3.26,2584075,2888039742.25,"-"
"UNOMINDA",1108,1153.9,1104.4,1103.5,1137,3.04,1533156,1749499643.16,"29-May-2026"
"TATACONSUM",1104.9,1135.3,1099.8,1098.1,1131.5,3.04,2959240,3318521328.4,"25-May-2026"
"SBICARD",610.1,638.8,610.1,607.6,624.6,2.8,3603643,2263880605.46,"11-Mar-2026"
"FORCEMOT",18115,18940,18110,17947,18399,2.52,203880,3793446327.6,"10-Sep-2025"
"CGPOWER",919.45,948.95,919.45,919.45,941.9,2.44,3215230,3014053058.9,"30-Jan-2026"
"SIEMENS",3581.3,3665,3571.6,3561.5,3633,2.01,504071,1832177107.96,"07-Apr-2025"
"UNITDSPR",1367,1395.9,1366,1359.1,1385.9,1.97,1774172,2456181458.52,"08-Jul-2026"
"NESTLEIND",1392,1410,1383.4,1382.6,1409.8,1.97,1968226,2755772269.38,"10-Jul-2026"
"RADICO",3775,3843,3758,3757.7,3827.5,1.86,353857,1347561765.97,"24-Jul-2026"
"KAYNES",3225,3386,3212,3203.1,3261,1.81,2631736,8692650325.36,"08-Sep-2023"
"CUMMINSIND",5555.5,5698.5,5550.5,5555.5,5650,1.7,479618,2711429235.58,"17-Jul-2026"
