"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"LICI",392,402.4,388.8,428.5,391.3,-8.68,52718651,20813323414.8,"25-Jun-2026"
"UPL",618.75,619.65,580.2,620,581.9,-6.15,7452417,4385002162.8,"17-Jul-2026"
"PRESTIGE",1655,1655,1576,1670,1595,-4.49,614003,989324613.81,"03-Sep-2025"
"OBEROIRLTY",1847.1,1847.1,1778.8,1861.1,1778.8,-4.42,307429,554789447.69,"23-Jul-2026"
"DABUR",420.8,420.8,405.35,425.8,409.65,-3.79,6370534,2619627286.14,"17-Jul-2026"
"DLF",654.8,659.8,643.4,668.55,643.4,-3.76,7016514,4573784816.04,"27-Jul-2026"
"GRASIM",3219,3219.1,3115,3260,3138,-3.74,770936,2422828276.56,"07-Aug-2026"
"COLPAL",2080,2080.2,2010,2077,2010,-3.23,562942,1142243094.52,"01-Jun-2026"
"POLICYBZR",1647.5,1647.5,1591.6,1650,1597,-3.21,643991,1034764738.8,"-"
"HDFCLIFE",551.8,551.8,530.5,553.1,535.95,-3.1,9286204,4979355446.84,"19-Jun-2026"
"LTM",4690,4694.8,4550.6,4690,4559,-2.79,316156,1453388101.36,"25-May-2026"
"KALYANKJIL",610,610.8,586.55,608,591.4,-2.73,28511014,17046165050.32,"04-Sep-2025"
"GODREJPROP",2088,2088,1990,2089.7,2033.6,-2.68,1202012,2451635695.32,"28-Jul-2026"
"MOTHERSON",155.01,155.87,148.34,155.01,151,-2.59,26900441,4060352564.54,"14-Jul-2026"
"BLUESTARCO",1736.1,1737.6,1677.4,1729.2,1685,-2.56,866482,1474535743.5,"17-Jul-2026"
"GODREJCP",1080,1080.1,1057.6,1085.9,1058.2,-2.55,644342,687551574.52,"12-May-2026"
"FEDERALBNK",364.55,364.55,357.1,371.7,362.45,-2.49,5569382,2002081441.36,"22-Aug-2025"
"DIVISLAB",8451,8460.5,8243,8585,8378,-2.41,970329,8089099192.05,"24-Jul-2026"
"MANAPPURAM",365,366.7,352,365,356.6,-2.3,8392284,3003598443.6,"11-May-2026"
"BAJAJ-AUTO",11750,11751,11541,11856,11600,-2.16,332958,3570332630.06,"24-Jun-2026"
