"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"KEI",5201,5510,5201,5023.3,5500,9.49,3728753,20024484948.37,"28-Jan-2026"
"CGPOWER",846.6,882.8,846.45,826.1,880.05,6.53,8524215,7441213484.25,"30-Jan-2026"
"SAIL",168.25,174.15,168.02,165,173.55,5.18,25348224,4354824883.2,"08-Sep-2025"
"GODFRYPHLP",2250.1,2410,2250.1,2247,2336.9,4,2227258,5220870932.64,"10-Nov-2025"
"NAM-INDIA",1170,1202,1161.7,1165,1202,3.18,1990516,2369848634.12,"25-Jun-2026"
"HINDZINC",550,564,546.55,547,562.9,2.91,5784368,3233693086.72,"30-Apr-2026"
"APOLLOHOSP",8800,9050,8760,8820,9050,2.61,259286,2298736333.04,"16-Feb-2026"
"SIEMENS",3919.6,4073.8,3919.6,3900,4000.5,2.58,1107988,4449469290.28,"29-Jul-2026"
"DELHIVERY",470,482,468.8,470,482,2.55,1756448,830185147.2,"20-Sep-2023"
"HINDALCO",995,1020,993.1,994.9,1020,2.52,7690755,7752357947.55,"10-Jul-2026"
"OFSS",11425,11685,11425,11332,11600,2.36,257150,2977552707.5,"07-May-2026"
"CAMS",791.5,830.5,789,791,809.4,2.33,4699513,3838985174.57,"10-Jul-2026"
"NATIONALUM",373,382.45,367.15,369,377,2.17,15775994,5948496297.64,"08-May-2026"
"LAURUSLABS",1811,1850,1806.1,1811.4,1850,2.13,1405192,2570405310.24,"08-May-2026"
"AUROPHARMA",1555,1585.9,1536.8,1554.7,1585.9,2.01,2243122,3501132111.26,"17-Apr-2026"
"TRENT",3058,3111,3038,3050,3107.7,1.89,1525660,4700680512.8,"12-Jun-2026"
"KAYNES",3805,3880,3795,3805,3875,1.84,916015,3516096097.05,"08-Sep-2023"
"JINDALSTEL",1106.1,1124,1101.4,1105.1,1124,1.71,822310,918166676.7,"22-Aug-2025"
"HEROMOTOCO",5460,5606,5425,5460,5548,1.61,1013842,5625758565.9,"24-Jul-2026"
"NHPC",79.7,81.4,79.4,79.25,80.5,1.58,13752798,1109988326.58,"10-Feb-2026"
