"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ICICIGI",1700,1723.9,1544.6,1814.6,1619,-10.78,13018936,20912837654.24,"29-May-2026"
"HDFCAMC",2722.3,2729,2587.6,2729.2,2601,-4.7,2845724,7428506386.84,"05-Jun-2026"
"NUVAMA",1930,1931.4,1841.6,1919.3,1850,-3.61,333386,621631535.6,"15-May-2026"
"NAM-INDIA",1206.4,1206.6,1137.5,1196.3,1155,-3.45,1507907,1744226185.04,"25-Jun-2026"
"POLICYBZR",1622,1622,1537,1610.8,1561,-3.09,2962352,4632437187.04,"-"
"ICICIPRULI",530.35,531,501.4,525.15,509,-3.08,4730699,2416015286.29,"05-Jun-2026"
"ETERNAL",298.75,299,285.05,294.8,285.95,-3,31866265,9264479223.45,"-"
"MCX",2898,2903.2,2810,2892.6,2819.2,-2.54,1430775,4061555300.25,"02-Jan-2026"
"ANGELONE",347.05,355.3,332.75,343.4,334.75,-2.52,24218915,8281657984.25,"21-Jul-2026"
"RBLBANK",373.2,373.95,361.3,372.8,363.5,-2.49,30740165,11161753911.5,"08-Sep-2025"
"GVT&D",4720,4730,4522,4696.4,4580,-2.48,795599,3650486671.65,"21-Aug-2026"
"PHOENIXLTD",2134.4,2134.4,2081.4,2132.4,2082,-2.36,627352,1319007580,"15-Sep-2025"
"KFINTECH",897.6,903.6,869.7,893.95,873,-2.34,1559439,1370731286.61,"15-Jul-2026"
"PRESTIGE",1690,1692.1,1630.3,1686,1647,-2.31,1167882,1936500180.66,"03-Sep-2025"
"SBILIFE",1871,1872.1,1810,1866.4,1824.1,-2.27,898103,1639864229.76,"06-Mar-2026"
"MFSL",1615,1619.5,1566,1611.1,1576,-2.18,462450,731406295.5,"16-Aug-2024"
"UNIONBANK",175.05,175.09,168.05,172.38,168.65,-2.16,13286469,2268664581.75,"03-Jul-2026"
"CDSL",1444.5,1446.7,1408,1440.1,1412,-1.95,1279121,1814931995.69,"17-Jul-2026"
"BSE",3769.9,3775,3680,3754.4,3685.6,-1.83,2171296,8048125753.6,"10-Jul-2026"
"OIL",435,437.65,428.75,437.2,429.25,-1.82,2285418,989037493.68,"18-Feb-2026"
