"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BANDHANBNK",187.95,192.22,169.56,208.83,174.1,-16.63,156943419,28011261423.12,"14-Aug-2025"
"OFSS",11632,11642,10737,11632,10777,-7.35,407161,4578920391.17,"07-May-2026"
"PGEL",604.6,606,570.05,610.15,575,-5.76,3734783,2165203096.42,"19-Sep-2025"
"ADANIGREEN",1548,1548,1464.7,1541.9,1472,-4.53,3809107,5715565053.5,"14-Jun-2024"
"MPHASIS",2355.1,2363.5,2265.1,2380.1,2274.6,-4.43,434670,998550004.2,"08-Jul-2026"
"LUPIN",2495,2495,2404.3,2514.8,2405.4,-4.35,1224924,2971922858.04,"17-Jul-2026"
"SRF",2952.9,2969.9,2815,2939,2818,-4.12,1576048,4530633664.64,"27-Jan-2026"
"GODREJPROP",2165,2166,2076,2164.3,2077,-4.03,928740,1959938596.8,"28-Jul-2026"
"DELHIVERY",483.2,484.1,465.55,484.75,466.05,-3.86,3790074,1785124854,"20-Sep-2023"
"VOLTAS",1357,1357.4,1300,1359.2,1308.6,-3.72,730962,963349439.04,"12-Jun-2026"
"INDIGO",5225.5,5225.5,5100,5305,5115,-3.58,1652164,8479764773.28,"13-Aug-2025"
"LODHA",1191,1203.8,1153.15,1198.95,1161,-3.17,2428115,2830259406.3,"22-Aug-2025"
"DLF",670,671.25,648.6,673.65,652.5,-3.14,3637181,2380498592.69,"27-Jul-2026"
"HINDPETRO",402,403,393.15,406.95,394.35,-3.1,4699577,1869444734.83,"14-Aug-2026"
"ANGELONE",322.15,323,311,321.9,312,-3.08,7825074,2462081283.36,"21-Jul-2026"
"BPCL",317.5,321.7,308.1,319.35,309.55,-3.07,9784696,3096954130.96,"02-Feb-2026"
"INDIANB",850.5,853.9,824.25,855.35,829.05,-3.07,1611184,1339747831.52,"10-Jun-2026"
"AUROPHARMA",1564,1564,1515,1579.7,1532.9,-2.96,2357447,3614414165.93,"17-Apr-2026"
"GODFRYPHLP",2132.2,2133.4,2067.7,2132.2,2069.8,-2.93,197462,412294732.14,"10-Nov-2025"
"UNIONBANK",175.79,175.97,170.1,176.11,171,-2.9,10788134,1854264471.92,"03-Jul-2026"
