"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"INFY",1142.9,1142.9,1125.3,1157.7,1127.4,-2.62,16781447,18968740801.98,"10-Jun-2026"
"NBCC",113.3,114.29,109.58,112.83,109.94,-2.56,18889529,2098815567.19,"25-Feb-2026"
"LTF",295,295.9,284.6,294.15,287,-2.43,3512827,1012396741.4,"22-May-2026"
"PAYTM",1119.6,1125.6,1064.2,1120.1,1093.8,-2.35,3990026,4364689441.4,"-"
"VBL",547.7,551.7,529.9,544.05,532.1,-2.2,8122763,4407086293.28,"30-Apr-2026"
"PERSISTENT",5019,5028.5,4896,5045,4940,-2.08,675007,3347717466.71,"27-Jan-2026"
"COCHINSHIP",1511.1,1523.6,1444.4,1500.2,1469.9,-2.02,2485828,3701323317.16,"03-Feb-2026"
"INOXWIND",91.02,91.84,88.81,91,89.33,-1.84,10712027,960654581.36,"29-Jul-2025"
"SUZLON",59.22,59.44,58.3,59.27,58.38,-1.5,82275577,4830399125.67,"03-Sep-2024"
"PETRONET",292.4,293.75,287.35,292,287.65,-1.49,3730101,1078073791.02,"12-Jun-2026"
"DIXON",12860,12930,12596,12833,12667,-1.29,465864,5937287603.52,"16-Sep-2025"
"MCX",2857.3,2870.1,2800,2857.3,2820.8,-1.28,2627105,7432158858.15,"02-Jan-2026"
"TATACONSUM",1124.6,1132,1106.1,1124.5,1111,-1.2,871582,971334559.9,"25-May-2026"
"SWIGGY",261.5,261.7,252.65,259.45,256.4,-1.18,12878303,3288345888.02,"-"
"GODREJCP",1020,1024.4,1005,1020,1008.4,-1.14,1196457,1211675933.04,"12-May-2026"
"CGPOWER",969.9,969.9,945.25,963.75,953,-1.12,3552746,3389888123.36,"30-Jan-2026"
"SAMMAANCAP",177.2,177.21,172.93,176.1,174.12,-1.12,7354929,1281375730.38,"20-Sep-2024"
"TECHM",1454,1460,1435.5,1462.4,1447.8,-1,2273483,3285364813.64,"03-Jul-2026"
"EXIDEIND",390,392.35,383.2,388.4,384.6,-0.98,1266638,489441589.58,"03-Jul-2026"
"TCS",2209,2214,2182,2223,2202.5,-0.92,3735188,8206992425.48,"25-May-2026"
