SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
COALINDIA,"431.00","2","432.90","433.00","421","-","-","2.00","0.46","433.00","36,991","1.60","1,03,426.63","-","-","491.25","369.60"
JSWSTEEL,"1,310.00","660","1,301.00","1,306.50","1","-","-","-9.00","-0.69","1,301.00","12,074","1.57","1,21,685.15","-","-","1,351.00","1,073.20"
DIXON,"13,845.00","1","13,844.00","13,845.00","66","-","-","-","-","13,845.00","1,090","1.51","57,331.52","-","-","18,471.00","9,600.00"
AXISBANK,"1,238.50","8","1,242.00","1,242.10","361","-","-","3.60","0.29","1,242.10","12,073","1.50","3,56,047.81","-","-","1,418.30","1,048.70"
JIOFIN,"231.00","1,522","230.80","230.82","11","-","-","-0.18","-0.08","230.82","64,010","1.48","75,522.37","-","-","321.60","223.30"
SWIGGY,"282.75","6,811","284.00","284.10","376","-","-","1.35","0.48","284.10","51,917","1.47","40,209.25","-","-","474.00","235.75"
ASHOKLEY,"167.00","1,640","166.50","166.65","100","-","-","-0.50","-0.30","166.50","87,964","1.46","47,508.44","-","-","215.42","132.26"
CGPOWER,"926.95","969","928.00","928.50","35","-","-","1.05","0.11","928.00","15,777","1.46","63,473.06","-","-","980.90","525.50"
HINDZINC,"605.40","6","608.45","608.50","3,508","-","-","3.10","0.51","608.50","22,897","1.39","29,181.29","-","-","733.00","430.75"
NTPC,"334.50","100","335.15","335.65","4,585","-","-","1.15","0.34","335.65","41,156","1.38","1,58,681.24","-","-","414.40","315.55"
ADANIPOWER,"214.90","17,906","214.50","214.60","3","-","-","-0.40","-0.19","214.50","62,087","1.33","88,755.42","-","-","254.20","120.00"
SUZLON,"45.45","1,000","45.42","45.44","62,414","-","-","-0.01","-0.02","45.44","2,85,348","1.30","55,125.40","-","-","61.50","38.19"
SHRIRAMFIN,"1,029.00","316","1,029.00","1,030.00","430","-","-","1.00","0.10","1,030.00","11,443","1.18","1,43,855.54","-","-","1,153.70","590.85"
HAL,"5,000.50","540","5,010.00","5,015.00","311","-","-","14.50","0.29","5,015.00","2,152","1.08","94,872.63","-","-","5,149.90","3,479.10"
AUROPHARMA,"1,698.90","300","1,693.10","1,693.40","254","-","-","-5.50","-0.32","1,693.40","6,272","1.06","46,741.86","-","-","1,717.00","1,036.00"
FORCEMOT,"17,355.00","8","17,400.00","17,419.00","20","-","-","64.00","0.37","17,419.00","592","1.03","8,366.95","-","-","26,450.00","14,911.00"
TMPV,"303.00","2,144","303.00","303.70","56","-","-","-","-","303.00","33,757","1.02","63,153.17","-","-","739.70","294.30"
INDUSTOWER,"373.70","160","376.20","376.35","1","-","-","2.50","0.67","376.20","25,982","0.98","48,336.70","-","-","481.50","337.80"
TITAN,"5,005.00","37","5,000.50","5,003.00","1","-","-","-4.50","-0.09","5,000.50","1,923","0.96","2,05,876.00","-","-","5,186.70","3,303.10"
ITC,"260.80","1,367","261.00","261.05","576","-","-","0.20","0.08","261.00","34,752","0.91","2,50,897.97","-","-","426.40","255.50"
M&M,"3,150.00","437","3,141.70","3,147.00","161","-","-","-8.30","-0.26","3,141.70","2,683","0.84","2,79,699.92","-","-","3,839.90","2,896.00"
IOC,"135.60","3,913","134.31","134.40","310","-","-","-1.29","-0.95","134.31","62,526","0.84","50,041.84","-","-","188.96","130.22"
DLF,"655.10","172","653.60","654.80","229","-","-","-1.50","-0.23","653.60","12,807","0.84","41,812.29","-","-","794.80","489.40"
VEDL,"272.50","4","273.60","273.75","909","-","-","1.25","0.46","273.75","29,875","0.82","46,291.99","-","-","795.00","249.70"
OIL,"498.95","5","503.50","503.90","3,289","-","-","4.95","0.99","503.90","15,914","0.80","27,405.99","-","-","531.00","390.00"
POWERGRID,"265.85","548","265.85","265.95","500","-","-","-","-","265.85","30,004","0.80","1,20,054.92","-","-","324.95","250.00"
MARUTI,"12,618.00","4","12,650.00","12,679.00","10","-","-","61.00","0.48","12,679.00","612","0.78","1,64,941.56","-","-","17,370.00","12,201.00"
PFC,"351.40","1,139","350.00","350.10","15","-","-","-1.40","-0.40","350.00","21,531","0.75","50,820.99","-","-","486.50","329.90"
HCLTECH,"1,229.80","2","1,224.10","1,224.50","262","-","-","-5.00","-0.41","1,224.80","6,052","0.74","1,28,767.67","-","-","1,780.10","1,030.00"
COCHINSHIP,"1,556.00","1,004","1,556.10","1,557.00","90","-","-","0.10","0.01","1,556.10","4,682","0.73","13,134.43","-","-","1,979.90","1,187.00"
NMDC,"85.80","28,313","86.00","86.03","75","-","-","0.20","0.23","86.00","84,701","0.73","29,641.55","-","-","97.49","72.24"
TATAPOWER,"370.00","5","369.40","369.70","9,266","-","-","-0.30","-0.08","369.70","19,563","0.72","61,490.86","-","-","464.90","342.50"
IDFCFIRSTB,"86.00","530","85.96","86.00","6,582","-","-","-","-","86.00","83,532","0.72","56,955.64","-","-","88.76","58.08"
KAYNES,"3,615.00","238","3,612.00","3,614.00","25","-","-","-3.00","-0.08","3,612.00","1,983","0.72","11,267.29","-","-","7,705.00","2,995.00"
VBL,"407.00","100","408.70","409.00","33","-","-","2.00","0.49","409.00","16,721","0.68","55,768.34","-","-","555.80","381.00"
OFSS,"11,630.00","3","11,670.00","11,680.00","14","-","-","50.00","0.43","11,680.00","582","0.68","27,781.10","-","-","12,540.00","6,234.50"
HINDALCO,"1,026.90","322","1,027.50","1,029.00","38","-","-","0.60","0.06","1,027.50","6,458","0.66","1,48,355.57","-","-","1,176.00","731.95"
BAJAJ-AUTO,"11,790.00","38","11,771.00","11,790.00","12","-","-","-19.00","-0.16","11,771.00","563","0.66","1,27,819.48","-","-","12,470.00","8,491.50"
PATANJALI,"341.00","900","340.85","340.90","805","-","-","-0.05","-0.01","340.95","18,840","0.64","11,778.17","-","-","614.90","328.20"
SUNPHARMA,"1,864.90","85","1,866.00","1,869.00","4","-","-","1.00","0.05","1,865.90","3,362","0.63","1,97,023.39","-","-","2,046.90","1,548.00"
CDSL,"1,368.60","103","1,360.90","1,361.00","5","-","-","-7.70","-0.56","1,360.90","4,551","0.62","24,175.17","-","-","1,673.70","1,116.30"
BANDHANBNK,"171.70","213","171.70","171.90","655","-","-","0.20","0.12","171.90","35,346","0.61","15,639.73","-","-","220.76","134.25"
WAAREEENER,"2,568.00","768","2,570.00","2,571.00","6","-","-","2.00","0.08","2,570.00","2,317","0.60","24,531.66","-","-","3,865.00","2,403.00"
LODHA,"1,166.00","1","1,161.50","1,163.90","350","-","-","-2.10","-0.18","1,163.90","4,957","0.58","32,204.17","-","-","1,344.95","650.80"
ANGELONE,"299.05","812","297.00","297.60","221","-","-","-2.05","-0.69","297.00","18,822","0.56","19,255.72","-","-","360.45","208.63"
BRITANNIA,"5,090.00","38","5,090.00","5,108.00","65","-","-","18.00","0.35","5,108.00","1,078","0.55","60,001.10","-","-","6,319.50","5,005.50"
MAZDOCK,"2,408.80","281","2,408.80","2,410.00","1","-","-","-","-","2,408.80","2,278","0.55","18,248.68","-","-","3,061.40","2,057.40"
SOLARINDS,"22,355.00","48","22,350.00","22,355.00","8","-","-","-5.00","-0.02","22,350.00","237","0.53","54,291.53","-","-","22,625.00","11,646.00"
RVNL,"207.00","8,448","208.00","208.10","135","-","-","1.00","0.48","208.00","24,771","0.52","11,774.27","-","-","400.70","203.83"
UNIONBANK,"183.89","1","182.67","182.69","3,759","-","-","-1.20","-0.65","182.69","27,465","0.50","35,202.35","-","-","205.49","126.61"
MUTHOOTFIN,"2,815.00","3","2,815.10","2,815.40","4","-","-","0.40","0.01","2,815.40","1,723","0.49","30,108.22","-","-","4,149.50","2,671.00"
HINDUNILVR,"1,945.00","313","1,940.00","1,940.20","7","-","-","-5.00","-0.26","1,940.00","2,478","0.48","1,71,632.45","-","-","2,667.20","1,936.00"
BDL,"1,218.10","100","1,213.00","1,215.00","14","-","-","-3.10","-0.25","1,215.00","3,916","0.48","11,166.85","-","-","1,654.00","1,086.00"
RBLBANK,"416.00","355","413.00","413.65","29","-","-","-3.00","-0.72","413.00","11,358","0.47","25,492.71","-","-","420.40","261.60"
INDIGO,"4,975.00","10","4,963.00","4,964.00","711","-","-","-10.50","-0.21","4,964.50","926","0.46","1,12,062.20","-","-","5,970.00","3,895.20"
HINDPETRO,"348.90","10","346.50","347.00","2,106","-","-","-1.90","-0.54","347.00","13,189","0.46","33,229.20","-","-","508.45","316.20"
BHEL,"433.70","2,536","434.20","434.55","150","-","-","0.50","0.12","434.20","10,506","0.46","63,118.54","-","-","446.50","214.05"
MAXHEALTH,"1,037.50","770","1,040.00","1,040.10","16","-","-","2.60","0.25","1,040.10","4,376","0.46","77,194.12","-","-","1,221.90","903.00"
GVT&D,"4,673.00","49","4,645.00","4,648.50","29","-","-","-28.00","-0.60","4,645.00","973","0.45","57,397.12","-","-","5,650.00","2,523.20"
KALYANKJIL,"607.60","1,503","608.60","609.00","2,198","-","-","1.40","0.23","609.00","7,322","0.45","23,335.63","-","-","648.95","327.05"
PERSISTENT,"5,419.00","6","5,401.00","5,404.00","67","-","-","-14.50","-0.27","5,404.50","821","0.44","58,564.21","-","-","6,599.00","4,244.50"
KOTAKBANK,"414.00","5,002","413.50","413.70","1,274","-","-","-0.30","-0.07","413.70","10,034","0.42","3,03,770.51","-","-","453.20","345.50"
LUPIN,"2,100.00","101","2,090.00","2,091.00","10","-","-","-10.00","-0.48","2,090.00","1,965","0.41","50,617.79","-","-","2,529.50","1,900.00"
LAURUSLABS,"1,937.00","1","1,931.00","1,933.00","60","-","-","-4.40","-0.23","1,932.60","2,093","0.40","75,046.14","-","-","1,955.00","823.10"
ASIANPAINT,"2,489.00","1","2,484.00","2,485.00","262","-","-","-3.90","-0.16","2,485.10","1,620","0.40","1,12,068.58","-","-","2,985.70","2,115.00"
INOXWIND,"77.39","4,787","77.30","77.39","35,093","-","-","-","-","77.39","51,897","0.40","7,441.45","-","-","159.30","68.00"
AMBER,"7,210.00","62","7,202.50","7,205.00","1","-","-","-7.50","-0.10","7,202.50","555","0.40","15,695.48","-","-","8,974.00","5,400.50"
LTM,"4,412.00","23","4,377.50","4,380.00","150","-","-","-34.50","-0.78","4,377.50","882","0.39","40,541.81","-","-","6,429.50","3,528.00"
TECHM,"1,508.00","100","1,510.00","1,511.90","98","-","-","3.90","0.26","1,511.90","2,492","0.38","95,757.77","-","-","1,854.00","1,304.10"
LICI,"407.50","141","407.50","407.65","240","-","-","-","-","407.50","9,164","0.37","51,551.82","-","-","468.48","360.75"
PNB,"115.61","6","115.49","115.50","684","-","-","-0.11","-0.10","115.50","31,785","0.37","39,667.34","-","-","135.15","98.50"
ADANIGREEN,"1,315.00","464","1,322.00","1,322.40","1,125","-","-","7.00","0.53","1,322.00","2,760","0.36","44,197.42","-","-","1,631.50","765.00"
CANBK,"124.08","34,002","124.00","124.08","541","-","-","-0.08","-0.06","124.00","28,817","0.36","41,558.90","-","-","162.89","107.36"
EICHERMOT,"7,734.50","37","7,713.00","7,730.00","100","-","-","-21.50","-0.28","7,713.00","455","0.35","1,06,009.04","-","-","8,230.00","6,442.00"
HDFCLIFE,"514.00","535","515.15","516.00","5","-","-","1.15","0.22","515.15","6,747","0.35","55,637.23","-","-","796.90","508.95"
GMRAIRPORT,"98.65","701","98.50","98.61","532","-","-","-0.04","-0.04","98.61","34,803","0.34","34,999.17","-","-","115.64","84.11"
360ONE,"1,087.40","7","1,085.00","1,087.00","41","-","-","-0.40","-0.04","1,087.00","3,108","0.34","28,162.33","-","-","1,236.20","906.05"
BIOCON,"395.00","2,564","397.00","397.30","300","-","-","2.00","0.51","397.00","8,394","0.33","28,397.95","-","-","447.15","337.05"
ULTRACEMCO,"10,900.00","33","10,896.00","10,900.00","41","-","-","-4.00","-0.04","10,896.00","303","0.33","1,28,579.06","-","-","13,110.00","10,325.00"
POWERINDIA,"31,580.00","10","31,450.00","31,485.00","3","-","-","-130.00","-0.41","31,450.00","104","0.33","39,893.99","-","-","38,785.00","16,111.00"
TATAELXSI,"3,383.00","310","3,383.00","3,384.00","346","-","-","1.00","0.03","3,384.00","945","0.32","11,618.30","-","-","5,950.00","3,353.90"
HYUNDAI,"2,182.40","15","2,187.00","2,188.00","42","-","-","5.60","0.26","2,188.00","1,451","0.32","31,110.78","-","-","2,890.00","1,658.00"
POLYCAB,"8,354.00","24","8,330.50","8,334.00","6","-","-","-23.50","-0.28","8,330.50","379","0.32","44,437.65","-","-","10,126.00","6,663.00"
SBICARD,"668.40","938","663.00","663.95","13","-","-","-5.40","-0.81","663.00","4,760","0.32","19,606.69","-","-","965.00","565.45"
MOTHERSON,"163.70","500","163.51","163.70","1,537","-","-","-","-","163.70","19,037","0.31","72,117.83","-","-","173.27","97.25"
SAIL,"186.40","798","186.51","186.70","5","-","-","0.11","0.06","186.51","16,388","0.31","26,888.03","-","-","209.70","124.00"
TVSMOTOR,"4,151.10","125","4,151.10","4,158.00","11","-","-","-","-","4,151.10","733","0.30","97,240.41","-","-","4,484.50","3,228.00"
FORTIS,"915.00","50","910.35","914.00","1,264","-","-","-0.35","-0.04","914.65","3,269","0.30","47,530.87","-","-","1,104.30","766.80"
IRFC,"81.39","6,983","81.39","81.40","300","-","-","-","-","81.39","36,280","0.30","16,325.69","-","-","137.17","81.12"
YESBANK,"22.42","50","22.39","22.40","51,158","-","-","-0.02","-0.09","22.40","1,27,881","0.29","39,237.71","-","-","25.78","17.20"
NAM-INDIA,"1,164.80","25","1,156.60","1,160.00","19","-","-","-8.20","-0.70","1,156.60","2,384","0.28","20,711.43","-","-","1,269.50","794.00"
BAJAJFINSV,"1,927.00","233","1,933.00","1,939.00","15","-","-","5.90","0.31","1,932.90","1,399","0.27","1,11,692.14","-","-","2,195.00","1,597.00"
CAMS,"715.00","2","718.55","718.75","141","-","-","3.75","0.52","718.75","3,574","0.26","17,253.19","-","-","844.90","611.40"
KEI,"4,669.50","502","4,679.50","4,680.00","3","-","-","10.00","0.21","4,679.50","521","0.24","28,800.20","-","-","5,899.00","3,728.70"
TATACONSUM,"1,001.00","399","1,004.00","1,005.00","121","-","-","3.00","0.30","1,004.00","2,392","0.24","65,202.83","-","-","1,282.70","1,001.00"
CUMMINSIND,"5,170.50","3","5,170.00","5,170.50","75","-","-","-","-","5,170.50","460","0.24","69,648.97","-","-","6,100.00","3,833.00"
BPCL,"303.55","1,064","302.50","302.90","1,288","-","-","-0.60","-0.20","302.95","7,850","0.24","61,226.90","-","-","391.65","266.60"
RECLTD,"314.50","27","313.80","313.90","399","-","-","-0.60","-0.19","313.90","7,565","0.24","39,098.53","-","-","390.50","304.05"
CROMPTON,"232.96","1,416","234.00","234.20","120","-","-","1.04","0.45","234.00","9,899","0.23","14,990.57","-","-","328.05","217.40"
CHOLAFIN,"1,829.00","2","1,825.10","1,827.00","9","-","-","-1.90","-0.10","1,827.10","1,255","0.23","78,965.17","-","-","1,952.50","1,299.40"
VMM,"103.18","200","103.01","103.15","174","-","-","-0.03","-0.03","103.15","21,662","0.22","28,721.69","-","-","153.88","98.77"
MAHABANK,"84.56","200","84.51","84.56","3,990","-","-","-","-","84.56","25,856","0.22","17,169.79","-","-","94.50","52.28"
INDIANB,"856.65","100","859.00","859.50","391","-","-","2.85","0.33","859.50","2,520","0.22","30,289.20","-","-","1,000.90","669.00"
PAGEIND,"35,395.00","62","35,300.00","35,495.00","1","-","-","-95.00","-0.27","35,300.00","60","0.21","22,206.00","-","-","45,890.00","29,805.00"
GODREJPROP,"1,857.10","875","1,850.00","1,851.00","50","-","-","-7.10","-0.38","1,850.00","1,143","0.21","24,950.27","-","-","2,352.00","1,434.00"
AUBANK,"1,060.50","10","1,058.40","1,058.90","54","-","-","-1.60","-0.15","1,058.90","1,905","0.20","59,933.47","-","-","1,144.10","694.85"
NBCC,"83.60","60","83.16","83.20","1,770","-","-","-0.40","-0.48","83.20","24,151","0.20","8,590.64","-","-","125.85","77.18"
AMBUJACEM,"397.00","519","395.50","396.05","23","-","-","-1.50","-0.38","395.50","5,060","0.20","24,588.87","-","-","600.80","394.00"
MANAPPURAM,"320.00","1","319.20","319.40","4,775","-","-","-0.60","-0.19","319.40","6,232","0.20","17,481.38","-","-","381.55","245.15"
NYKAA,"343.00","2,447","343.10","343.70","1,235","-","-","0.05","0.01","343.05","5,752","0.20","46,815.40","-","-","349.55","227.90"
BANKINDIA,"141.06","110","141.20","141.30","753","-","-","0.24","0.17","141.30","13,884","0.20","17,122.70","-","-","178.36","112.51"
IREDA,"111.99","1,108","111.99","112.00","2,937","-","-","-","-","111.99","17,155","0.19","8,884.94","-","-","163.35","108.65"
UNOMINDA,"1,229.00","1","1,235.10","1,239.40","1,077","-","-","10.40","0.85","1,239.40","1,426","0.18","22,480.53","-","-","1,382.00","994.00"
PETRONET,"285.90","152","283.60","284.00","3,667","-","-","-1.90","-0.66","284.00","6,189","0.18","21,222.34","-","-","326.40","235.35"
JINDALSTEL,"1,146.50","350","1,149.00","1,149.70","976","-","-","3.20","0.28","1,149.70","1,515","0.17","42,469.26","-","-","1,306.20","977.10"
ABB,"7,401.50","1","7,395.00","7,400.00","32","-","-","-1.50","-0.02","7,400.00","234","0.17","38,725.09","-","-","7,924.50","4,637.50"
LICHSGFIN,"555.00","7","557.75","558.00","754","-","-","3.00","0.54","558.00","3,058","0.17","16,729.75","-","-","598.20","458.90"
JSWENERGY,"534.80","51","529.90","530.30","17","-","-","-4.90","-0.92","529.90","3,166","0.17","32,389.17","-","-","617.35","427.75"
BOSCHLTD,"49,100.00","4","48,865.00","48,980.00","3","-","-","-235.00","-0.48","48,865.00","34","0.17","42,271.09","-","-","50,000.00","28,610.00"
NHPC,"76.69","5,256","76.69","76.80","4","-","-","-","-","76.69","21,209","0.16","28,824.48","-","-","89.22","71.62"
RADICO,"4,414.00","47","4,396.20","4,405.00","7","-","-","-17.80","-0.40","4,396.20","367","0.16","34,355.39","-","-","4,747.00","2,500.00"
TRENT,"2,820.00","88","2,811.00","2,814.00","36","-","-","-9.00","-0.32","2,811.00","545","0.15","93,272.60","-","-","3,564.67","2,183.67"
NESTLEIND,"1,393.00","37","1,396.80","1,399.00","100","-","-","3.80","0.27","1,396.80","1,096","0.15","99,871.96","-","-","1,553.00","1,145.00"
DABUR,"371.55","11","370.10","370.30","755","-","-","-1.10","-0.30","370.45","4,081","0.15","21,813.45","-","-","548.95","368.05"
LTF,"310.40","445","309.05","309.10","30","-","-","-1.35","-0.43","309.05","4,832","0.15","26,301.69","-","-","338.60","231.60"
MANKIND,"2,265.00","326","2,260.00","2,262.00","50","-","-","-5.00","-0.22","2,260.00","589","0.13","25,517.75","-","-","2,674.00","1,909.70"
DRREDDY,"1,145.00","404","1,140.00","1,142.00","1,850","-","-","-5.00","-0.44","1,140.00","1,141","0.13","69,298.78","-","-","1,414.90","1,101.00"
PNBHOUSING,"1,142.00","108","1,142.50","1,143.60","24","-","-","0.50","0.04","1,142.50","1,112","0.13","21,434.12","-","-","1,211.50","729.60"
KFINTECH,"908.00","1","907.70","908.00","259","-","-","-","-","908.00","1,398","0.13","12,108.89","-","-","1,215.00","784.95"
FEDERALBNK,"345.00","417","343.65","343.80","2,464","-","-","-1.15","-0.33","343.85","3,682","0.13","84,673.32","-","-","371.70","189.05"
MPHASIS,"2,307.50","2","2,319.00","2,320.00","171","-","-","12.50","0.54","2,320.00","543","0.13","30,625.19","-","-","3,037.20","2,013.00"
UNITDSPR,"1,405.20","173","1,405.20","1,408.00","5","-","-","-","-","1,405.20","891","0.13","41,393.77","-","-","1,563.40","1,210.80"
BANKBARODA,"234.10","2,151","235.00","235.05","5","-","-","0.90","0.38","235.00","5,318","0.12","43,476.17","-","-","325.50","233.46"
APLAPOLLO,"2,168.00","285","2,180.00","2,182.00","10","-","-","12.00","0.55","2,180.00","548","0.12","39,572.51","-","-","2,301.40","1,653.30"
NAUKRI,"1,267.00","4","1,266.00","1,266.90","659","-","-","-0.10","-0.01","1,266.90","941","0.12","48,372.35","-","-","1,433.60","908.30"
PREMIERENE,"975.90","100","976.10","977.00","1","-","-","1.10","0.11","977.00","1,210","0.12","11,574.39","-","-","1,134.00","660.00"
GRASIM,"3,300.00","156","3,290.00","3,299.00","100","-","-","-10.00","-0.30","3,290.00","355","0.12","1,23,789.91","-","-","3,411.10","2,502.50"
SBILIFE,"1,684.00","20","1,682.50","1,684.00","74","-","-","-","-","1,684.00","692","0.12","75,467.46","-","-","2,132.00","1,676.00"
GAIL,"174.90","678","174.00","174.03","37","-","-","-0.90","-0.51","174.00","6,676","0.12","46,803.45","-","-","186.87","134.36"
IEX,"117.95","6,428","117.95","117.97","1","-","-","-","-","117.95","9,628","0.11","9,348.10","-","-","160.27","114.60"
JUBLFOOD,"475.95","1","474.00","474.95","263","-","-","-1.00","-0.21","474.95","2,330","0.11","18,538.38","-","-","667.75","408.55"
SAGILITY,"45.20","2,300","45.05","45.10","6,165","-","-","-0.10","-0.22","45.10","24,070","0.11","10,355.87","-","-","57.89","35.83"
SONACOMS,"799.50","598","798.00","798.70","125","-","-","-1.50","-0.19","798.00","1,331","0.11","35,798.66","-","-","844.00","402.30"
INDUSINDBK,"1,004.00","3","1,001.10","1,001.90","6","-","-","-2.10","-0.21","1,001.90","1,046","0.10","65,805.88","-","-","1,077.85","710.60"
CIPLA,"1,363.10","31","1,366.00","1,366.80","41","-","-","3.70","0.27","1,366.80","745","0.10","76,693.76","-","-","1,673.00","1,165.70"
INDHOTEL,"722.75","347","718.40","718.80","300","-","-","-4.35","-0.60","718.40","1,410","0.10","62,909.04","-","-","792.55","565.00"
MOTILALOFS,"1,025.00","800","1,021.20","1,022.70","687","-","-","-2.00","-0.20","1,023.00","933","0.10","15,962.18","-","-","1,097.10","614.90"
ASTRAL,"1,474.80","20","1,468.20","1,472.00","10","-","-","-6.60","-0.45","1,468.20","649","0.10","17,906.71","-","-","1,768.70","1,311.60"
POLICYBZR,"1,800.00","2","1,789.10","1,790.00","301","-","-","-9.90","-0.55","1,790.10","498","0.09","61,771.55","-","-","1,964.20","1,364.00"
ABCAPITAL,"400.00","545","397.00","398.00","248","-","-","-2.00","-0.50","398.00","2,160","0.09","34,122.77","-","-","430.70","277.70"
ZYDUSLIFE,"1,127.40","1,991","1,130.00","1,131.40","4","-","-","2.60","0.23","1,130.00","750","0.08","27,947.51","-","-","1,205.00","835.50"
PGEL,"542.50","200","542.00","542.50","379","-","-","-","-","542.50","1,410","0.08","8,776.23","-","-","644.40","436.55"
BHARATFORG,"1,979.60","51","1,971.60","1,974.60","74","-","-","-5.00","-0.25","1,974.60","375","0.07","52,484.79","-","-","2,295.00","1,170.10"
KPITTECH,"553.10","50","554.50","555.00","263","-","-","1.40","0.25","554.50","1,287","0.07","9,068.62","-","-","1,328.00","543.00"
