"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ONGC",248,248.17,238.14,248.76,238.39,-4.17,19910285,4799772404.95,"18-Feb-2026"
"SUPREMEIND",3483.2,3505,3320,3458.9,3340,-3.44,184892,628139138.36,"25-Jun-2026"
"BANKINDIA",145,145.39,136.55,142.62,137.9,-3.31,26282058,3661616320.56,"29-May-2026"
"EXIDEIND",443,444.4,423.15,443,429.35,-3.08,5848999,2536710866.3,"03-Jul-2026"
"NUVAMA",1979.5,2008.7,1902,1980.1,1920,-3.04,475623,937191340.35,"15-May-2026"
"OIL",445,446.1,438.1,449.75,438.85,-2.42,3806947,1683393893.93,"18-Feb-2026"
"INDUSTOWER",396,397.25,382.5,394.6,385.5,-2.31,3923875,1536079346.25,"09-Aug-2024"
"FORCEMOT",17809,17860,17240,17620,17289,-1.88,113614,1977585734.52,"10-Sep-2025"
"KALYANKJIL",575.1,585.55,562.45,573.55,565.4,-1.42,16629166,9504233535.64,"04-Sep-2025"
"NATIONALUM",345.1,346.05,338.35,343.9,339.1,-1.4,3868006,1324482614.52,"08-May-2026"
"BOSCHLTD",41905,42165,41130,41755,41195,-1.34,22295,927284276.1,"04-Aug-2026"
"ANGELONE",309.9,312.5,302.95,307.95,304.4,-1.15,7603595,2331642406.75,"21-Jul-2026"
"VOLTAS",1327.9,1340.4,1310.2,1327.3,1313,-1.08,314808,416497280.16,"12-Jun-2026"
"SRF",2694,2694.3,2631.7,2664.7,2639,-0.96,1098350,2913977467.5,"28-Jul-2026"
"BANKBARODA",243.5,247.7,241.9,246.45,244.2,-0.91,14707217,3602091587.64,"05-Jun-2026"
"ASTRAL",1480,1481.5,1448.1,1468.1,1455.9,-0.83,385986,567133089.66,"11-Nov-2025"
"PAGEIND",40300,40565,39790,40275,40010,-0.66,11464,459350672.08,"27-May-2026"
"PETRONET",275.1,276.45,272,274.7,272.95,-0.64,1308556,358740627.4,"12-Jun-2026"
"MFSL",1522.8,1532.6,1500.9,1515.5,1506.3,-0.61,556988,843558326,"16-Aug-2024"
"ABB",7419,7434,7225,7375.5,7330.5,-0.61,370848,2707668793.92,"30-Apr-2026"
