"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"EXIDEIND",392,422.7,391.3,390.35,419.45,7.45,21062813,8755390107.84,"03-Jul-2026"
"SONACOMS",623,672.6,616.85,619.4,664.9,7.35,7802225,5111939797.75,"25-Jun-2026"
"PERSISTENT",4384,4592.9,4381.5,4330.2,4587,5.93,1859078,8391524867.18,"27-Jan-2026"
"INFY",1006.4,1045,1006,985.3,1042.6,5.82,18741111,19379808062.88,"10-Jun-2026"
"MPHASIS",2158.7,2250.2,2156.5,2126.8,2247.6,5.68,889024,1977500534.4,"08-Jul-2026"
"FORCEMOT",18653,19530,18400,18323,19360,5.66,373886,7109513328.34,"10-Sep-2025"
"COFORGE",1395,1457.9,1390.1,1370.7,1442,5.2,5761491,8285830666.74,"30-Jan-2026"
"TECHM",1378.3,1426,1373.4,1362.2,1424.4,4.57,3034626,4273390679.46,"03-Jul-2026"
"HCLTECH",1049,1082.9,1048,1034.2,1081.4,4.56,3726609,4004427700.95,"24-Apr-2026"
"TCS",2008,2076.9,2002.5,1982.6,2070.9,4.45,6040621,12389857326.89,"25-May-2026"
"VMM",118.9,121.8,118.01,116.76,121.76,4.28,15415287,1854150720.36,"-"
"UPL",567.5,590,567.5,565.05,589,4.24,1686853,984042566.08,"17-Jul-2026"
"DIXON",11970,12430,11970,11956,12424,3.91,549083,6728589371.09,"16-Sep-2025"
"NAUKRI",996.95,1044,996.95,993.55,1031.4,3.81,2206568,2274640622.8,"24-Jul-2026"
"TVSMOTOR",3586,3634.4,3527,3494,3624,3.72,1765454,6338156405.4,"30-Mar-2026"
"LTM",3570.1,3694,3570.1,3546.7,3672.3,3.54,448482,1646314634.52,"25-May-2026"
"BAJAJFINSV",1804,1862,1801.5,1797.6,1859.1,3.42,1786876,3283331043.72,"30-Jun-2026"
"UNOMINDA",1092.1,1124,1089,1088.1,1124,3.3,575290,636719466.2,"29-May-2026"
"GODREJCP",1050,1081.7,1043,1043.6,1075,3.01,1748748,1868432313.12,"12-May-2026"
"PRESTIGE",1643.5,1682.5,1635.7,1625.3,1673.4,2.96,1774100,2958258527,"03-Sep-2025"
