"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BANKBARODA",273.5,273.5,257.7,271.65,259.85,-4.34,26105222,6875593370.36,"05-Jun-2026"
"DMART",4328.6,4334.6,4176,4328.6,4184,-3.34,1254320,5286645220,"09-Aug-2021"
"BHEL",414.95,415.05,399.8,413.95,402.5,-2.77,11966341,4833803446.95,"01-Aug-2025"
"BSE",3963.7,3970.2,3820,3944.1,3840,-2.64,3425707,13294380954.39,"10-Jul-2026"
"CGPOWER",980,980.9,951.9,976.5,957.4,-1.96,5251907,5046557436.3,"30-Jan-2026"
"RBLBANK",363.4,365.85,354.7,361.8,355.45,-1.76,2798708,1001013890.36,"08-Sep-2025"
"PAGEIND",43500,43645,42760,43610,42900,-1.63,42493,1826914721.83,"27-May-2026"
"CUMMINSIND",5680.5,5690,5555,5663,5572.5,-1.6,325685,1819445766.2,"17-Jul-2026"
"PETRONET",279.5,279.6,274.65,279.1,274.65,-1.59,2032285,562434873.75,"12-Jun-2026"
"IDEA",14.68,14.75,14.4,14.64,14.43,-1.43,289031803,4193851461.53,"20-Aug-2024"
"NBCC",105,105.03,101.84,104.44,102.96,-1.42,10129934,1046320882.86,"25-Feb-2026"
"MCX",2985.5,3038,2915,2962,2921.5,-1.37,3333640,9924646316.8,"02-Jan-2026"
"GMRAIRPORT",113.8,114.19,111.23,113.53,112.01,-1.34,22065247,2478589195.51,"05-Sep-2024"
"GVT&D",4850,4880.2,4704,4895.7,4830.1,-1.34,1030337,4960609003.35,"21-Aug-2026"
"INDUSTOWER",389,390.8,382.1,388.85,383.7,-1.32,3629743,1395490993.78,"09-Aug-2024"
"KFINTECH",885,894.8,839,881.65,870,-1.32,1477636,1284907936.52,"15-Jul-2026"
"POWERINDIA",34250,34485,33125,34250,33800,-1.31,125021,4224367074.46,"21-Aug-2026"
"YESBANK",24.6,24.66,24.15,24.58,24.26,-1.3,57142326,1389701368.32,"03-Jun-2019"
"ALKEM",5545,5576,5487,5567.5,5499,-1.23,163412,901633880.6,"20-Feb-2026"
"ABB",6950,6961,6830.5,6937,6858,-1.14,264804,1817251874.52,"30-Apr-2026"
