"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ASHOKLEY",143.22,153.45,142.7,138.58,152.2,9.83,69272916,10281486192.72,"03-Jun-2026"
"INOXWIND",83,88.4,82.33,81.1,88.02,8.53,21229167,1827831278.7,"29-Jul-2025"
"SHRIRAMFIN",908,959.1,901.6,886.25,958,8.1,9760441,9092046000.32,"03-Jul-2026"
"CHOLAFIN",1489.4,1577.6,1485,1454.9,1566.3,7.66,3265447,4987578438.86,"21-Jul-2026"
"LTF",263,277,262.95,256.9,275.75,7.34,7369154,1992324475.44,"22-May-2026"
"MOTILALOFS",854.7,890.6,854.45,831.6,888.9,6.89,3169428,2775341322.48,"30-Jan-2026"
"HINDPETRO",377.7,391.1,372,365.7,389.7,6.56,14100531,5370046226.04,"06-Nov-2025"
"TIINDIA",3000,3172.2,3000,2975.3,3166.4,6.42,260594,807476568.4,"10-Feb-2026"
"BANDHANBNK",198,206.17,194.4,193.9,205.98,6.23,10237523,2066955893.7,"14-Aug-2025"
"ABCAPITAL",344.7,359.3,341.9,336.6,356.95,6.05,3057116,1073934279.64,"16-Aug-2018"
"BAJFINANCE",881.2,921,881.1,870.55,920,5.68,11729668,10567961681.28,"30-Jun-2026"
"AUBANK",970.5,1019.45,959.1,963.3,1017.8,5.66,4077611,4057100616.67,"04-Jul-2025"
"BPCL",293.1,303.8,292.55,286.35,302.5,5.64,11278769,3355546565.19,"02-Feb-2026"
"PETRONET",265,275.2,264,263.05,274.6,5.6,3007620,814553724.6,"12-Jun-2026"
"IDFCFIRSTB",73.4,77.39,73.35,72.95,77,5.55,47039199,3558985796.34,"11-Jul-2025"
"MUTHOOTFIN",2955,3051.7,2951.2,2890,3046,5.4,733004,2198117735.12,"17-Apr-2026"
"RVNL",228.5,234,225.1,222.19,233.9,5.27,7558813,1730061119.44,"11-Feb-2026"
"PGEL",467.5,487,465.5,459,482.95,5.22,6143846,2940567572.52,"19-Sep-2025"
"IOC",137,141.45,136.73,134.24,141.2,5.18,18813847,2610985686.66,"12-Mar-2026"
"NUVAMA",1539,1597.9,1521.5,1510.2,1588,5.15,474650,741208693.5,"15-May-2026"
