"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"NESTLEIND",1431.1,1434.9,1370.6,1422.5,1376.5,-3.23,2380729,3320450350.88,"10-Jul-2026"
"OIL",426.85,426.95,414.5,429.35,419.2,-2.36,6568325,2751734075.5,"18-Feb-2026"
"ONGC",250.3,250.85,243.35,252.6,246.95,-2.24,31112657,7646868837.46,"18-Feb-2026"
"PREMIERENE",1070,1084.7,1025.4,1058,1034.6,-2.21,1125401,1182391306.64,"08-May-2026"
"TECHM",1477,1478.6,1425,1465.1,1433.1,-2.18,2460369,3534098635.29,"03-Jul-2026"
"COFORGE",1410,1410.4,1364,1393.8,1370,-1.71,2484998,3425892792.74,"30-Jan-2026"
"PERSISTENT",4920,4945.5,4794,4874,4822,-1.07,410246,1985467566.2,"27-Jan-2026"
"UNOMINDA",1077.9,1086,1031.3,1067.3,1057.7,-0.9,1395251,1466604136.14,"29-May-2026"
"SBILIFE",1742,1744.9,1700.4,1719.1,1705.2,-0.81,1438254,2459802668.58,"06-Mar-2026"
"TATACONSUM",1120.8,1120.8,1096.7,1108.6,1100.7,-0.71,1455068,1604037861.84,"25-May-2026"
"ICICIGI",1721,1721,1671.8,1712.4,1701,-0.67,702448,1185964031.84,"29-May-2026"
"POWERGRID",288.9,288.9,282.7,286.65,284.95,-0.59,5478294,1559177255.34,"09-Feb-2026"
"BAJAJ-AUTO",10226,10250,9922,10114,10074,-0.4,386190,3876741281.7,"29-May-2026"
"DIVISLAB",6719.5,6738.5,6622,6655.5,6633,-0.34,162810,1083516831,"24-Jul-2026"
"COALINDIA",453.35,453.35,439.65,446.2,444.75,-0.32,9946830,4408236119.4,"18-Feb-2026"
"ZYDUSLIFE",1113.2,1118,1101.7,1105.9,1103,-0.26,872151,967599205.44,"24-Jul-2026"
"DRREDDY",1291,1291,1266,1276,1272.9,-0.24,1645027,2095632795.84,"10-Jul-2025"
"HINDALCO",1045,1049,1015.3,1024.3,1021.8,-0.24,9388824,9616972423.2,"08-Aug-2025"
"BHARATFORG",1952,1982.7,1912.2,1942.9,1938.6,-0.22,893592,1733774006.16,"18-Feb-2026"
"ALKEM",5340,5358.5,5283,5301.5,5298.5,-0.06,67310,357891308.6,"20-Feb-2026"
