"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BHEL",416,438.2,416,415.5,433.95,4.44,19967976,8613386127.36,"17-Jul-2026"
"CGPOWER",871.4,898.75,870.2,865.05,897.9,3.8,5431054,4837005313.48,"30-Jan-2026"
"DELHIVERY",450,466.65,449.15,449,466,3.79,4020754,1855537763.46,"20-Sep-2023"
"ADANIPOWER",209.15,217.4,207.3,207.2,215,3.76,70024737,14894961807.27,"22-Sep-2025"
"ZYDUSLIFE",1160,1195.4,1142.1,1150,1189.2,3.41,3168135,3712008735.45,"24-Jul-2026"
"AMBER",7466,7760,7465.5,7466,7701,3.15,610657,4695775239.47,"02-Aug-2024"
"KALYANKJIL",610.6,635.95,609.9,610.6,629.3,3.06,14631430,9154885751,"04-Sep-2025"
"SONACOMS",795,819,795,795,819,3.02,1914972,1552218854.04,"25-Jun-2026"
"ADANIENSOL",1590,1617.7,1581.9,1570.5,1617,2.96,4514708,7250621048,"14-Jun-2024"
"SOLARINDS",20097,20649,20082,20097,20580,2.4,192655,3939933461.6,"28-Jul-2026"
"POWERINDIA",33395,34250,33290,33125,33880,2.28,87939,2971369112.22,"21-Aug-2026"
"LAURUSLABS",1891.3,1930,1878.4,1887,1929.4,2.25,4249869,8111002482.57,"08-May-2026"
"BHARATFORG",2006,2050,2006,2005,2050,2.24,1465432,2978783626.4,"03-Jul-2026"
"TORNTPHARM",4885,4999,4877.5,4890,4999,2.23,317547,1563160037.67,"29-May-2026"
"LICHSGFIN",528.2,543.4,523.4,524.4,535.5,2.12,7375648,3941029995.84,"21-Aug-2026"
"ADANIGREEN",1309.9,1328.5,1302.1,1303.2,1328.5,1.94,811100,1068356587,"14-Jun-2024"
"ADANIENT",3125,3169,3125,3112,3169,1.83,1793570,5653906582.4,"12-Jun-2026"
"PAGEIND",35160,36215,35160,35155,35800,1.83,28033,1005465497.93,"19-Aug-2026"
"KOTAKBANK",415.75,427.7,415,416.7,424.2,1.8,32914085,13967091969.75,"17-Jul-2026"
"GODREJPROP",2035,2095,2023.9,2035.1,2069.4,1.69,1142681,2361601676.32,"28-Jul-2026"
