"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"MANAPPURAM",365.4,369.9,346,365.4,348,-4.76,10434499,3680039107.32,"17-Aug-2026"
"CONCOR",517,518,493.05,517,493.05,-4.63,651195,332389463.85,"04-Aug-2026"
"MUTHOOTFIN",3198.7,3246.5,3059.1,3206.9,3085,-3.8,1120055,3492902718.05,"17-Apr-2026"
"HDFCAMC",2667.9,2691,2559.9,2667.9,2575,-3.48,2101778,5442848379.92,"05-Jun-2026"
"TATAPOWER",359.2,359.2,348.1,364,352,-3.3,16236355,5699934786.3,"23-Jun-2026"
"NMDC",88.5,89.1,85.72,88.21,85.72,-2.82,16189617,1413677356.44,"13-Feb-2026"
"HINDALCO",1060.5,1061.8,1020.05,1053,1024,-2.75,3635432,3751256863.52,"10-Jul-2026"
"HINDZINC",629.5,631.4,610.05,626.5,610.1,-2.62,4838968,2989320871.68,"30-Apr-2026"
"NATIONALUM",399.3,403.35,388,399.3,389.3,-2.5,2903197,1143249946.63,"24-Aug-2026"
"RVNL",220.87,221.8,215.11,221.39,216,-2.43,4589569,1000250667.86,"18-Aug-2026"
"MCX",3330,3362,3270.8,3350,3273,-2.3,2087896,6901394075.28,"28-Aug-2026"
"SBICARD",664.2,665.5,644.45,660.1,645,-2.29,1739414,1132828155.78,"11-Mar-2026"
"HDFCBANK",728.15,728.15,710,727.2,711,-2.23,46515020,33295451316,"19-Jun-2026"
"BANDHANBNK",174,174.5,169.5,173.5,169.7,-2.19,4668712,797882880.8,"17-Aug-2026"
"PAYTM",1720.4,1731,1679,1716,1679,-2.16,3395055,5799738505.95,"-"
"AUBANK",1117.4,1126.8,1088,1113.5,1091,-2.02,898558,988566554.86,"31-Jul-2026"
"M&M",3410,3420,3330,3398.2,3330,-2.01,1853016,6233323462.08,"03-Jul-2026"
"KFINTECH",972.8,976,942.6,976.5,957,-2,1169583,1119068710.23,"15-Jul-2026"
"MFSL",1590,1590.9,1568,1600,1568,-2,732972,1159019304.72,"16-Aug-2024"
"AMBUJACEM",420,422.5,411.05,419.2,411.05,-1.94,1071242,445143900.68,"12-Jun-2026"
