"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"VEDL",270.3,279.7,269,268,279,4.1,23088301,6363135755.6,"30-Apr-2026"
"HINDZINC",582,598.5,579.6,573.9,594.9,3.66,14189716,8397757723.12,"30-Apr-2026"
"BDL",1317,1364.7,1317,1317,1359,3.19,2191062,2963805746.16,"09-Feb-2026"
"CDSL",1345.9,1401.8,1345.9,1345.9,1388.9,3.19,3743675,5171063404,"17-Jul-2026"
"POWERGRID",264.6,275.95,264.2,264.8,272.4,2.87,18031357,4901283459.74,"13-Aug-2026"
"PRESTIGE",1592,1651.3,1590,1585.5,1631,2.87,961947,1557132467.31,"13-Aug-2026"
"ICICIPRULI",502,520.6,501.05,502,515,2.59,1609364,826102634.84,"05-Jun-2026"
"MANAPPURAM",354.5,358.5,351.35,349.25,357.5,2.36,9887894,3521771205.98,"17-Aug-2026"
"HDFCLIFE",542,554.8,537.2,542,554.8,2.36,3328959,1823570450.61,"19-Jun-2026"
"NATIONALUM",388,397.5,384.6,385.6,394.45,2.3,6393431,2519075748.31,"24-Aug-2026"
"GVT&D",4062.8,4217.3,4025,4050.1,4127.2,2.16,1255908,5203804561.68,"21-Aug-2026"
"POWERINDIA",33515,34750,33250,33510,34190,2.04,104122,3567480025,"21-Aug-2026"
"KFINTECH",963,992.4,953.05,961,980,1.98,2711008,2664432882.56,"15-Jul-2026"
"KAYNES",3822,3913.3,3798,3815,3890,1.97,990990,3836924991.9,"08-Sep-2023"
"MCX",3145.1,3211.4,3132,3126,3185,1.89,3473999,11043217501.18,"02-Jan-2026"
"INDUSTOWER",369.7,377.75,369.55,368.8,375.75,1.88,4157306,1557368400.66,"10-Aug-2026"
"AUBANK",1088,1108.2,1083.9,1088,1108.2,1.86,2113659,2326927193.1,"31-Jul-2026"
"PAYTM",1603.3,1638.4,1598,1603.6,1632,1.77,5129938,8336405746.9,"-"
"MUTHOOTFIN",3009.6,3055.1,2995,2970,3022,1.75,1362004,4136447008.12,"17-Apr-2026"
"MOTILALOFS",974,1004,968.55,973.4,990,1.71,1852541,1842704007.29,"30-Jan-2026"
