"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"NATIONALUM",370,370,357.8,382.35,366.8,-4.07,19009227,6917837889.84,"08-May-2026"
"UNOMINDA",1131.3,1137,1085.6,1125.7,1088.7,-3.29,524900,578103864,"29-May-2026"
"VMM",120.95,121.8,116.49,120.7,117.1,-2.98,16045788,1895168020.68,"-"
"HINDALCO",990,990,970,1013.9,984,-2.95,11200461,10959091065.45,"08-Aug-2025"
"HYUNDAI",2040,2040.4,1971.1,2030.1,1975,-2.71,577027,1148543392.15,"05-Aug-2025"
"SOLARINDS",17380,17380,16843,17277,16895,-2.21,115849,1971785893.19,"08-Jul-2025"
"IDEA",14.98,15.02,14.55,14.95,14.62,-2.21,492429596,7243639357.16,"20-Aug-2024"
"JSWSTEEL",1300,1302.5,1269,1296.5,1275,-1.66,1110628,1418582931.84,"08-Jul-2025"
"EXIDEIND",395.05,398.5,387.3,394.85,388.65,-1.57,1129917,441797547,"03-Jul-2026"
"KEI",5469.5,5499,5345,5460.5,5391,-1.27,163833,883146701.49,"28-Jan-2026"
"MFSL",1624,1644,1598.4,1632.6,1612,-1.26,295127,476721594.37,"16-Aug-2024"
"SAIL",182.5,183.41,179.12,182.51,180.31,-1.21,20743356,3756621771.6,"08-Sep-2025"
"AUBANK",1039,1039,1010,1033.6,1022.05,-1.12,1168430,1190209535.2,"04-Jul-2025"
"FORTIS",980.15,981.9,949.05,980.15,969.4,-1.1,1856149,1792483089.3,"25-Jul-2025"
"KALYANKJIL",385,385.6,374.5,383,378.8,-1.1,9372108,3553247306.04,"04-Sep-2025"
"PAYTM",1121.4,1126.7,1098,1121.4,1109.4,-1.07,968998,1075607159.96,"-"
"HDFCLIFE",582,582.5,571.25,581.2,575.2,-1.03,2066303,1187669638.34,"19-Jun-2026"
"ANGELONE",353,353.45,342.9,352.3,348.9,-0.97,6190114,2149269481.94,"27-Mar-2026"
"EICHERMOT",7654,7666,7540.5,7624.5,7552,-0.95,453796,3439070296.2,"01-Aug-2025"
"AMBUJACEM",431.6,431.6,424.1,428.85,425,-0.9,2106091,898289933.32,"12-Jun-2026"
