"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PGEL",494.7,531.75,491.5,492.8,527.6,7.06,13020553,6787614278.9,"19-Sep-2025"
"COFORGE",1419.9,1468.4,1405.1,1402.5,1466.9,4.59,4085487,5894418078.99,"30-Jan-2026"
"SUZLON",56.12,59.24,53.9,55.57,57.93,4.25,292441954,16944086814.76,"03-Sep-2024"
"HCLTECH",1141,1161.9,1137.5,1119.3,1160.5,3.68,8343470,9601915580.1,"24-Apr-2026"
"SBICARD",601.8,626,601.15,600.9,622,3.51,1960494,1211193193.2,"11-Mar-2026"
"PRESTIGE",1478,1527.9,1461.1,1472.5,1520,3.23,1398862,2099747816.48,"03-Sep-2025"
"ICICIGI",1734.4,1790,1732,1734.1,1789.7,3.21,389087,688283230.39,"29-May-2026"
"DLF",618,632,611.7,614.45,632,2.86,5391666,3363914334.06,"28-Jul-2025"
"KAYNES",3124.2,3230,3107,3082.1,3170.1,2.86,1322073,4207880723.67,"08-Sep-2023"
"LTM",3920,4014,3918.1,3897.9,4007.1,2.8,513655,2033313590.6,"25-May-2026"
"BANDHANBNK",213.08,218.13,207.5,210.88,216.75,2.78,14775474,3152642887.38,"14-Aug-2025"
"TATACONSUM",1111.2,1135.8,1107.6,1100.4,1130,2.69,2602426,2934391460.56,"25-May-2026"
"PERSISTENT",4930,5048.5,4906,4890.5,5019,2.63,676099,3375397213.54,"27-Jan-2026"
"DMART",4109,4209,4109,4099,4201.6,2.5,483671,2019872973.23,"09-Aug-2021"
"DIXON",11933,12290,11822,11957,12240,2.37,1091429,13203256727.38,"16-Sep-2025"
"OBEROIRLTY",1682,1713,1666.1,1669.4,1707.7,2.29,777948,1313806361.88,"14-May-2026"
"NTPC",349.75,356.2,348.5,348.1,355.9,2.24,14555184,5143510921.92,"06-Feb-2026"
"BAJAJFINSV",1755,1801.8,1751.1,1750.2,1787,2.1,2043227,3646159013.77,"30-Jun-2026"
"BDL",1220,1241.9,1213.7,1209.7,1235,2.09,948899,1168246492.84,"09-Feb-2026"
"UNITDSPR",1275.8,1302,1268.1,1271.5,1298,2.08,1039955,1340283604.45,"27-Jan-2026"
