"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"INFY",1062.3,1066,1030,1127.5,1054.2,-6.5,45665442,47666501668.44,"10-Jun-2026"
"LTM",3829.9,3842,3756,3998,3840,-3.95,940238,3574154916.54,"25-May-2026"
"ICICIPRULI",518,522.55,498.35,522.1,503.3,-3.6,3733720,1882093577.6,"05-Jun-2026"
"KAYNES",3385,3385,3235,3385.5,3268,-3.47,1012288,3343992179.2,"08-Sep-2023"
"TCS",2105,2138,2059.9,2203.3,2135.9,-3.06,13286502,27758027113.38,"25-May-2026"
"BANDHANBNK",214,214,207.01,214.28,207.9,-2.98,7902818,1655798427.36,"14-Aug-2025"
"BPCL",315,315,305.1,316.3,306.9,-2.97,11322845,3484492320.3,"02-Feb-2026"
"MPHASIS",2174.7,2279,2150,2336.6,2268,-2.94,1187118,2640411597.96,"09-Jul-2025"
"DLF",639,639,619.65,640.7,625,-2.45,4202998,2638053724.68,"28-Jul-2025"
"TECHM",1350,1417.2,1344,1447.7,1414,-2.33,5864187,8114979254.34,"03-Jul-2026"
"HCLTECH",1110,1136,1091.4,1161.8,1135.9,-2.23,10014063,11200028481.09,"24-Apr-2026"
"NAUKRI",987.85,988.5,955,1006.8,984.5,-2.21,2539070,2489304228,"20-Feb-2026"
"HINDPETRO",400.2,400.3,390,401.6,392.75,-2.2,5929061,2334923512.41,"06-Nov-2025"
"BLUESTARCO",1705,1705,1653.2,1706.3,1670,-2.13,502331,839962735.03,"17-Jul-2026"
"UNITDSPR",1348,1348.4,1312,1350.3,1322,-2.1,784253,1038398027.18,"27-Jan-2026"
"PERSISTENT",4700,4844.5,4602,4940.5,4837,-2.09,1504523,7132101010.12,"27-Jan-2026"
"GMRAIRPORT",110.32,110.32,108.21,110.55,108.5,-1.85,23639680,2576488723.2,"05-Sep-2024"
"MUTHOOTFIN",3126,3137.1,3079.8,3182.4,3124.5,-1.82,1096624,3400302036.8,"17-Apr-2026"
"M&M",3110,3130,3059,3136.5,3079.7,-1.81,3408840,10509249189.6,"04-Jul-2025"
"PRESTIGE",1500,1504.8,1473,1527.7,1500.5,-1.78,810768,1210257716.64,"03-Sep-2025"
