"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"CONCOR",490.8,494.9,472.6,512.05,475.25,-7.19,9180116,4410035925.24,"09-Feb-2026"
"RVNL",263.95,266.9,259,272.45,260.1,-4.53,21022452,5530796896.68,"11-Feb-2026"
"KAYNES",3375,3418.1,3260,3400.4,3300,-2.95,2785242,9290397510.36,"08-Sep-2023"
"TORNTPHARM",4572.3,4595.2,4413,4572.6,4447,-2.75,506176,2256507299.2,"29-May-2026"
"JUBLFOOD",438.8,440.2,428.25,438.75,429.05,-2.21,4452681,1923869879.67,"18-Jul-2025"
"DALBHARAT",1822.6,1822.6,1781.6,1822.6,1786,-2.01,291712,525049511.68,"24-Oct-2025"
"ASHOKLEY",164.28,164.3,159.73,164.08,160.8,-2,24236258,3906157701.86,"18-Nov-2025"
"FORCEMOT",20214,20300,19692,20214,19850,-1.8,78890,1575722826.3,"10-Sep-2025"
"MANKIND",2448.4,2457.1,2408.5,2457.5,2415,-1.73,442713,1074743360.19,"08-Aug-2025"
"APOLLOHOSP",8404,8434,8228,8404,8265,-1.65,310581,2577157656.66,"16-Feb-2026"
"WIPRO",206.99,208.69,202.94,206.84,203.49,-1.62,46458415,9570433490,"05-Jun-2026"
"AMBER",7445.5,7477.5,7286,7461.5,7340.5,-1.62,312560,2301504304,"02-Aug-2024"
"HINDPETRO",403.2,403.3,396.7,403.35,397,-1.57,4241199,1694274176.52,"06-Nov-2025"
"BHARTIARTL",1874,1874,1844.8,1874.8,1847,-1.48,5803034,10770895346.72,"18-Jul-2025"
"CHOLAFIN",1598.5,1598.9,1562.2,1591,1568,-1.45,866674,1364734214.32,"05-Feb-2026"
"360ONE",1152,1152,1121.7,1142.4,1126,-1.44,762091,864180710.36,"27-Apr-2026"
"TRENT",4290,4310.3,4230,4300,4238.9,-1.42,562260,2400428505,"12-Jun-2026"
"CROMPTON",293.5,293.6,288,293.5,289.5,-1.36,1511338,438121772.82,"24-Jul-2025"
"LUPIN",2287.2,2294,2250,2287.2,2256,-1.36,889172,2012338503.52,"25-Jul-2025"
"RECLTD",344,344.45,336.3,342.2,337.95,-1.24,3913330,1329593000.8,"20-Mar-2026"
