"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"TCS",2320,2457.4,2316.2,2297.4,2451.1,6.69,11306127,27350425703.16,"25-May-2026"
"INFY",1232.5,1278.9,1232.5,1202.5,1270,5.61,36032600,45518902602,"10-Jun-2026"
"TATAELXSI",4301,4542.8,4301,4302.9,4531,5.3,940780,4207375131.6,"11-Jun-2025"
"HCLTECH",1210,1257,1202.2,1195.1,1244.9,4.17,7663067,9477681265.6,"24-Apr-2026"
"LTM",4222.6,4360,4183.1,4196.1,4358,3.86,747291,3226137449.01,"25-May-2026"
"MPHASIS",2323.2,2430.5,2323,2310.5,2395,3.66,1126516,2688340312.72,"09-Jul-2025"
"EXIDEIND",390.3,408,385,392.25,406,3.51,7426529,2961105642.88,"03-Jul-2026"
"COFORGE",1472.2,1554,1462,1461.2,1506,3.07,10654328,16201077700.08,"30-Jan-2026"
"COCHINSHIP",1425,1476.2,1409,1429.4,1473,3.05,1104916,1599995712.12,"03-Feb-2026"
"PRESTIGE",1354.1,1403.3,1343.8,1358.2,1398,2.93,382252,527446599.68,"03-Sep-2025"
"NMDC",92.79,97.24,92.3,92.37,95,2.85,102137637,9768443602.68,"13-Feb-2026"
"KPITTECH",789.05,826,783,786.1,808,2.79,3897702,3166726966.92,"04-Feb-2026"
"HAVELLS",1133,1177.7,1123.6,1143.2,1175,2.78,1283197,1493615644.06,"22-May-2026"
"KALYANKJIL",343.95,353.9,338.1,343.95,353.1,2.66,9500123,3308132831.06,"04-Sep-2025"
"KAYNES",3080,3208.5,3072.2,3100.2,3180,2.57,1065545,3356818379.85,"08-Sep-2023"
"PGEL",470.2,483,462.05,470.4,482,2.47,2191302,1032979762.8,"19-Sep-2025"
"BLUESTARCO",1533.1,1586.6,1508.1,1544.8,1581.7,2.39,428890,666945394.5,"18-Jul-2025"
"VBL",518,538,515.15,525.5,537.9,2.36,8512936,4529562986.88,"30-Apr-2026"
"MOTHERSON",141.4,145.33,140.56,141.77,145,2.28,25070101,3585275144.01,"27-Mar-2026"
"ANGELONE",334.6,344.75,331.9,335.6,342.9,2.18,6132413,2087350736.94,"27-Mar-2026"
