"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"IRFC",94,94.75,91.91,98.67,91.93,-6.83,80616106,7531156622.52,"13-Mar-2026"
"GVT&D",5350.5,5379,5000,5404,5040,-6.74,1220619,6253353198.9,"21-Aug-2026"
"POWERINDIA",35935,35940,33680,36090,33800,-6.35,226838,7828263310.06,"21-Aug-2026"
"CGPOWER",936,944.95,912,950.5,917,-3.52,3996660,3707621548.8,"30-Jan-2026"
"SIEMENS",3688,3710.4,3550.1,3685.9,3558,-3.47,326149,1174495163.9,"07-Apr-2025"
"CUMMINSIND",5752.5,5775.5,5535.5,5735.5,5559.5,-3.07,425435,2397730388.25,"17-Jul-2026"
"HAL",4490.1,4505.6,4309.1,4500.2,4366,-2.98,975559,4294322917.69,"18-Feb-2026"
"TIINDIA",3274.8,3335.2,3161.1,3257.6,3161.1,-2.96,481940,1564695320.4,"07-Aug-2026"
"ABB",7174.5,7199,6935,7158.5,6950,-2.91,280561,1971993128.75,"30-Apr-2026"
"KEI",5589,5605.5,5401,5576,5421.5,-2.77,276743,1508924602.92,"28-Jan-2026"
"BAJAJ-AUTO",9838,9910,9732,10025,9755,-2.69,426013,4175140406.5,"24-Jun-2026"
"POLYCAB",9900,9939.5,9675,9920.5,9700,-2.22,338045,3300722086.75,"19-Jun-2026"
"NATIONALUM",353,356.2,347.5,355.4,347.5,-2.22,14258769,4999979937.54,"08-May-2026"
"NTPC",362.85,364.05,355.5,364.6,356.65,-2.18,12770898,4583603001.18,"06-Feb-2026"
"MANKIND",2533.5,2568,2465.5,2528.6,2475,-2.12,579219,1449785157,"08-Aug-2025"
"HDFCAMC",2671,2690,2621,2680,2625.5,-2.03,538871,1423993561.05,"05-Jun-2026"
"SWIGGY",250.05,250.05,239.7,249.85,244.8,-2.02,25785563,6290130238.22,"-"
"SOLARINDS",18227,18370,17764,18227,17860,-2.01,84136,1514426966,"08-Jul-2025"
"MARUTI",13440,13440,13201,13451,13209,-1.8,327495,4348118365.5,"07-Aug-2026"
"TATASTEEL",192.8,193.38,189.59,193.56,190.15,-1.76,51305789,9793249004.32,"12-Jun-2026"
