"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ADANIPOWER",221,234.6,220.31,219.32,234.12,6.75,73847208,16930949378.16,"22-Sep-2025"
"EICHERMOT",7237,7432,7215,6981.5,7432,6.45,1354536,9969506868.24,"01-Aug-2025"
"UNIONBANK",162,169.46,161.91,160.72,169.3,5.34,19110578,3184204506.36,"25-Jul-2025"
"ADANIENT",2739.8,2858.8,2739.3,2717.3,2847,4.77,3277924,9232141829.04,"12-Jun-2026"
"GAIL",162.92,170.7,162.7,160.77,168.41,4.75,36426464,6142958888.96,"05-Feb-2026"
"CANBK",130.8,134.2,130,128.23,134.09,4.57,27988813,3704319400.55,"12-Jun-2026"
"SAMMAANCAP",163.6,169.18,161.75,161.46,168.51,4.37,41737350,6962624727,"20-Sep-2024"
"BANKINDIA",141.6,146.5,141.15,139.92,146.02,4.36,12177599,1755035567.88,"29-May-2026"
"BPCL",305,309,304.05,295.6,308.3,4.3,14530864,4460975248,"02-Feb-2026"
"PETRONET",275,284.25,275,272.35,282.9,3.87,1717013,484077475.09,"14-Nov-2025"
"ASHOKLEY",160.1,165.8,160.1,158.21,164.27,3.83,30680951,5018483155.07,"18-Nov-2025"
"PNB",103.6,106.5,103.5,102.66,106.49,3.73,23250421,2445944289.2,"12-Jun-2026"
"HINDPETRO",403,412.55,402.2,389.65,403.65,3.59,10214359,4144986882.2,"06-Nov-2025"
"GLENMARK",2268.1,2363.4,2268.1,2259.1,2338,3.49,809409,1891499798.01,"03-Oct-2025"
"UPL",636.9,654.55,636.85,632,654,3.48,1467073,949871084.58,"11-Jul-2025"
"LTF",272.5,280.8,272.5,270.15,279.5,3.46,4498651,1252244492.36,"22-May-2026"
"ADANIGREEN",1381,1420.7,1365.8,1362.3,1409,3.43,4194567,5854273270.56,"14-Jun-2024"
"CHOLAFIN",1566,1600,1548.5,1539.8,1592,3.39,1668255,2640180363,"05-Feb-2026"
"IOC",144.06,145.3,143.15,139.47,144,3.25,24525241,3537520761.84,"12-Mar-2026"
"SRF",2661,2724,2655.4,2639.4,2724,3.21,170564,458851272.8,"27-Jan-2026"
