"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"TRENT",2905,3115,2905,2897.8,3108,7.25,5645225,17150475811.25,"12-Jun-2026"
"BDL",1236.5,1313.4,1232.1,1236.7,1312,6.09,2460322,3157798683.78,"09-Feb-2026"
"COCHINSHIP",1432.8,1515,1432.1,1431.6,1512,5.62,2340067,3453845289.32,"03-Feb-2026"
"HAL",4276.5,4485,4270,4255.8,4484,5.36,1421845,6237818854.85,"18-Feb-2026"
"GVT&D",4900,5176,4898.5,4872.5,5130,5.28,887332,4508090226,"22-Aug-2025"
"YESBANK",23.9,25.46,23.9,23.89,25.14,5.23,394351584,9846959052.48,"03-Jun-2019"
"DIXON",12325,12888,12325,12235,12840,4.94,1686325,21473949225.25,"16-Sep-2025"
"KEI",5430,5673,5410.5,5386.5,5641,4.72,440733,2462683784.1,"28-Jan-2026"
"BLUESTARCO",1634,1709,1632.1,1621.4,1696,4.6,1266953,2141213917.65,"17-Jul-2026"
"CROMPTON",266,276.9,266,264.7,276,4.27,3805049,1041518012.28,"24-Jul-2026"
"KFINTECH",880,903.3,865.05,861.75,898,4.21,2369203,2104136568.36,"22-Aug-2025"
"NUVAMA",1665.5,1735.2,1663.2,1660.7,1729.5,4.14,886482,1513854176.22,"15-May-2026"
"SOLARINDS",16899,17599,16832,16899,17597,4.13,119709,2068557154.92,"08-Jul-2025"
"MAZDOCK",2474,2564.6,2471.4,2467.4,2561,3.79,1475743,3719979167.25,"13-Feb-2026"
"NYKAA",273.65,282.35,273.15,272.15,282.15,3.67,9414746,2634434225.72,"10-Nov-2022"
"NBCC",109.4,113.2,108.82,109.14,113.01,3.55,27859510,3099927677.7,"25-Feb-2026"
"BEL",407,422.4,406.15,407.55,422,3.55,24506595,10154552704.2,"06-Mar-2026"
"POLYCAB",9600,9987.5,9600,9591.5,9920,3.42,591839,5836207236.46,"19-Jun-2026"
"POWERINDIA",34745,36070,34740,34740,35920,3.4,126662,4495007655.02,"13-Aug-2025"
"PGEL",527.45,550.55,527,527.45,545,3.33,5646131,3065962055.62,"19-Sep-2025"
