"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"NATIONALUM",334.05,350.65,334.05,332.15,346.5,4.32,37724734,13000320583.74,"08-May-2026"
"VEDL",270.5,287.4,270.5,273.45,285,4.22,57647547,16173019310.85,"30-Apr-2026"
"KEI",5294,5600,5155,5268,5475,3.93,1621316,8745265011.88,"28-Jan-2026"
"TORNTPHARM",4516.2,4742.9,4506.1,4516.2,4648.9,2.94,2069992,9593584923.2,"29-May-2026"
"NHPC",78.52,82.1,78.44,79.4,81.61,2.78,85760641,6939751069.72,"10-Feb-2026"
"BHEL",402.7,416.4,393.85,402.7,413.9,2.78,45313478,18616589301.52,"01-Aug-2025"
"POLYCAB",9664,9972,9420.5,9531,9790,2.72,1261915,12259971133.55,"19-Jun-2026"
"MCX",2822,2940,2809,2831.7,2905,2.59,8791691,25384249424.3,"02-Jan-2026"
"LAURUSLABS",1450,1531.2,1450,1450,1487.6,2.59,12321744,18392420833.92,"08-May-2026"
"BHARATFORG",2145.3,2238,2096.1,2145.3,2199.4,2.52,7505450,16154430362,"03-Jul-2026"
"LUPIN",2350,2426.5,2343.6,2343.5,2400.6,2.44,2044185,4899359515.05,"25-Jul-2025"
"NAM-INDIA",1129.5,1172.3,1129.5,1139,1166.5,2.41,1441770,1669987773.3,"25-Jun-2026"
"MAXHEALTH",1125,1159,1117.45,1123.35,1150,2.37,4106274,4712852795.28,"03-Jul-2026"
"IDEA",14.1,14.51,13.83,14.06,14.38,2.28,1039440837,14843215152.36,"20-Aug-2024"
"DRREDDY",1388.4,1414.9,1355.8,1350.5,1381,2.26,8857211,12325694827.6,"10-Jul-2025"
"SOLARINDS",17429,17901,17274,17428,17801,2.14,430870,7636584766.8,"08-Jul-2025"
"POWERINDIA",34005,35360,33120,33965,34685,2.12,413158,14286140139.78,"21-Aug-2026"
"LICI",421,432.35,421,423.35,431.8,2,4278076,1831572677.88,"25-Jun-2026"
"ZYDUSLIFE",1104.7,1125.3,1099,1101.4,1123,1.96,1976891,2210658360.75,"24-Jul-2026"
"CGPOWER",960.1,965.35,936.3,942.1,960,1.9,12311661,11726733985.89,"30-Jan-2026"
