"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PERSISTENT",4500,4512,4265,4841.5,4292,-11.35,6170867,27092019098.77,"27-Jan-2026"
"ASTRAL",1417,1423,1339,1486.9,1370,-7.86,3768791,5171572698.11,"11-Nov-2025"
"SUPREMEIND",3397.7,3413,3176,3421.9,3193,-6.69,669253,2161406103.74,"25-Jun-2026"
"PIIND",2684.9,2695.7,2553.3,2684.9,2567.7,-4.37,649573,1681185864.22,"23-Feb-2026"
"HINDPETRO",405.3,406.85,388.5,409.25,391.4,-4.36,10317020,4071405602.6,"14-Aug-2026"
"KPITTECH",738.9,743.8,708.05,742.6,711.9,-4.13,1861006,1334211031.58,"04-Feb-2026"
"WAAREEENER",3020,3020,2836,3009.4,2886,-4.1,3058476,8825813608.44,"24-Oct-2025"
"SBICARD",624.6,627.65,600.2,624.85,600.95,-3.82,3444158,2086126500.6,"11-Mar-2026"
"UNOMINDA",1140,1141.1,1086.6,1136.5,1095.1,-3.64,1742483,1918909403.75,"29-May-2026"
"HYUNDAI",1960,1978.7,1884.3,1969.4,1901,-3.47,727120,1394499820.8,"05-Aug-2025"
"KAYNES",3264.6,3269.8,3140,3264.7,3158.1,-3.27,1115298,3569611625.82,"08-Sep-2023"
"AMBER",7684,7694.5,7400,7659,7433,-2.95,321885,2412122499.9,"02-Aug-2024"
"KOTAKBANK",402.5,404.85,394.1,409,397,-2.93,37210245,14818980071.25,"14-Jan-2026"
"IOC",143.3,143.41,138.9,143.89,139.72,-2.9,14942414,2094029897.96,"12-Mar-2026"
"BPCL",308.7,309,299.75,309.75,300.8,-2.89,11893768,3590371746.16,"02-Feb-2026"
"UPL",590.5,593.6,564.1,590.5,574.4,-2.73,13423996,7665638675.84,"11-Jul-2025"
"NBCC",107,107.48,104.09,107.17,104.36,-2.62,20141614,2116279382.98,"25-Feb-2026"
"TVSMOTOR",3542.4,3578,3436.6,3569.7,3479.1,-2.54,4095846,14192270223.84,"30-Mar-2026"
"DIVISLAB",6700,6735,6535.5,6713.5,6547,-2.48,474515,3150314575.3,"24-Jul-2026"
"M&M",3143.4,3174.3,3085.5,3182.2,3105,-2.43,3700623,11531733367.68,"03-Jul-2026"
