"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"CUMMINSIND",5414,6099,5402.5,5418.5,6069,12.01,1722257,10056310290.71,"11-Feb-2026"
"EXIDEIND",365,397.4,364.15,366.25,394.6,7.74,24044067,9349054571.61,"03-Jul-2026"
"SWIGGY",254.9,272.3,254.6,253.9,271.55,6.95,27066874,7231456726.58,"-"
"CGPOWER",882.55,938,882,879.15,937,6.58,9258442,8519710912.82,"30-Jan-2026"
"ABB",6841.5,7244,6808,6804,7215,6.04,636096,4501963079.04,"30-Apr-2026"
"SIEMENS",3569.7,3909.9,3543.3,3677.2,3897.9,6,1738785,6585509084.7,"07-Apr-2025"
"TIINDIA",3050,3224.9,3050,3039.1,3220,5.95,647171,2056114040.68,"10-Feb-2026"
"SUZLON",54.85,58.1,54.42,54.58,57.75,5.81,227743994,12819709422.26,"03-Sep-2024"
"ADANIENSOL",1485,1558.8,1475.1,1463.3,1546,5.65,7841654,11976087654.96,"14-Jun-2024"
"MOTHERSON",136,146.7,134.65,135.82,143,5.29,50081155,6985820310.95,"27-Mar-2026"
"GVT&D",4869,5183.5,4849,4848.3,5098,5.15,1339313,6775758577.69,"22-Aug-2025"
"JSWENERGY",582,608.9,579.1,576,604.9,5.02,10917946,6520088171.74,"05-Jun-2026"
"TMPV",385.8,404,383.7,385.6,403.05,4.53,16294483,6429477102.14,"14-Oct-2025"
"OFSS",9950,10380.5,9911,9882,10305,4.28,450281,4593766762,"07-May-2026"
"HINDALCO",1118.3,1154,1118.3,1103.8,1150.5,4.23,7559468,8661865218.44,"08-Aug-2025"
"NATIONALUM",421.2,437.75,420.25,416.2,433.5,4.16,15519188,6702426913.44,"08-May-2026"
"POWERINDIA",36220,37695,35985,35995,37430,3.99,284771,10546869882.72,"13-Aug-2025"
"NBCC",95.55,99.86,95.55,95.55,99.2,3.82,27016586,2659512725.84,"25-Feb-2026"
"PREMIERENE",1024,1056,1015.8,1016.8,1054.7,3.73,4606992,4789336743.36,"08-May-2026"
"SAMMAANCAP",168.2,175.5,168.01,167.71,173.12,3.23,33567073,5802404238.78,"20-Sep-2024"
