"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"CROMPTON",270,270,248.3,270,249.95,-7.43,22612213,5710488271.02,"24-Jul-2026"
"BAJFINANCE",1113,1113,1074.5,1144.8,1078,-5.84,15608983,17017537625.92,"30-Jun-2026"
"CHOLAFIN",1913.9,1922,1862.8,1940,1866.2,-3.8,1617799,3051185091.99,"21-Jul-2026"
"BAJAJFINSV",2050,2050,1988,2086,2008.9,-3.7,2416068,4850618920.2,"30-Jun-2026"
"BLUESTARCO",1563.8,1595,1497,1571,1514,-3.63,2392092,3648897136.8,"17-Jul-2026"
"TRENT",3106.5,3106.5,2985.6,3107.1,2997,-3.54,2467715,7452203174.2,"12-Jun-2026"
"ABCAPITAL",419,420.5,404.7,421.5,408.05,-3.19,4838751,1977839471.25,"16-Aug-2018"
"SWIGGY",288.9,288.95,278.25,288.65,280.75,-2.74,26291055,7414077510,"-"
"LTF",316.65,316.9,305.6,316.65,308,-2.73,4812563,1486985715.74,"22-May-2026"
"GODREJCP",1077,1087.2,1032.3,1077.3,1050,-2.53,2659612,2804720430.72,"12-May-2026"
"ICICIBANK",1451,1455,1418.2,1457.5,1421,-2.5,14392450,20626683642,"03-Aug-2026"
"JIOFIN",263.1,263.4,256.8,263.1,256.8,-2.39,10847309,2812924169.88,"10-Aug-2026"
"BIOCON",430,436.2,425.3,436.6,426.35,-2.35,5264943,2257502259.54,"03-Jul-2026"
"SHRIRAMFIN",1134,1134,1109,1141,1115,-2.28,3239485,3620480830.85,"03-Jul-2026"
"NAM-INDIA",1193.3,1193.3,1163.1,1200,1176,-2,688854,809837428.02,"25-Jun-2026"
"AUBANK",1084.9,1088.1,1067,1087.6,1067,-1.89,751930,810287287.3,"31-Jul-2026"
"ANGELONE",297.05,298.75,289.05,297.1,292,-1.72,4093490,1194439447.1,"21-Jul-2026"
"GAIL",175.81,176.28,171.89,176.4,173.63,-1.57,7002499,1211712426.96,"05-Feb-2026"
"GVT&D",4366.7,4398,4270.1,4366.7,4299,-1.55,758662,3279362014.72,"21-Aug-2026"
"PIDILITIND",1675,1675,1648.1,1686,1660,-1.54,917301,1523306732.64,"23-Jul-2026"
