"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"HINDZINC",605,632,600.15,592.6,626.5,5.72,19983225,12412380376.5,"30-Apr-2026"
"SAIL",185.95,196.5,182.4,184.59,194.9,5.59,44553300,8490076848,"08-Sep-2025"
"MAHABANK",82.49,87,82,81.7,85.6,4.77,56264531,4797676558.37,"05-Jun-2026"
"VEDL",275.5,287,273.25,275,286.5,4.18,24161109,6826962959.04,"30-Apr-2026"
"ATHERENERG",1445,1494.6,1442.9,1439.4,1494.6,3.83,4256363,6287712241.75,"-"
"KOTAKBANK",402.5,417.45,401,401.6,416.7,3.76,20168995,8327778035.5,"17-Jul-2026"
"GVT&D",4185,4368.9,4170.5,4185,4340,3.7,998745,4279572387.75,"21-Aug-2026"
"LICHSGFIN",506,526.9,506,506,524.4,3.64,6509187,3393890101.8,"21-Aug-2026"
"DIVISLAB",8739.5,9043,8701,8744.5,9025,3.21,708128,6325077190.08,"24-Jul-2026"
"MOTILALOFS",1020,1048.8,1010.65,1011.5,1040,2.82,1931146,2001594206.08,"30-Jan-2026"
"CDSL",1395,1444.8,1395,1394.8,1434,2.81,3818012,5448799465.56,"17-Jul-2026"
"NMDC",86,88.9,85.74,85.94,88.21,2.64,26181347,2294795064.55,"13-Feb-2026"
"ASHOKLEY",175.57,179.5,175.41,174.69,179.05,2.5,17868582,3176497822.14,"03-Jun-2026"
"KAYNES",3943.6,4117.9,3938,3936,4032,2.44,1736408,7028232928.56,"08-Sep-2023"
"POLICYBZR",1806.3,1875,1806.3,1798.3,1840,2.32,2221774,4115636375.34,"-"
"SAGILITY",43.3,46.1,43.3,43.02,44,2.28,95051180,4267797982,"07-Aug-2026"
"ZYDUSLIFE",1127.4,1150.5,1117.8,1124.5,1150,2.27,1401027,1598221550.25,"24-Jul-2026"
"BAJAJHLDNG",11270,11540,11223,11290,11540,2.21,34213,389910507.28,"30-Jun-2026"
"GODFRYPHLP",2106,2163.9,2105.9,2107,2153.3,2.2,305495,655861105.6,"11-Aug-2026"
"MCX",3300,3355,3243.3,3280,3350,2.13,2328150,7694465905.5,"28-Aug-2026"
