"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PERSISTENT",4678.6,4977.9,4665,4702.1,4960,5.48,572955,2778436411.05,"27-Jan-2026"
"COFORGE",1282.1,1351.8,1274.6,1282.1,1348.1,5.15,4392898,5827442770.88,"30-Jan-2026"
"OFSS",9015,9464.5,8949.5,9015,9455,4.88,332444,3083271824.64,"07-May-2026"
"TECHM",1363.7,1437.7,1363.7,1370.5,1437,4.85,6204623,8673566584.16,"03-Jul-2026"
"SOLARINDS",17509,18089,17227,17314,18011,4.03,688909,12257620055.2,"08-Jul-2025"
"POLICYBZR",1694.6,1752.7,1674,1688.3,1749,3.6,2212164,3810142787.04,"-"
"MPHASIS",2075.5,2158.1,2063.6,2083.2,2155,3.45,572487,1215046408.8,"09-Jul-2025"
"LTM",3968.4,4094.5,3947.4,3968.4,4094.5,3.18,446765,1807428016.35,"25-May-2026"
"BSE",3940,4134,3940,4000.6,4119,2.96,5053942,20505005100.66,"10-Jul-2026"
"JSWENERGY",521,531,508.1,515.05,530,2.9,5849655,3036906889.8,"05-Jun-2026"
"VMM",118.9,122.4,117.72,118.99,122,2.53,17147994,2068905476.1,"-"
"INFY",1119,1146.1,1118,1119,1145.6,2.38,12096377,13729025003.69,"10-Jun-2026"
"ADANIENSOL",1295,1334.5,1248.2,1303.6,1330.2,2.04,4008711,5175326075.22,"14-Jun-2024"
"VOLTAS",1205.7,1255.4,1198.6,1230.7,1254.9,1.97,1502867,1850029277,"20-Jun-2025"
"VBL",503.8,514.7,494.3,503.8,513.65,1.96,4593884,2326021285.72,"30-Apr-2026"
"PAGEIND",36640,37590,36210,36820,37540,1.96,13482,500629937.22,"11-Feb-2026"
"BHARTIARTL",1904.8,1953.8,1890.4,1905.4,1937.1,1.66,13888648,26849256540.64,"18-Jul-2025"
"DLF",560.75,575,554,566.75,574.85,1.43,3510805,1980445100.5,"28-Jul-2025"
"SUNPHARMA",1878.2,1911,1865,1878.2,1904,1.37,3456331,6548606655.77,"05-Feb-2026"
"WIPRO",190.99,192.75,189.2,190,192.49,1.31,16327369,3122119500.18,"27-Jan-2026"
