SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
PNBHOUSING,"1,182.10","205","1,175.00","1,182.00","4","-","-","-0.10","-0.01","1,182.00","590","0.07","22,175.17","-","-","1,211.50","729.60"
GRASIM,"3,302.40","96","3,302.40","3,309.40","3","-","-","-","-","3,302.40","203","0.07","1,24,256.48","-","-","3,411.10","2,502.50"
HAVELLS,"1,150.00","249","1,147.00","1,150.00","363","-","-","-3.00","-0.26","1,147.00","576","0.07","28,825.71","-","-","1,621.10","1,123.60"
MANKIND,"2,318.00","13","2,318.00","2,329.90","5","-","-","-","-","2,318.00","281","0.07","26,169.52","-","-","2,674.00","1,909.70"
SONACOMS,"788.00","1,048","785.00","785.60","247","-","-","-2.05","-0.26","785.95","792","0.06","35,244.66","-","-","844.00","402.30"
JUBLFOOD,"475.40","250","472.50","473.00","491","-","-","-2.40","-0.50","473.00","1,301","0.06","18,462.27","-","-","667.75","408.55"
PETRONET,"290.95","400","289.80","290.95","35","-","-","-","-","290.95","2,053","0.06","21,741.69","-","-","326.40","235.35"
TATAELXSI,"3,497.00","429","3,505.00","3,510.00","2","-","-","8.00","0.23","3,505.00","169","0.06","12,033.73","-","-","5,950.00","3,353.90"
UPL,"573.00","586","575.00","575.50","588","-","-","2.50","0.44","575.50","1,024","0.06","32,184.18","-","-","812.20","557.95"
SAGILITY,"45.95","29,955","45.90","45.92","440","-","-","-0.05","-0.11","45.90","12,546","0.06","10,539.56","-","-","57.89","35.83"
CONCOR,"503.90","2,599","503.00","503.70","19","-","-","-0.90","-0.18","503.00","1,140","0.06","17,315.92","-","-","569.80","421.45"
DABUR,"375.50","16","375.10","375.25","89","-","-","-0.25","-0.07","375.25","1,493","0.06","22,096.10","-","-","551.65","373.75"
UNITDSPR,"1,440.00","67","1,431.80","1,432.80","42","-","-","-8.20","-0.57","1,431.80","391","0.06","42,177.34","-","-","1,563.40","1,210.80"
SRF,"2,546.00","20","2,536.00","2,546.00","44","-","-","-","-","2,546.00","218","0.06","36,873.02","-","-","3,210.00","2,355.00"
MARICO,"806.00","10","806.10","806.55","321","-","-","0.55","0.07","806.55","670","0.05","42,573.78","-","-","889.10","690.30"
KFINTECH,"922.50","134","922.50","922.60","21","-","-","-","-","922.50","542","0.05","12,302.26","-","-","1,215.00","784.95"
INDUSTOWER,"376.45","75","376.10","376.45","207","-","-","-","-","376.45","1,280","0.05","48,368.82","-","-","481.50","334.90"
LTF,"312.50","32","311.10","311.15","60","-","-","-1.40","-0.45","311.10","1,481","0.05","26,476.15","-","-","338.60","230.71"
DELHIVERY,"453.80","28","452.80","453.80","543","-","-","-1.00","-0.22","452.80","988","0.04","25,301.51","-","-","524.00","374.45"
CROMPTON,"231.02","100","230.65","230.80","155","-","-","-0.22","-0.10","230.80","1,855","0.04","14,785.57","-","-","335.00","217.40"
PREMIERENE,"990.00","826","990.00","995.00","65","-","-","-","-","990.00","407","0.04","11,728.39","-","-","1,134.00","660.00"
CIPLA,"1,395.00","100","1,393.00","1,393.40","373","-","-","-1.60","-0.11","1,393.40","285","0.04","78,186.33","-","-","1,673.00","1,165.70"
PAGEIND,"35,825.00","2","35,670.00","35,700.00","12","-","-","-125.00","-0.35","35,700.00","10","0.04","22,457.62","-","-","45,890.00","29,805.00"
TORNTPHARM,"4,914.00","1","4,885.00","4,900.00","4","-","-","-14.00","-0.28","4,900.00","68","0.03","71,676.81","-","-","5,250.00","3,480.60"
FORTIS,"910.00","55","908.05","908.20","20","-","-","-1.95","-0.21","908.05","312","0.03","47,187.89","-","-","1,104.30","766.80"
PGEL,"559.55","51","557.15","557.85","126","-","-","-1.70","-0.30","557.85","473","0.03","9,024.55","-","-","644.40","436.55"
JINDALSTEL,"1,147.90","21","1,147.90","1,149.70","100","-","-","-","-","1,147.90","159","0.02","42,402.77","-","-","1,306.20","977.10"
UNOMINDA,"1,241.70","661","1,240.00","1,241.00","200","-","-","-1.70","-0.14","1,240.00","112","0.01","22,491.41","-","-","1,382.00","994.00"
TIINDIA,"2,683.00","75","2,683.00","2,683.40","186","-","-","0.40","0.01","2,683.40","29","0.01","28,592.39","-","-","3,419.90","2,164.90"
OBEROIRLTY,"1,847.50","62","1,852.00","1,855.00","17","-","-","4.50","0.24","1,852.00","40","0.01","21,738.22","-","-","1,986.10","1,391.20"
