"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"POWERINDIA",32085,32085,30400,33775,31045,-8.08,684714,21367924575.12,"21-Aug-2026"
"GVT&D",4581.6,4581.6,4320,4822.8,4445,-7.83,3832553,16995992835.92,"21-Aug-2026"
"CGPOWER",911.4,926,887.1,959.4,894.4,-6.78,24732145,22332879613.55,"30-Jan-2026"
"POLICYBZR",1620,1620.2,1545.5,1682.1,1586,-5.71,23208962,36939151829.58,"-"
"DMART",4090,4090,3982.7,4187,3990,-4.71,1901310,7608643344.9,"09-Aug-2021"
"BHEL",402,403.2,383,401.95,383.4,-4.62,29608874,11557527877.16,"01-Aug-2025"
"MCX",2949.4,2949.4,2800,2923.2,2804.1,-4.07,3916977,11172236818.02,"02-Jan-2026"
"TIINDIA",3106.1,3114.9,2925.4,3090.6,2976,-3.71,601938,1789284782.52,"07-Aug-2026"
"UNIONBANK",168.79,168.79,161.6,174.35,163.09,-3.7,33777663,5510825718.45,"03-Jul-2026"
"BANKBARODA",258.25,258.25,250,260.25,253,-2.79,39345727,9931254952.07,"05-Jun-2026"
"BANDHANBNK",206.12,206.12,198.36,205.1,199.46,-2.75,5565751,1122389346.66,"14-Aug-2025"
"JSWENERGY",567.8,569.5,549.2,565.35,550,-2.72,3196718,1775904717.72,"05-Jun-2026"
"FORCEMOT",19480,19604,18613,19367,18898,-2.42,183601,3468731464.77,"10-Sep-2025"
"MARICO",873,873,835.1,856,835.5,-2.39,5349026,4535278674.62,"30-Jul-2026"
"INOXWIND",90.15,90.52,87.54,89.96,87.94,-2.25,7728023,686712123.78,"29-Jul-2025"
"NYKAA",314,316.9,305.6,314,307.4,-2.1,5087402,1593170810.32,"10-Nov-2022"
"ICICIPRULI",496.95,500.45,483.7,495.95,485.8,-2.05,2883216,1403491884.48,"05-Jun-2026"
"INDIANB",818,820.5,789.5,815.1,798.95,-1.98,5028431,4018319780.72,"10-Jun-2026"
"RADICO",3979,3984,3880.6,3972.4,3898,-1.87,203961,800826351.57,"24-Jul-2026"
"IDEA",14.5,14.58,14.2,14.48,14.22,-1.8,310548314,4465684755.32,"20-Aug-2024"
