"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"NAUKRI",1032,1167.15,1029,1025.15,1157.95,12.95,16707549,18819550269.09,"24-Jul-2026"
"SWIGGY",250.05,267.4,249.99,248.37,266.19,7.17,32937738,8603995920.36,"-"
"JUBLFOOD",439.2,457.4,430.15,438.25,455.7,3.98,10879295,4890460688.4,"18-Jul-2025"
"HAVELLS",1182,1228.9,1177.1,1181.5,1225,3.68,1375962,1668395203.86,"22-May-2026"
"PERSISTENT",4730,4901.9,4730,4715.8,4889,3.67,1301127,6284261252.22,"27-Jan-2026"
"MPHASIS",2328,2403,2313.6,2307.2,2380.7,3.19,1240074,2929637622.78,"08-Jul-2026"
"HCLTECH",1135,1175,1134,1134.2,1170,3.16,5179529,6024620951.64,"24-Apr-2026"
"LTM",3735,3884.6,3735,3727.5,3843.7,3.12,662446,2548568875.66,"25-May-2026"
"TECHM",1398.5,1463.3,1398.5,1406.5,1447,2.88,4066916,5882671986.52,"03-Jul-2026"
"INFY",1040.6,1087.5,1040.6,1042.2,1071.9,2.85,18866296,20279758896.32,"10-Jun-2026"
"SBILIFE",1773,1848,1773,1787.7,1835,2.65,1702487,3116981299.08,"06-Mar-2026"
"NUVAMA",1869.9,1927.8,1860.1,1869.4,1914,2.39,482266,917154188.16,"15-May-2026"
"TITAN",4550,4655.9,4505,4484.4,4591.2,2.38,3385946,15560961329.5,"09-Jul-2026"
"ETERNAL",283.8,291,283.55,283.4,289.3,2.08,45305615,13072935208.25,"-"
"COFORGE",1482,1522.9,1481.9,1481.9,1511.2,1.98,3465445,5222564232.8,"30-Jan-2026"
"PAYTM",1217,1251,1208,1218.2,1241.9,1.95,3663316,4531265459.88,"-"
"ADANIENSOL",1637.7,1663.9,1616,1622.8,1654,1.92,4092032,6722103727.36,"14-Jun-2024"
"TCS",2050,2122.7,2049,2057.6,2095.9,1.86,4769048,10007513394.64,"25-May-2026"
"BANKINDIA",140.5,142.9,139.99,139.8,142.35,1.82,11079712,1572654321.28,"29-May-2026"
"RBLBANK",368.6,376.35,365.4,368.6,375,1.74,6606876,2463109441.56,"08-Sep-2025"
