"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"IDEA",13.53,14.19,13.49,13.51,14.11,4.44,778908986,10889147624.28,"20-Aug-2024"
"APOLLOHOSP",8615,8925,8588.5,8600,8920.5,3.85,1275740,11274492581.4,"14-Aug-2026"
"OFSS",11449,11850,11318,11420,11828,3.57,258662,3013508004.94,"07-May-2026"
"BHARTIARTL",1939.1,2005.8,1932,1939.1,1992.1,2.73,12282580,24413715788.6,"24-Jul-2026"
"JUBLFOOD",495.35,521,495,491.55,504.1,2.55,12894239,6573740926.98,"17-Jul-2026"
"ADANIPORTS",1658,1700,1657.2,1658,1700,2.53,1978204,3334025457.52,"12-Jun-2026"
"FORTIS",905.9,929,897.6,906.15,929,2.52,1535625,1404068006.25,"24-Jul-2026"
"VOLTAS",1292,1347.5,1290,1289.5,1320.5,2.4,2374305,3138522550.35,"12-Jun-2026"
"ADANIENT",2965,3048,2950,2964.9,3035.1,2.37,1666749,5022381426.72,"12-Jun-2026"
"ADANIGREEN",1319,1348,1315.1,1319,1348,2.2,1093447,1459533055.6,"14-Jun-2024"
"HAVELLS",1270,1303.4,1262.2,1270,1298,2.2,834715,1077992686.75,"22-May-2026"
"ADANIENSOL",1588,1624,1575,1583,1616,2.08,7047548,11290524273.4,"14-Jun-2024"
"HAL",4940,5047,4924.2,4945,5029.9,1.92,1537351,7670336091.32,"14-Aug-2026"
"SUPREMEIND",3497,3585,3446.5,3497,3558.9,1.77,239576,848400905.76,"25-Jun-2026"
"MFSL",1555,1574.9,1511.2,1512.4,1538.1,1.7,3968114,6128950478.7,"16-Aug-2024"
"BDL",1381.6,1419.8,1347.3,1375.5,1398,1.64,8457532,11704716836.08,"09-Feb-2026"
"CUMMINSIND",5348,5426,5339.5,5315,5400,1.6,415052,2238695026.04,"17-Jul-2026"
"BPCL",314.85,319.45,314.05,315,319.45,1.41,8035947,2551654250.91,"02-Feb-2026"
"UNITDSPR",1515.5,1545.5,1510.1,1515,1536,1.39,603589,927595575.2,"08-Jul-2026"
"KFINTECH",929,946.5,911.7,929,940,1.18,813246,757123893.54,"15-Jul-2026"
