"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"KALYANKJIL",380,448,377.85,374.15,439.75,17.53,117145048,50057250460.88,"04-Sep-2025"
"SWIGGY",262,282.41,262,261.41,281.8,7.8,55995424,15547689427.84,"-"
"LODHA",1107.8,1220,1102,1115.1,1200,7.61,7067035,8190128202.2,"22-Aug-2025"
"KAYNES",3241.5,3459.9,3241.1,3210.7,3447,7.36,3549385,12057047881.9,"08-Sep-2023"
"NUVAMA",1860,1950,1859.8,1848.1,1947,5.35,524922,1011209740.8,"15-May-2026"
"GVT&D",4475,4677.3,4475,4466.7,4665.5,4.45,537743,2471568999.17,"21-Aug-2026"
"PREMIERENE",1055,1095.5,1048,1043.9,1090,4.42,1970046,2126999564.82,"08-May-2026"
"DIXON",13153,13600,13153,12934,13465,4.11,825754,11132774140.3,"16-Sep-2025"
"NAM-INDIA",1171,1227,1171,1168,1215,4.02,733122,890933841.72,"25-Jun-2026"
"DLF",637.15,666,635,634,658,3.79,6397185,4189260569.1,"28-Jul-2025"
"CAMS",749.5,779.6,747,749.8,778,3.76,1310918,1007125862.68,"10-Jul-2026"
"MOTILALOFS",910.9,948.7,910.9,909.6,943.1,3.68,1267540,1185809020.8,"30-Jan-2026"
"PGEL",566.55,587.55,566,562.7,583.05,3.62,2507674,1456381828.98,"19-Sep-2025"
"NBCC",95.3,98.4,95.3,94.78,98,3.4,9049480,878161539.2,"25-Feb-2026"
"SAIL",162.5,167.5,161.72,162.02,167.45,3.35,11731829,1930355143.66,"08-Sep-2025"
"PHOENIXLTD",2055,2123.6,2037.6,2022.5,2090,3.34,1448148,3021835950.12,"15-Sep-2025"
"CANBK",121.77,125.3,121.5,121.15,125.2,3.34,25763230,3186396286.4,"12-Jun-2026"
"PAYTM",1223.4,1271.7,1223.3,1223.4,1263,3.24,2379155,2994523440.75,"-"
"LAURUSLABS",1468.1,1524.6,1460,1469.2,1514.5,3.08,2035031,3073832924.26,"08-May-2026"
"ANGELONE",331.35,342.95,331.35,331.2,341,2.96,7522853,2550623309.65,"27-Mar-2026"
