"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"FORCEMOT",17475,18715,17400,17502,18560,6.05,214233,3933157205.25,"10-Sep-2025"
"NAM-INDIA",1055,1143,1055,1077.8,1135,5.31,2576570,2877255719,"25-Jun-2026"
"PGEL",470,496.35,468.2,471.45,494,4.78,4844362,2371605860.72,"19-Sep-2025"
"POWERINDIA",35705,37360,35510,35190,36695,4.28,254549,9317610870.11,"13-Aug-2025"
"VOLTAS",1224,1307.9,1218,1235,1283.8,3.95,3317048,4267249570.08,"12-Jun-2026"
"CGPOWER",915,951,906.75,906.65,941,3.79,8471887,7942224624.76,"30-Jan-2026"
"HYUNDAI",1850,1949,1850,1866.4,1934.9,3.67,2040045,3927943443.9,"05-Aug-2025"
"TITAN",4075,4273.8,4052.3,4088.8,4238.8,3.67,1761933,7374077230.26,"08-Jul-2025"
"GMRAIRPORT",98.01,104,97.26,98.78,102.35,3.61,43377542,4406724491.78,"05-Sep-2024"
"PAGEIND",37310,38945,37255,37565,38860,3.45,39453,1514646435.48,"27-May-2026"
"SAMMAANCAP",177.94,185.45,176,177.92,183.78,3.29,22212655,4044480222.4,"20-Sep-2024"
"INOXWIND",82.93,88,82.52,83.01,85.71,3.25,21202792,1816443190.64,"29-Jul-2025"
"RECLTD",325.65,336.2,325.1,325.65,335.9,3.15,8844070,2941537682,"20-Mar-2026"
"KALYANKJIL",351.5,371.7,350.45,353,363.65,3.02,14354554,5186443905.74,"04-Sep-2025"
"ETERNAL",244.5,258.65,244.45,247,254.4,3,36690161,9334710761.62,"-"
"LAURUSLABS",1392,1433.7,1384,1394.3,1430,2.56,1983191,2821208188.96,"08-May-2026"
"GVT&D",5134,5148.5,5028,4964.5,5090,2.53,999168,5086834229.76,"22-Aug-2025"
"PFC",416,428.9,416,416.6,427,2.5,6886255,2921218233.55,"23-Mar-2026"
"GAIL",161.54,168.15,161.54,163.86,167.94,2.49,11510123,1904925356.5,"05-Feb-2026"
"DIXON",11202,11560,11155,11227,11475,2.21,518693,5930217069,"16-Sep-2025"
