"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"HEROMOTOCO",4987.1,5198.3,4980.1,4987.1,5170.2,3.67,1603396,8259445543.12,"24-Jul-2026"
"NUVAMA",1880,1964.9,1854.9,1882.4,1944,3.27,868840,1681222776.8,"15-May-2026"
"SBILIFE",1800,1864.3,1800,1806.7,1859,2.89,912075,1679421939,"06-Mar-2026"
"ICICIGI",1586,1628.5,1570.4,1583.5,1626.4,2.71,1371420,2203817083.2,"29-May-2026"
"BAJAJ-AUTO",10999.5,11331,10967,10998.5,11279,2.55,1025555,11518264593.75,"24-Jun-2026"
"BAJAJHLDNG",10446,10700,10378,10425,10680,2.45,108337,1148784963.97,"30-Jun-2026"
"COCHINSHIP",1367.7,1400,1356.6,1367.7,1394.7,1.97,970744,1346344268.48,"03-Feb-2026"
"M&M",3156,3250,3156,3175.3,3230,1.72,2705691,8734917539.85,"03-Jul-2026"
"MOTHERSON",142.2,148.19,142.2,143.6,146.05,1.71,17048765,2484346035.8,"14-Jul-2026"
"TCS",2204,2250,2193.6,2208.3,2245,1.66,2503539,5585245296.66,"15-Jul-2026"
"BOSCHLTD",41540,42985,41125,41560,42250,1.66,39162,1659313912.62,"04-Aug-2026"
"OIL",453,461,450.9,451.15,458.6,1.65,4310065,1971768536.2,"18-Feb-2026"
"PIIND",2691,2753,2673.2,2697.6,2735.5,1.4,314337,858432343.41,"23-Feb-2026"
"TATACONSUM",1099,1111,1091.1,1094.9,1110.1,1.39,1965538,2169226702.94,"25-May-2026"
"EICHERMOT",7624.5,7789,7608,7632,7718,1.13,431136,3326528969.28,"31-Jul-2026"
"DMART",3984,4124.9,3981.9,4000.5,4042,1.04,740773,3008693985.88,"09-Aug-2021"
"PAGEIND",39790,40460,39620,39820,40200,0.95,27879,1117841681.01,"27-May-2026"
"ETERNAL",289.85,296.15,282.7,284.4,287.1,0.95,64734810,18776978988.6,"-"
"UNITDSPR",1399.9,1435.4,1395,1404.2,1417,0.91,1621296,2301916060.8,"08-Jul-2026"
"VEDL",261,268.3,261,262.3,264.65,0.9,9488717,2522006091.43,"30-Apr-2026"
