"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"HINDZINC",605,605.55,564,603.85,568.8,-5.8,10696453,6168109622.45,"30-Apr-2026"
"NATIONALUM",412.5,412.5,391.5,414,395.6,-4.44,14357059,5721288011.5,"08-May-2026"
"BSE",4053,4121,3822.9,4033.4,3881,-3.78,6658969,26328165042.51,"10-Jul-2026"
"MCX",2910,2931.9,2751,2893.5,2789.8,-3.58,4709089,13331430959,"02-Jan-2026"
"SAIL",197.5,198.2,188.25,197.31,190.38,-3.51,20088924,3855868072.56,"08-Sep-2025"
"VEDL",329.6,329.7,312.35,327.5,317.05,-3.19,20824974,6630463471.86,"30-Apr-2026"
"WIPRO",191.52,199,188.15,204.32,198.05,-3.07,43539069,8519289631.23,"05-Jun-2026"
"HINDALCO",1126.6,1132.3,1090.1,1125.6,1092,-2.99,4546693,5001862436.23,"08-Aug-2025"
"COCHINSHIP",1474.2,1482.8,1432.2,1472.4,1433.1,-2.67,1096107,1596764833.32,"03-Feb-2026"
"TRENT",2830,2837.5,2753,2837.6,2770,-2.38,1346639,3746672891.36,"12-Jun-2026"
"NMDC",94.99,95.01,91.61,94.7,92.5,-2.32,40684291,3784452748.82,"13-Feb-2026"
"NAUKRI",1018.9,1019.9,985.35,1008.85,986,-2.26,1456438,1454398986.8,"20-Feb-2026"
"DALBHARAT",1725.3,1725.3,1676.9,1725.3,1687.9,-2.17,260820,441949057.2,"24-Oct-2025"
"KAYNES",3211.5,3221,3111,3190.5,3124.5,-2.07,756455,2382598748.95,"08-Sep-2023"
"NYKAA",269,269.85,261.25,267.55,262,-2.07,1817319,480480970.41,"10-Nov-2022"
"TCS",2262.9,2271.8,2192,2241,2196,-2.01,5019717,11143119176.79,"25-May-2026"
"COALINDIA",483.3,483.6,469.1,481.65,472.05,-1.99,9592529,4544844314.91,"18-Feb-2026"
"PERSISTENT",5199,5233.5,5011,5121.5,5023,-1.92,423726,2150638262.04,"27-Jan-2026"
"AMBUJACEM",430,430.45,415,426.35,418.3,-1.89,7371968,3105515239.68,"12-Jun-2026"
"FORCEMOT",18690,18860,18200,18592,18250,-1.84,93962,1734591138.72,"10-Sep-2025"
