"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"WIPRO",193.39,193.89,181,198.37,181.6,-8.45,75164049,13965480304.2,"05-Jun-2026"
"MUTHOOTFIN",3081.8,3113.9,2951,3153.1,2953,-6.35,1025581,3084404090.07,"17-Apr-2026"
"GVT&D",4900,4949.5,4660,5067,4746,-6.34,1071520,5168723169.6,"22-Aug-2025"
"POWERINDIA",36200,36385,34600,36870,34705,-5.87,203806,7217019103.32,"13-Aug-2025"
"FORCEMOT",17999,18236,17150,18243,17193,-5.76,111568,1968088527.68,"10-Sep-2025"
"NAM-INDIA",1085.1,1102,1045.1,1113.1,1050.2,-5.65,1689243,1818453197.07,"25-Jun-2026"
"KALYANKJIL",363.95,369.55,351,371.85,353.15,-5.03,4959120,1788655401.6,"04-Sep-2025"
"NATIONALUM",385.5,389.8,375.15,395.7,376.3,-4.9,8633380,3311850901.8,"08-May-2026"
"MOTILALOFS",847.5,850.9,812.25,855.35,816.9,-4.5,2649029,689702386.26,"30-Jan-2026"
"SAMMAANCAP",181,184.95,175.69,184.28,176.07,-4.46,15545089,2803245899.37,"20-Sep-2024"
"CGPOWER",920,938.8,895,937.85,897.95,-4.25,4203240,3870553554,"30-Jan-2026"
"ABCAPITAL",352,352.6,341.55,357.5,342.55,-4.18,1864575,648461893.5,"16-Aug-2018"
"KFINTECH",858.8,859,831.15,868.85,833,-4.13,875242,741470012.72,"22-Aug-2025"
"PRESTIGE",1365,1376,1314.2,1381.1,1325,-4.06,489630,659756839.8,"03-Sep-2025"
"IDEA",14.82,15.04,14.26,14.95,14.35,-4.01,551994929,8125365354.88,"20-Aug-2024"
"VEDL",311,314.8,301.65,315.6,303,-3.99,14491919,4472496041.78,"30-Apr-2026"
"CROMPTON",264.15,264.75,255.25,266.6,256,-3.98,1586530,412688183.6,"24-Jul-2026"
"NMDC",91.15,92.01,89.01,92.9,89.21,-3.97,25424714,2303733335.54,"13-Feb-2026"
"SWIGGY",249,249.3,239.3,250.6,240.7,-3.95,10095654,2457383140.14,"-"
"SAIL",187.37,187.96,182.51,190.56,183.2,-3.86,25903021,4775221921.35,"08-Sep-2025"
