"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"MAXHEALTH",965.5,1010.5,960,977.25,1006.05,2.95,5444557,5450927131.69,"04-Jul-2025"
"ALKEM",5250,5399,5175.5,5251.5,5370.5,2.27,225217,1205230758.14,"20-Feb-2026"
"FORTIS",955.6,1004.5,954.15,968.65,985.5,1.74,4402527,4367967163.05,"25-Jul-2025"
"POWERGRID",283,292.1,282.6,285.65,290,1.52,8748933,2533078571.49,"09-Feb-2026"
"BHARTIARTL",1775.1,1820.1,1771,1798.2,1820.1,1.22,6324919,11423119959.95,"18-Jul-2025"
"NAUKRI",977.25,1008.15,972.25,988.45,998.5,1.02,1328261,1322071303.74,"20-Feb-2026"
"BEL",399,415.5,399,408.2,412.3,1,12017495,4933061522.55,"06-Mar-2026"
"NESTLEIND",1375,1412.5,1373,1386.2,1399.9,0.99,1107621,1549938370.14,"10-Jul-2026"
"TECHM",1469.1,1511.1,1459,1483.5,1498,0.98,2467960,3694091887.2,"03-Jul-2026"
"MANKIND",2325.1,2381.7,2299,2336.1,2355,0.81,291943,689224873.26,"08-Aug-2025"
"BSE",3812.5,3957,3784.8,3880,3906.3,0.68,3952740,15477625435.8,"10-Jul-2026"
"MCX",2721,2850,2707,2795,2810,0.54,3497131,9840681834.83,"02-Jan-2026"
"SUNPHARMA",1780.7,1803.5,1773.5,1782.2,1791.7,0.53,3098542,5557111135.32,"05-Feb-2026"
"APOLLOHOSP",8211,8490,8211,8304.5,8345,0.49,539009,4528980001.78,"16-Feb-2026"
"GAIL",166.02,170.15,165.1,167.4,168,0.36,8999902,1516123490.92,"05-Feb-2026"
"HAL",4166.6,4285,4148.8,4216.9,4230,0.31,719608,3034133582.96,"18-Feb-2026"
"PREMIERENE",1080,1103.8,1065.5,1080.1,1083,0.27,1992512,2166856800,"08-May-2026"
"SBIN",966,988.65,965.15,977.7,980,0.24,12895416,12654529629.12,"15-May-2026"
"PAGEIND",38290,38700,37750,38345,38425,0.21,15559,598987425.79,"27-May-2026"
"PERSISTENT",4958,5090,4911,5038.5,5048,0.19,396122,1994636680.02,"27-Jan-2026"
