"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"SAMMAANCAP",156.05,162.65,152.29,154.26,162,5.02,43190923,6830644472.45,"20-Sep-2024"
"KAYNES",3198.9,3330,3191,3174.9,3325.8,4.75,2180144,7143547036.16,"08-Sep-2023"
"ASTRAL",1481.8,1548.9,1481,1480,1545,4.39,1092769,1672133268.42,"11-Nov-2025"
"NAUKRI",932,985,920.1,926.25,964.5,4.13,9364037,8994157538.5,"20-Feb-2026"
"DIXON",11285,11860,11261,11258,11720,4.1,1362635,15930334137.05,"16-Sep-2025"
"GAIL",153,162.7,151.41,155.9,162.2,4.04,19155931,3020698759.39,"05-Feb-2026"
"VBL",532,541.4,526.6,519.85,540.75,4.02,18509411,9899018096.91,"30-Apr-2026"
"MFSL",1632,1687.2,1623.3,1626,1685,3.63,1105498,1841627008.24,"16-Aug-2024"
"TRENT",4189,4314.9,4157.3,4170.4,4303,3.18,1087742,4636924494.38,"12-Jun-2026"
"SHRIRAMFIN",916.25,944.25,913.15,914.75,942,2.98,5414394,5058451738.44,"03-Jul-2026"
"FORCEMOT",19475,20454,19252,19339,19880,2.8,159388,3163335382.88,"10-Sep-2025"
"AXISBANK",1254.1,1288.8,1254.1,1253.3,1287,2.69,5016237,6422137743.99,"10-Jul-2026"
"BOSCHLTD",35425,36860,34825,35210,36110,2.56,93246,3356395364.76,"29-Jul-2025"
"CHOLAFIN",1514.7,1548,1503,1504,1541,2.46,1287928,1973054178.88,"05-Feb-2026"
"SIEMENS",3720.6,3834,3714,3720.6,3812.2,2.46,534378,2023662767.1,"07-Apr-2025"
"AUBANK",964.4,982,961.4,958.7,982,2.43,1557082,1521206830.72,"04-Jul-2025"
"PAGEIND",39420,40490,38320,38380,39300,2.4,141218,5545916120.36,"27-May-2026"
"ABCAPITAL",351,357.8,347.3,349.4,357.6,2.35,3506859,1239394107.78,"16-Aug-2018"
"TATAELXSI",4220,4320,4177.3,4217.7,4314.9,2.3,273652,1169700845.32,"11-Jun-2025"
"ASHOKLEY",155,158.74,154.05,154.48,158,2.28,18691434,2925770164.02,"18-Nov-2025"
