"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PIIND",2950,2950,2860.1,3124.6,2890,-7.51,2198716,6391403566.08,"23-Feb-2026"
"KAYNES",3079,3088.8,2995,3091.6,3007,-2.74,1629199,4931829752.85,"08-Sep-2023"
"LTM",4254.8,4259.4,4122.2,4254.8,4144.9,-2.58,627975,2615484476.25,"25-May-2026"
"ICICIGI",1794.1,1811.9,1776,1822.8,1776,-2.57,667259,1197469673.99,"23-Oct-2025"
"ICICIPRULI",520,520,506.1,522.15,509,-2.52,2263657,1153921792.32,"12-Jun-2025"
"BEL",416.3,420,407,422.95,413.35,-2.27,28009540,11538810098.4,"06-Mar-2026"
"TECHM",1453.6,1476.5,1434.7,1467.1,1439,-1.92,2216258,3225962982.22,"03-Jul-2026"
"SWIGGY",259.35,260.5,254.5,260.7,255.8,-1.88,9904743,2550471322.5,"-"
"DMART",4235,4240.2,4111,4236,4158.6,-1.83,345964,1437002989.68,"09-Aug-2021"
"UNITDSPR",1300,1305.5,1282,1304.9,1283.6,-1.63,988898,1274936746.5,"27-Jan-2026"
"ETERNAL",243,245.68,242.3,247.21,243.5,-1.5,23417197,5712859380.12,"-"
"GLENMARK",2410.2,2427,2370,2405.9,2370,-1.49,973543,2329396336.1,"03-Oct-2025"
"EXIDEIND",342.9,343.95,339.05,344.65,339.9,-1.38,2205278,751272056.26,"03-Jul-2026"
"PATANJALI",471.9,472.05,462,471.1,464.95,-1.31,2208498,1029999297.24,"24-Apr-2026"
"CROMPTON",289.15,292.9,287.15,293.6,289.8,-1.29,1877092,545145058.64,"24-Jul-2025"
"BRITANNIA",5380,5390.5,5321.5,5416.5,5350,-1.23,462006,2468973924.18,"31-Jul-2026"
"BOSCHLTD",36995,37380,36370,37130,36715,-1.12,38550,1420100274,"29-Jul-2025"
"TATASTEEL",207.5,207.5,203.04,209.29,207,-1.09,56667362,11608309105.7,"06-Jun-2025"
"VEDL",332.55,339.45,331.45,337.65,334,-1.08,21006231,7057043304.45,"30-Apr-2026"
"SBILIFE",1860,1882.4,1856.1,1881.4,1861.1,-1.08,563724,1054282262.04,"06-Mar-2026"
