"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"POWERINDIA",33000,35790,32710,33360,35700,7.01,252755,8794802318.8,"13-Aug-2025"
"CGPOWER",819.4,857.75,812.6,819.4,856,4.47,3710031,3120024770.07,"30-Jan-2026"
"SIEMENS",3524,3705,3493.1,3550.9,3705,4.34,507075,1843552294.5,"07-Apr-2025"
"ABB",6260,6624,6259.5,6329,6600,4.28,546430,3553969791.4,"30-Apr-2026"
"SAMMAANCAP",137.55,143.8,134.75,138.25,143.6,3.87,27518139,3817591423.47,"20-Sep-2024"
"MANKIND",2501,2625,2500,2492.6,2580.9,3.54,4089674,10491731473.08,"08-Aug-2025"
"HINDALCO",1038.4,1090,1038.4,1048.3,1085,3.5,11944925,12909119346,"08-Aug-2025"
"HINDPETRO",367,383.5,363.75,371,383,3.23,9744758,3677184431.3,"06-Nov-2025"
"TIINDIA",2877.8,2985,2863.9,2892.2,2984.1,3.18,485072,1421241557.12,"10-Feb-2026"
"CUMMINSIND",5214,5419,5183,5254,5404,2.85,444603,2370125240.64,"11-Feb-2026"
"RELIANCE",1318.7,1362.9,1312.6,1322.7,1360.3,2.84,13247462,17820750831.64,"14-Aug-2025"
"PAYTM",1111.7,1156.8,1101,1121.4,1151.3,2.67,1415041,1607712982.56,"-"
"BAJAJ-AUTO",10158,10483,10078.5,10205,10462.5,2.52,379638,3936356326.98,"29-May-2026"
"TVSMOTOR",3285.4,3380.9,3232.2,3283.4,3365,2.49,1265289,4221333079.14,"30-Mar-2026"
"IOC",134.67,138.52,133,135,138.24,2.4,24210961,3298259217.03,"12-Mar-2026"
"BPCL",281.85,294.75,280.05,286.45,293.25,2.37,10289991,2975659597.38,"02-Feb-2026"
"ZYDUSLIFE",1066.15,1093.65,1038.05,1018.9,1040.3,2.1,13502602,14436036876.26,"24-Jul-2026"
"BHARATFORG",1845,1905.7,1827.6,1857.3,1895,2.03,953933,1791352623.38,"18-Feb-2026"
"ADANIENSOL",1319,1359.8,1307.5,1329.5,1355,1.92,2785923,3712158819.81,"14-Jun-2024"
"BHEL",397,410,396,401.1,408.8,1.92,10927456,4408572848.64,"01-Aug-2025"
